cluster_id,label,tsne1,tsne2
BGC0000001,polyketide,-5.5724697,31.88655
BGC0000002,polyketide,-10.251409,51.719666
BGC0000003,polyketide,18.492147,42.720566
BGC0000004,polyketide,-38.545395,27.356668
BGC0000006,polyketide,-38.450596,27.054346
BGC0000007,polyketide,-38.975437,26.967754
BGC0000008,polyketide,-38.545395,27.356668
BGC0000009,polyketide,-39.25322,27.039618
BGC0000010,polyketide,-38.93132,26.39988
BGC0000011,polyketide,-39.592422,27.723803
BGC0000012,polyketide,11.63077,39.55243
BGC0000013,polyketide,-44.895004,41.931473
BGC0000014,polyketide,-5.1985364,39.843224
BGC0000016,other,16.913858,22.765966
BGC0000017,polyketide,18.729614,52.566696
BGC0000018,polyketide,6.7017536,51.47074
BGC0000019,polyketide,-36.853558,-12.296887
BGC0000020,polyketide,-10.064145,27.713028
BGC0000021,polyketide,-11.145871,44.756123
BGC0000022,polyketide,-27.412403,39.181824
BGC0000023,polyketide,5.1989417,49.590065
BGC0000024,polyketide,2.9882226,50.307766
BGC0000025,polyketide,-42.333176,-14.753515
BGC0000026,saccharide,-36.004257,-14.440199
BGC0000027,polyketide,-37.245224,27.660116
BGC0000028,polyketide,-5.7053366,54.246582
BGC0000029,polyketide,-4.8828545,45.927074
BGC0000030,polyketide,-42.367188,38.736942
BGC0000031,polyketide,-7.8179073,17.617294
BGC0000032,polyketide,-4.0580883,43.699097
BGC0000033,polyketide,-25.03293,-2.5164592
BGC0000034,nrp,-11.0938225,54.863987
BGC0000035,polyketide,-6.362603,35.14027
BGC0000036,polyketide,-15.426228,49.796844
BGC0000037,polyketide,-26.666866,43.03552
BGC0000038,polyketide,-20.0434,48.14631
BGC0000039,polyketide,10.531012,45.87151
BGC0000040,polyketide,-12.848619,54.73506
BGC0000041,polyketide,7.0009074,44.913315
BGC0000042,polyketide,-6.6222587,46.067017
BGC0000043,polyketide,-4.6632624,38.080322
BGC0000044,polyketide,22.507893,51.96195
BGC0000045,polyketide,-37.45665,41.823174
BGC0000046,polyketide,-8.805514,28.093718
BGC0000047,polyketide,-6.604131,35.871803
BGC0000048,polyketide,-37.601837,37.47787
BGC0000050,polyketide,6.009231,50.794064
BGC0000051,polyketide,-5.3946714,51.026176
BGC0000052,polyketide,-10.148351,58.474255
BGC0000053,polyketide,-16.406328,57.502842
BGC0000054,polyketide,-8.309944,34.980057
BGC0000055,polyketide,-8.364911,36.028183
BGC0000056,polyketide,1.4351398,55.744534
BGC0000057,polyketide,-36.624985,42.611683
BGC0000058,polyketide,-4.7613783,53.46351
BGC0000059,polyketide,-12.29857,59.060993
BGC0000060,polyketide,-14.507437,55.675846
BGC0000062,polyketide,12.884016,2.4887247
BGC0000063,polyketide,12.901106,2.469785
BGC0000064,nrp,21.130232,38.277466
BGC0000065,polyketide,-14.165011,-0.18731768
BGC0000066,polyketide,-1.7132354,35.64515
BGC0000067,polyketide,-7.0999346,52.157543
BGC0000068,polyketide,-2.7432785,35.21645
BGC0000069,polyketide,18.145596,46.352592
BGC0000070,polyketide,-40.884094,31.067158
BGC0000072,polyketide,8.070331,51.045124
BGC0000073,polyketide,-6.807917,56.428013
BGC0000074,polyketide,-1.6767999,35.52391
BGC0000075,polyketide,-15.493483,47.42106
BGC0000076,polyketide,-37.78275,39.569496
BGC0000077,polyketide,-37.77459,39.294376
BGC0000078,polyketide,-11.663165,34.698524
BGC0000079,polyketide,-11.603842,49.99175
BGC0000080,polyketide,-5.2287416,39.87479
BGC0000081,nrp,-25.824835,-2.9928012
BGC0000082,polyketide,-9.912154,35.730362
BGC0000083,polyketide,30.300537,52.92196
BGC0000084,polyketide,-13.650842,51.634853
BGC0000085,polyketide,-8.781351,34.470207
BGC0000086,polyketide,-9.999139,49.775677
BGC0000087,polyketide,-11.074919,48.053276
BGC0000088,polyketide,-6.735498,24.25052
BGC0000090,polyketide,-1.3392322,36.210445
BGC0000091,polyketide,39.46277,30.339285
BGC0000092,polyketide,-8.455392,36.864418
BGC0000093,polyketide,-7.5902286,22.37293
BGC0000094,polyketide,6.733874,51.693657
BGC0000096,polyketide,-16.964909,48.704765
BGC0000097,polyketide,-19.066502,51.331528
BGC0000098,polyketide,10.390952,45.830357
BGC0000099,polyketide,-26.524347,42.817448
BGC0000100,polyketide,-12.757502,51.233337
BGC0000102,polyketide,-7.683689,37.004116
BGC0000103,polyketide,-4.4434648,56.765865
BGC0000104,polyketide,-29.721798,45.065296
BGC0000105,polyketide,-8.269406,49.802307
BGC0000106,polyketide,-7.8264537,41.740566
BGC0000107,polyketide,-43.3072,42.582573
BGC0000108,polyketide,-13.027785,56.926933
BGC0000109,polyketide,-4.031003,55.12312
BGC0000110,polyketide,2.9274335,50.293125
BGC0000111,polyketide,25.21901,46.761
BGC0000112,polyketide,-27.402615,-2.1387942
BGC0000113,polyketide,-0.5038329,52.188873
BGC0000114,polyketide,-14.209862,52.43072
BGC0000115,polyketide,-11.93137,55.41434
BGC0000116,polyketide,-11.214119,55.618454
BGC0000117,polyketide,-9.945572,54.88313
BGC0000118,polyketide,-9.490533,-13.748199
BGC0000119,polyketide,-9.365145,-13.786578
BGC0000120,polyketide,-9.772121,21.640266
BGC0000121,polyketide,-42.09426,33.86741
BGC0000122,polyketide,8.429448,50.565884
BGC0000123,polyketide,-14.2116,42.95125
BGC0000124,polyketide,-3.1020446,53.781055
BGC0000125,polyketide,-11.915214,57.141632
BGC0000126,polyketide,-5.181856,52.48509
BGC0000127,polyketide,16.808184,16.056915
BGC0000128,polyketide,16.905542,16.32713
BGC0000129,polyketide,-23.179752,34.76596
BGC0000130,polyketide,-14.067777,19.414734
BGC0000131,polyketide,-6.5606055,-6.9621935
BGC0000132,polyketide,-5.079496,25.852491
BGC0000133,polyketide,-9.75458,29.968367
BGC0000134,polyketide,-38.063076,40.9152
BGC0000135,polyketide,-2.6611555,49.50672
BGC0000136,polyketide,-11.335875,31.407202
BGC0000137,polyketide,-9.355707,39.72178
BGC0000138,polyketide,5.8928676,29.603159
BGC0000140,polyketide,-17.283524,20.599583
BGC0000141,polyketide,-12.214832,29.32761
BGC0000142,polyketide,-16.26927,53.996178
BGC0000143,polyketide,-14.48962,58.813126
BGC0000144,polyketide,-11.485803,49.052742
BGC0000145,nrp,-1.5855466,3.863225
BGC0000146,polyketide,10.66853,38.86747
BGC0000147,polyketide,-7.440055,55.034378
BGC0000148,polyketide,-11.00086,43.948914
BGC0000149,polyketide,-5.8864813,55.781284
BGC0000150,nrp,-26.829262,-1.7593182
BGC0000151,polyketide,-7.854424,56.309433
BGC0000152,polyketide,-39.27577,28.175634
BGC0000153,nrp,6.732839,50.02591
BGC0000154,polyketide,-29.169992,41.206146
BGC0000156,polyketide,-45.976776,41.1333
BGC0000157,polyketide,2.5302196,47.788902
BGC0000158,polyketide,2.6049528,47.697792
BGC0000159,polyketide,-1.3964016,48.649776
BGC0000160,polyketide,7.450318,34.05679
BGC0000161,polyketide,-33.385822,33.278507
BGC0000162,polyketide,-10.478291,35.874844
BGC0000163,polyketide,-14.780123,48.87962
BGC0000164,polyketide,-17.613277,50.556896
BGC0000165,polyketide,-13.335907,42.796566
BGC0000166,polyketide,-0.16378205,52.565224
BGC0000167,polyketide,-15.952354,51.257603
BGC0000168,polyketide,-9.8848095,12.551268
BGC0000170,polyketide,-22.253761,33.1246
BGC0000171,polyketide,27.723867,48.12577
BGC0000172,polyketide,25.569881,51.903515
BGC0000173,polyketide,26.96005,54.980106
BGC0000174,polyketide,30.521835,58.42348
BGC0000175,polyketide,27.129145,51.230667
BGC0000176,polyketide,28.062283,55.83788
BGC0000177,polyketide,28.105864,52.38242
BGC0000178,polyketide,27.059528,54.696156
BGC0000179,polyketide,28.778845,57.74911
BGC0000180,polyketide,35.337322,54.453064
BGC0000181,polyketide,23.075634,55.178566
BGC0000182,polyketide,32.27877,49.552048
BGC0000184,polyketide,28.25412,58.458996
BGC0000185,polyketide,33.616737,53.659454
BGC0000186,nrp,31.791506,56.004044
BGC0000187,polyketide,-10.033841,-6.3127565
BGC0000188,alkaloid,-17.660175,-10.321626
BGC0000189,polyketide,-25.681175,16.040985
BGC0000190,polyketide,-50.957615,-0.6552516
BGC0000191,polyketide,-40.23228,-11.027231
BGC0000192,polyketide,-40.963005,-11.194129
BGC0000193,polyketide,-39.821545,-12.414972
BGC0000194,polyketide,-34.34797,-2.1976314
BGC0000195,polyketide,-34.898468,-2.884897
BGC0000196,polyketide,-17.567461,0.8822771
BGC0000197,polyketide,-38.431618,-6.315873
BGC0000198,polyketide,-41.43846,-8.063144
BGC0000199,polyketide,-38.043324,-12.389056
BGC0000200,polyketide,-49.936077,-0.9393978
BGC0000201,polyketide,-47.07183,-8.841736
BGC0000202,polyketide,-41.726982,-2.712074
BGC0000203,polyketide,-33.119934,-7.5108542
BGC0000204,polyketide,-52.02868,0.22050035
BGC0000205,polyketide,34.9042,45.31803
BGC0000207,polyketide,-21.116375,-2.3351483
BGC0000208,polyketide,-41.309948,-1.4906625
BGC0000209,polyketide,-41.626526,-1.4794687
BGC0000210,polyketide,-39.571007,-9.292422
BGC0000211,polyketide,-44.68752,-6.096501
BGC0000212,polyketide,-39.780636,-10.963432
BGC0000213,polyketide,-18.06875,-1.0272447
BGC0000214,polyketide,-41.689964,-11.834001
BGC0000215,polyketide,-53.508324,-1.7110869
BGC0000216,polyketide,-40.272934,-5.8917203
BGC0000217,polyketide,-58.945515,-4.418865
BGC0000218,polyketide,-59.0297,-4.3486013
BGC0000219,polyketide,-50.656647,-4.0280857
BGC0000220,polyketide,-22.5696,20.684052
BGC0000221,polyketide,-34.699646,-3.6077108
BGC0000222,polyketide,-43.61231,-6.737051
BGC0000223,polyketide,-44.305943,-4.0687137
BGC0000224,polyketide,-51.01433,-0.6238053
BGC0000225,polyketide,-35.78038,-0.18795857
BGC0000226,polyketide,-43.326412,-5.923811
BGC0000227,polyketide,-35.67727,-5.088268
BGC0000229,polyketide,-42.66249,-8.516909
BGC0000230,polyketide,-47.256893,-0.6070722
BGC0000231,polyketide,-58.26425,-4.974331
BGC0000232,polyketide,-49.852745,-5.4728694
BGC0000233,polyketide,-38.14949,-7.822083
BGC0000234,polyketide,-51.21207,-9.532895
BGC0000235,polyketide,-50.27269,-7.0914574
