cluster_id,label,tsne1,tsne2
BGC0000001,polyketide,44.46387,-17.995296
BGC0000002,polyketide,56.285297,-40.023067
BGC0000003,polyketide,2.7931688,-31.832922
BGC0000004,polyketide,11.519086,-56.940094
BGC0000006,polyketide,11.519086,-56.940094
BGC0000007,polyketide,11.606608,-57.401623
BGC0000008,polyketide,11.519086,-56.940094
BGC0000009,polyketide,11.468197,-57.592384
BGC0000010,polyketide,12.155799,-57.399002
BGC0000011,polyketide,10.92976,-57.668285
BGC0000012,polyketide,5.3865666,-38.921978
BGC0000013,polyketide,2.466463,-58.147915
BGC0000014,polyketide,52.883068,-18.972408
BGC0000016,other,6.4774675,16.777306
BGC0000017,polyketide,32.015182,-7.2443604
BGC0000018,polyketide,37.886253,-9.471125
BGC0000019,polyketide,-35.974045,0.15258466
BGC0000020,polyketide,51.620487,-21.588835
BGC0000021,polyketide,56.424477,-34.983665
BGC0000022,polyketide,-3.4437537,-45.512653
BGC0000023,polyketide,43.659912,-12.024592
BGC0000024,polyketide,33.670345,-9.519264
BGC0000025,polyketide,-40.082718,-2.1076195
BGC0000026,saccharide,-32.56247,0.3143984
BGC0000027,polyketide,11.549385,-55.819607
BGC0000028,polyketide,43.580082,-24.104858
BGC0000029,polyketide,44.329716,-29.236483
BGC0000030,polyketide,0.16289325,-56.160656
BGC0000031,polyketide,38.0258,-21.463535
BGC0000032,polyketide,41.9674,-16.788553
BGC0000033,polyketide,28.832016,-24.421602
BGC0000034,nrp,55.358227,-40.39073
BGC0000035,polyketide,52.33989,-22.977846
BGC0000036,polyketide,49.957005,-35.16624
BGC0000037,polyketide,-9.0177355,-48.342453
BGC0000038,polyketide,37.68032,-17.27272
BGC0000039,polyketide,-1.1380943,-35.60342
BGC0000040,polyketide,52.424667,-36.716114
BGC0000041,polyketide,11.519679,-35.180412
BGC0000042,polyketide,53.14369,-29.844872
BGC0000043,polyketide,8.521889,-22.469385
BGC0000044,polyketide,29.13674,-5.455707
BGC0000045,polyketide,0.34102765,-51.208572
BGC0000046,polyketide,4.8960733,-35.951557
BGC0000047,polyketide,46.385857,-17.43833
BGC0000048,polyketide,-3.292811,-53.199898
BGC0000050,polyketide,38.547546,-10.248402
BGC0000051,polyketide,36.778324,-12.627133
BGC0000052,polyketide,55.497143,-41.682724
BGC0000053,polyketide,42.64584,-25.581543
BGC0000054,polyketide,45.081482,-16.110556
BGC0000055,polyketide,41.471607,-12.443526
BGC0000056,polyketide,10.756188,-40.000378
BGC0000057,polyketide,0.6305914,-50.34062
BGC0000058,polyketide,44.75494,-24.210497
BGC0000059,polyketide,48.074795,-30.116373
BGC0000060,polyketide,42.530685,-24.00243
BGC0000062,polyketide,12.52372,-8.185666
BGC0000063,polyketide,12.536807,-8.181241
BGC0000064,nrp,7.3894477,-32.912773
BGC0000065,polyketide,-16.122168,-3.9785576
BGC0000066,polyketide,46.530212,-22.122864
BGC0000067,polyketide,38.573727,-14.253794
BGC0000068,polyketide,3.8158524,-25.285234
BGC0000069,polyketide,49.18663,-7.366447
BGC0000070,polyketide,-3.7258568,-52.265568
BGC0000072,polyketide,35.687912,-8.72154
BGC0000073,polyketide,53.80625,-33.861618
BGC0000074,polyketide,47.744938,-22.715498
BGC0000075,polyketide,40.590763,-20.04313
BGC0000076,polyketide,-1.3213181,-52.110077
BGC0000077,polyketide,-1.7277068,-51.972057
BGC0000078,polyketide,55.51663,-25.950085
BGC0000079,polyketide,44.441483,-26.658897
BGC0000080,polyketide,52.824856,-18.94676
BGC0000081,nrp,57.19719,-24.110126
BGC0000082,polyketide,54.729523,-26.755371
BGC0000083,polyketide,56.450027,-3.5839868
BGC0000084,polyketide,49.69452,-37.28341
BGC0000085,polyketide,45.223316,-16.013935
BGC0000086,polyketide,44.61794,-25.984472
BGC0000087,polyketide,51.05106,-37.63048
BGC0000088,polyketide,-1.8476586,-35.537655
BGC0000090,polyketide,47.40408,-22.662048
BGC0000091,polyketide,19.482489,-12.383381
BGC0000092,polyketide,41.011314,-12.021987
BGC0000093,polyketide,58.618526,-40.946953
BGC0000094,polyketide,37.569668,-9.3703785
BGC0000096,polyketide,39.371788,-17.814201
BGC0000097,polyketide,45.419163,-30.081013
BGC0000098,polyketide,-1.1562612,-35.61
BGC0000099,polyketide,-9.225351,-48.553288
BGC0000100,polyketide,50.44044,-36.442577
