ProteinID,ChrID,Product,Start_Position,End_Position,Strand,Domain_Name,Domain_ID,E_Value,C_EValue,I_EValue,HMM_Coord_From,HMM_Coord_To,Ali_Coord_From,Ali_Coord_To,Env_Coord_From,Env_Coord_To,Accuracy
PTB41921.1,KZ679260.1,hypothetical protein,6578,7698,-,Fungal_trans,PF04082.21,1.7e-15,1.3e-19,2.6e-15,34,198,534,688,500,758,0.80
PTB41921.1,KZ679260.1,hypothetical protein,4746,6522,-,Fungal_trans,PF04082.21,1.7e-15,1.3e-19,2.6e-15,34,198,534,688,500,758,0.80
PTB41925.1,KZ679260.1,hypothetical protein,28541,28704,+,PQ-loop,PF04193.17,7.9e-17,9.4e-07,0.019,20,58,27,65,27,68,0.88
PTB41925.1,KZ679260.1,hypothetical protein,28541,28704,+,PQ-loop,PF04193.17,7.9e-17,6.3e-16,1.2e-11,1,59,155,213,155,215,0.94
PTB41925.1,KZ679260.1,hypothetical protein,28816,29028,+,PQ-loop,PF04193.17,7.9e-17,9.4e-07,0.019,20,58,27,65,27,68,0.88
PTB41925.1,KZ679260.1,hypothetical protein,28816,29028,+,PQ-loop,PF04193.17,7.9e-17,6.3e-16,1.2e-11,1,59,155,213,155,215,0.94
PTB41925.1,KZ679260.1,hypothetical protein,29105,29576,+,PQ-loop,PF04193.17,7.9e-17,9.4e-07,0.019,20,58,27,65,27,68,0.88
PTB41925.1,KZ679260.1,hypothetical protein,29105,29576,+,PQ-loop,PF04193.17,7.9e-17,6.3e-16,1.2e-11,1,59,155,213,155,215,0.94
PTB41927.1,KZ679260.1,hypothetical protein,33926,35953,-,MTHFR,PF02219.20,9.5e-102,7.1e-106,1.4e-101,9,286,14,309,5,310,0.91
PTB41928.1,KZ679260.1,hypothetical protein,36982,37233,+,tRNA-synt_1,PF00133.25,3.9e-49,1.2e-32,6e-29,32,353,3,388,2,395,0.84
PTB41928.1,KZ679260.1,hypothetical protein,36982,37233,+,tRNA-synt_1,PF00133.25,3.9e-49,5.2e-13,2.6e-09,417,557,396,560,392,563,0.66
PTB41928.1,KZ679260.1,hypothetical protein,36982,37233,+,tRNA-synt_1,PF00133.25,3.9e-49,8.1e-07,0.004,562,601,600,640,588,641,0.89
PTB41928.1,KZ679260.1,hypothetical protein,36982,37233,+,tRNA-synt_1_2,PF13603.9,1.5e-42,6.5e-46,3.2e-42,1,184,186,381,186,382,0.83
PTB41928.1,KZ679260.1,hypothetical protein,36982,37233,+,tRNA-synt_1g,PF09334.14,3.7e-27,1.3e-22,6.3e-19,7,137,2,134,1,138,0.95
PTB41928.1,KZ679260.1,hypothetical protein,36982,37233,+,tRNA-synt_1g,PF09334.14,3.7e-27,0.00031,1.5,169,220,138,191,134,196,0.88
