ProteinID,ChrID,Product,Start_Position,End_Position,Strand,Domain_Name,Domain_ID,E_Value,C_EValue,I_EValue,HMM_Coord_From,HMM_Coord_To,Ali_Coord_From,Ali_Coord_To,Env_Coord_From,Env_Coord_To,Accuracy
PTB37044.1,KZ679268.1,hypothetical protein,4242,4563,+,AhpC-TSA,PF00578.24,2.6e-12,1.7e-16,3.3e-12,12,121,76,187,60,190,9.0e-01
PTB37047.1,KZ679268.1,hypothetical protein,10603,10936,+,Cupin_2,PF07883.14,4.9e-12,3.5e-16,6.8e-12,3,63,41,101,39,109,9.0e-01
PTB37048.1,KZ679268.1,hypothetical protein,11771,11866,+,p450,PF00067.25,1.7e-42,2.5e-33,4.9e-29,19,365,59,445,50,451,7.6e-01
PTB37048.1,KZ679268.1,hypothetical protein,11771,11866,+,p450,PF00067.25,1.7e-42,3.1e-15,6.1e-11,381,457,485,568,475,572,8.7e-01
PTB37049.1,KZ679268.1,hypothetical protein,15002,15231,+,p450,PF00067.25,3.9e-28,2.5e-32,4.9e-28,118,440,138,461,89,477,8.3e-01
PTB37050.1,KZ679268.1,hypothetical protein,18590,18673,-,polyprenyl_synt,PF00348.20,2.5e-45,1.7e-49,3.3e-45,2,243,28,266,27,277,9.0e-01
PTB37051.1,KZ679268.1,hypothetical protein,19116,19226,+,p450,PF00067.25,1.9e-58,1.2e-62,2.3e-58,6,437,68,486,64,510,8.9e-01
PTB37052.1,KZ679268.1,hypothetical protein,22758,22994,-,p450,PF00067.25,1.5e-42,1.0e-46,2.0e-42,24,446,71,497,59,513,8.2e-01
PTB37053.1,KZ679268.1,hypothetical protein,23949,24205,+,MFS_1,PF07690.19,1.1e-43,1.1e-47,1.1e-43,1,351,53,454,53,456,8.8e-01
PTB37053.1,KZ679268.1,hypothetical protein,23949,24205,+,MFS_1,PF07690.19,1.1e-43,3.5e-01,3.4e+03,159,319,519,527,503,536,4.0e-01
PTB37055.1,KZ679268.1,hypothetical protein,30610,30745,+,Aldedh,PF00171.25,2.4e-134,1.3e-138,2.6e-134,1,462,23,482,23,482,9.5e-01
PTB37059.1,KZ679268.1,hypothetical protein,40464,41300,+,Hydrolase_4,PF12146.11,7.8e-20,1.5e-23,9.7e-20,4,219,44,247,41,260,8.4e-01
PTB37060.1,KZ679268.1,hypothetical protein,44689,44730,-,adh_short,PF00106.28,2.0e-24,2.9e-28,2.8e-24,4,191,5,208,3,212,8.4e-01
PTB37061.1,KZ679268.1,hypothetical protein,45525,45585,+,Fungal_trans_2,PF11951.11,1.9e-29,1.3e-33,2.5e-29,1,363,16,365,16,380,8.5e-01
PTB37062.1,KZ679268.1,hypothetical protein,47887,48141,-,HET,PF06985.14,1.7e-11,8.8e-16,1.7e-11,26,90,1,65,1,83,8.8e-01
PTB37063.1,KZ679268.1,hypothetical protein,49990,50572,-,p450,PF00067.25,2.7e-60,1.9e-64,3.6e-60,16,438,62,479,50,498,8.4e-01
PTB37065.1,KZ679268.1,hypothetical protein,58208,58274,+,adh_short,PF00106.28,1.8e-31,4.0e-35,3.9e-31,1,186,17,206,17,211,8.7e-01
PTB37065.1,KZ679268.1,hypothetical protein,58208,58274,+,adh_short,PF00106.28,1.8e-31,3.3e-01,3.3e+03,114,135,226,248,222,259,7.6e-01
PTB37066.1,KZ679268.1,hypothetical protein,61579,63444,-,MFS_1,PF07690.19,2.1e-29,1.1e-33,2.1e-29,3,349,174,568,172,572,7.7e-01
PTB37066.1,KZ679268.1,hypothetical protein,61579,63444,-,MFS_1,PF07690.19,2.1e-29,1.4e-02,2.7e+02,234,271,582,615,566,620,6.6e-01
PTB37068.1,KZ679268.1,hypothetical protein,70636,70919,-,EHN,PF06441.15,5.5e-26,9.5e-30,9.4e-26,2,108,33,144,32,144,8.9e-01
PTB37069.1,KZ679268.1,hypothetical protein,74158,74624,-,Pur_ac_phosph_N,PF16656.8,9.9e-13,1.5e-16,9.9e-13,13,94,118,209,107,209,9.0e-01
PTB37069.1,KZ679268.1,hypothetical protein,74158,74624,-,Metallophos,PF00149.31,8.4e-30,2.4e-33,1.6e-29,1,205,219,538,219,538,8.8e-01
PTB37069.1,KZ679268.1,hypothetical protein,74158,74624,-,Metallophos_C,PF14008.9,5.5e-13,2.3e-16,1.5e-12,2,62,569,630,568,631,8.6e-01
PTB37069.1,KZ679268.1,hypothetical protein,74158,74624,-,Pur_ac_phosph_N,PF16656.8,9.9e-13,2.0e+00,1.3e+04,8,56,660,710,645,734,6.1e-01
PTB37069.1,KZ679268.1,hypothetical protein,74158,74624,-,Pur_ac_phosph_N,PF16656.8,9.9e-13,7.3e-01,4.8e+03,10,27,747,764,738,774,7.0e-01
PTB37070.1,KZ679268.1,hypothetical protein,75824,76690,-,NAD_binding_2,PF03446.18,5.3e-35,2.3e-01,2.3e+03,63,96,229,262,196,269,6.4e-01
PTB37070.1,KZ679268.1,hypothetical protein,75824,76690,-,NAD_binding_2,PF03446.18,5.3e-35,1.6e-38,1.6e-34,1,156,2,156,2,157,9.6e-01
PTB37072.1,KZ679268.1,hypothetical protein,79947,80807,+,Abhydrolase_1,PF00561.23,1.2e-25,6.8e-29,6.6e-25,2,254,31,271,30,273,8.7e-01
PTB37074.1,KZ679268.1,hypothetical protein,84829,84847,-,Pkinase,PF00069.28,3.4e-44,2.0e-48,3.9e-44,1,264,14,299,14,299,8.6e-01
PTB37076.1,KZ679268.1,GMC oxidoreductase,91405,91502,+,GMC_oxred_N,PF00732.22,6.3e-75,9.1e-79,8.9e-75,1,295,16,319,16,320,9.5e-01
PTB37076.1,KZ679268.1,GMC oxidoreductase,91405,91502,+,GMC_oxred_C,PF05199.16,1.1e-35,2.0e+00,2.0e+04,81,98,344,361,333,366,8.2e-01
PTB37076.1,KZ679268.1,GMC oxidoreductase,91405,91502,+,GMC_oxred_C,PF05199.16,1.1e-35,3.1e-39,3.0e-35,1,145,436,641,436,641,9.0e-01
PTB37077.1,KZ679268.1,carbohydrate-binding module family 1 protein,95687,95792,+,Glyco_hydro_18,PF00704.31,9.3e-20,1.1e-23,2.2e-19,2,232,31,272,30,308,7.2e-01
PTB37078.1,KZ679268.1,hypothetical protein,99100,99278,+,AA_permease_2,PF13520.9,1.7e-84,8.5e-89,1.7e-84,1,424,51,483,51,486,9.1e-01
PTB37081.1,KZ679268.1,hypothetical protein,104722,107478,-,Sulfatase,PF00884.26,4.4e-17,3.5e-05,6.8e-01,30,66,424,460,358,481,7.4e-01
PTB37081.1,KZ679268.1,hypothetical protein,104722,107478,-,Sulfatase,PF00884.26,4.4e-17,6.4e-18,1.2e-13,152,307,632,778,566,780,7.9e-01
PTB37083.1,KZ679268.1,hypothetical protein,116159,116334,+,MFS_1,PF07690.19,1.6e-31,1.0e-29,2.0e-25,5,297,71,372,64,377,8.1e-01
PTB37084.1,KZ679268.1,glycosyltransferase family 1 protein,118636,119477,+,Glyco_transf_28,PF03033.23,7.1e-17,1.1e-20,2.1e-16,1,139,88,250,88,250,8.9e-01
PTB37085.1,KZ679268.1,hypothetical protein,124138,124280,+,Fungal_trans,PF04082.21,2.3e-19,1.9e-23,3.7e-19,3,248,204,436,202,461,8.2e-01
