ProteinID,ChrID,Product,Start_Position,End_Position,Strand,Domain_Name,Domain_ID,E_Value,C_EValue,I_EValue,HMM_Coord_From,HMM_Coord_To,Ali_Coord_From,Ali_Coord_To,Env_Coord_From,Env_Coord_To,Accuracy
PTB35021.1,KZ679283.1,hypothetical protein,6699,6825,-,Ferric_reduct,PF01794.22,7.6e-18,7.9e-01,5.2e+03,25,40,47,63,22,71,6.9e-01
PTB35021.1,KZ679283.1,hypothetical protein,6699,6825,-,Ferric_reduct,PF01794.22,7.6e-18,1.2e-21,7.6e-18,1,123,107,224,107,225,9.4e-01
PTB35021.1,KZ679283.1,hypothetical protein,6699,6825,-,FAD_binding_8,PF08022.15,2.1e-16,8.1e-20,5.3e-16,29,107,279,367,259,369,9.2e-01
PTB35021.1,KZ679283.1,hypothetical protein,6699,6825,-,NAD_binding_6,PF08030.15,8.2e-14,2.1e-13,1.4e-09,3,81,377,462,376,471,8.6e-01
PTB35021.1,KZ679283.1,hypothetical protein,6699,6825,-,NAD_binding_6,PF08030.15,8.2e-14,4.3e-05,2.8e-01,113,152,473,512,464,516,8.9e-01
PTB35022.1,KZ679283.1,hypothetical protein,7724,8257,+,DM13,PF10517.12,6.5e-11,6.2e-15,1.2e-10,8,104,38,128,31,128,8.2e-01
PTB35023.1,KZ679283.1,hypothetical protein,9778,10203,-,Arylsulfotran_2,PF14269.9,7.9e-58,1.1e-61,1.1e-57,23,298,142,425,118,426,9.2e-01
PTB35026.1,KZ679283.1,hypothetical protein,16822,17400,+,Fungal_trans,PF04082.21,2.2e-17,1.8e-21,3.6e-17,3,193,263,450,261,469,8.6e-01
PTB35027.1,KZ679283.1,hypothetical protein,19459,21597,-,ADP_ribosyl_GH,PF03747.17,1.8e-47,1.3e-51,2.6e-47,2,288,15,305,14,308,9.7e-01
PTB35028.1,KZ679283.1,hypothetical protein,22412,22501,+,Sugar_tr,PF00083.27,5.2e-72,6.0e-74,5.9e-70,3,452,23,447,20,447,9.5e-01
