ProteinID,ChrID,Product,Start_Position,End_Position,Strand,Domain_Name,Domain_ID,E_Value,C_EValue,I_EValue,HMM_Coord_From,HMM_Coord_To,Ali_Coord_From,Ali_Coord_To,Env_Coord_From,Env_Coord_To,Accuracy
PTB41204.1,KZ679261.1,hypothetical protein,1463,6983,-,Mus7,PF09462.13,7.9e-118,5.4e-122,1.1e-117,1,614,1188,1807,1188,1807,9.3e-01
PTB41205.1,KZ679261.1,hypothetical protein,6901,7036,+,AAA_lid_3,PF17862.4,5.5e-12,6.8e-04,6.7e+00,6,22,341,357,339,357,8.2e-01
PTB41205.1,KZ679261.1,hypothetical protein,6901,7036,+,AAA,PF00004.32,2.2e-37,5.4e-41,5.3e-37,2,131,760,886,759,887,9.4e-01
PTB41205.1,KZ679261.1,hypothetical protein,6901,7036,+,AAA_lid_3,PF17862.4,5.5e-12,4.6e-13,4.5e-09,1,36,909,944,909,950,9.3e-01
PTB41206.1,KZ679261.1,hypothetical protein,12823,12961,-,PH_TFIIH,PF08567.14,4.2e-25,1.5e-28,1.4e-24,2,89,10,96,9,96,9.3e-01
PTB41206.1,KZ679261.1,hypothetical protein,12823,12961,-,BSD,PF03909.20,3.9e-30,1.5e-18,1.5e-14,1,58,149,211,149,211,9.8e-01
PTB41206.1,KZ679261.1,hypothetical protein,12823,12961,-,BSD,PF03909.20,3.9e-30,7.1e-17,7.0e-13,2,58,228,283,227,283,9.6e-01
PTB41206.1,KZ679261.1,hypothetical protein,12823,12961,-,PH_TFIIH,PF08567.14,4.2e-25,1.2e+00,1.2e+04,14,44,591,623,587,628,5.8e-01
PTB41209.1,KZ679261.1,hypothetical protein,18550,19866,+,WD40,PF00400.35,1.5e-23,2.5e-03,4.8e+01,4,37,385,431,382,432,7.6e-01
PTB41209.1,KZ679261.1,hypothetical protein,18550,19866,+,WD40,PF00400.35,1.5e-23,9.2e-06,1.8e-01,2,37,231,272,230,273,8.5e-01
PTB41209.1,KZ679261.1,hypothetical protein,18550,19866,+,WD40,PF00400.35,1.5e-23,1.9e-05,3.8e-01,1,37,307,345,307,346,8.2e-01
PTB41209.1,KZ679261.1,hypothetical protein,18550,19866,+,WD40,PF00400.35,1.5e-23,9.0e-13,1.8e-08,5,37,127,160,123,161,9.1e-01
PTB41209.1,KZ679261.1,hypothetical protein,18550,19866,+,WD40,PF00400.35,1.5e-23,3.9e-04,7.6e+00,8,37,56,90,34,91,7.7e-01
PTB41209.1,KZ679261.1,hypothetical protein,18550,19866,+,WD40,PF00400.35,1.5e-23,3.2e-06,6.3e-02,2,37,173,222,172,223,8.4e-01
PTB41210.1,KZ679261.1,hypothetical protein,21205,21383,-,ADH_zinc_N,PF00107.29,3.1e-14,2.8e-18,5.5e-14,1,119,221,350,221,358,8.2e-01
PTB41211.1,KZ679261.1,glycoside hydrolase family 13 protein,24371,24416,-,CBM_48,PF02922.21,7.6e-17,4.9e-20,3.2e-16,2,71,62,134,61,144,9.2e-01
PTB41211.1,KZ679261.1,glycoside hydrolase family 13 protein,24371,24416,-,Alpha-amylase,PF00128.27,1.6e-16,4.4e-16,2.9e-12,10,83,235,309,232,334,8.5e-01
PTB41211.1,KZ679261.1,glycoside hydrolase family 13 protein,24371,24416,-,Alpha-amylase,PF00128.27,1.6e-16,1.5e-05,9.8e-02,135,179,330,375,309,500,7.1e-01
PTB41211.1,KZ679261.1,glycoside hydrolase family 13 protein,24371,24416,-,Alpha-amylase_C,PF02806.21,1.1e-27,4.5e-31,3.0e-27,1,94,614,707,614,709,9.7e-01
PTB41214.1,KZ679261.1,hypothetical protein,32111,33118,-,MMR_HSR1,PF01926.26,7.5e-13,6.1e-17,1.2e-12,3,68,130,212,128,267,6.6e-01
PTB41219.1,KZ679261.1,hypothetical protein,46220,46297,-,DUF382,PF04037.16,1.4e-58,2.0e+00,2.0e+04,65,85,580,598,575,600,4.6e-01
PTB41219.1,KZ679261.1,hypothetical protein,46220,46297,-,DUF382,PF04037.16,1.4e-58,1.9e+00,1.8e+04,66,88,10,27,4,32,4.4e-01
PTB41219.1,KZ679261.1,hypothetical protein,46220,46297,-,DUF382,PF04037.16,1.4e-58,1.8e+00,1.7e+04,76,95,124,143,121,148,5.4e-01
PTB41219.1,KZ679261.1,hypothetical protein,46220,46297,-,DUF382,PF04037.16,1.4e-58,1.5e-62,1.4e-58,3,127,155,279,153,279,9.9e-01
PTB41219.1,KZ679261.1,hypothetical protein,46220,46297,-,PSP,PF04046.19,9.6e-18,2.2e-21,2.1e-17,2,46,289,333,288,333,9.7e-01
PTB41220.1,KZ679261.1,hypothetical protein,47332,47529,+,TPT,PF03151.19,1.5e-61,9.3e-66,1.8e-61,2,289,64,387,63,388,9.2e-01
PTB41222.1,KZ679261.1,hypothetical protein,57687,57735,-,Peptidase_C48,PF02902.22,7.6e-16,6.8e-20,1.3e-15,2,186,590,750,589,769,7.3e-01
PTB41223.1,KZ679261.1,hypothetical protein,61433,61481,-,FAD_binding_3,PF01494.22,3.4e-75,4.5e-79,4.4e-75,2,349,14,373,13,373,8.9e-01
PTB41223.1,KZ679261.1,hypothetical protein,61433,61481,-,Phe_hydrox_dim,PF07976.15,1.2e-38,2.2e-42,2.2e-38,1,167,418,595,418,595,8.7e-01
PTB41224.1,KZ679261.1,hypothetical protein,64457,65985,-,Hist_deacetyl,PF00850.22,4.2e-84,6.0e-88,5.9e-84,1,306,76,401,76,402,8.8e-01
PTB41224.1,KZ679261.1,hypothetical protein,64457,65985,-,Arb2,PF09757.12,2.0e-99,2.8e-103,2.8e-99,1,257,454,711,454,713,9.8e-01
PTB41225.1,KZ679261.1,hypothetical protein,68393,68514,-,Brix,PF04427.21,6.9e-39,4.5e-43,8.9e-39,1,189,35,232,35,234,8.2e-01
PTB41226.1,KZ679261.1,hypothetical protein,70067,70087,-,Ras,PF00071.25,7.4e-63,1.3e-66,8.8e-63,1,161,11,171,11,172,9.9e-01
PTB41228.1,KZ679261.1,hypothetical protein,76168,76458,-,Pex14_N,PF04695.16,1.3e-18,1.4e-22,2.7e-18,2,46,38,82,37,82,9.6e-01
PTB41230.1,KZ679261.1,hypothetical protein,78486,79449,+,PAPA-1,PF04795.15,2.5e-31,5.3e-01,1.0e+04,40,57,40,56,26,76,5.1e-01
PTB41230.1,KZ679261.1,hypothetical protein,78486,79449,+,PAPA-1,PF04795.15,2.5e-31,1.0e+00,2.0e+04,55,55,181,181,92,237,6.7e-01
PTB41230.1,KZ679261.1,hypothetical protein,78486,79449,+,PAPA-1,PF04795.15,2.5e-31,1.7e-01,3.4e+03,49,57,260,268,233,315,6.7e-01
PTB41230.1,KZ679261.1,hypothetical protein,78486,79449,+,PAPA-1,PF04795.15,2.5e-31,1.3e-35,2.5e-31,1,86,333,415,333,415,8.8e-01
