ProteinID,ChrID,Product,Start_Position,End_Position,Strand,Domain_Name,Domain_ID,E_Value,C_EValue,I_EValue,HMM_Coord_From,HMM_Coord_To,Ali_Coord_From,Ali_Coord_To,Env_Coord_From,Env_Coord_To,Accuracy
PTB40454.1,KZ679262.1,hypothetical protein,9632,9756,+,Amidase,PF01425.24,2.4e-54,2e-58,4e-54,25,446,152,557,142,557,0.85
PTB40454.1,KZ679262.1,hypothetical protein,9823,9925,+,Amidase,PF01425.24,2.4e-54,2e-58,4e-54,25,446,152,557,142,557,0.85
PTB40454.1,KZ679262.1,hypothetical protein,10027,10510,+,Amidase,PF01425.24,2.4e-54,2e-58,4e-54,25,446,152,557,142,557,0.85
PTB40454.1,KZ679262.1,hypothetical protein,10579,10595,+,Amidase,PF01425.24,2.4e-54,2e-58,4e-54,25,446,152,557,142,557,0.85
PTB40454.1,KZ679262.1,hypothetical protein,10686,11735,+,Amidase,PF01425.24,2.4e-54,2e-58,4e-54,25,446,152,557,142,557,0.85
PTB40457.1,KZ679262.1,hypothetical protein,21106,21256,-,CTLH,PF10607.12,4.9e-34,0.084,1.6e+03,60,92,37,68,17,100,0.59
PTB40457.1,KZ679262.1,hypothetical protein,21106,21256,-,CTLH,PF10607.12,4.9e-34,9.3e-38,1.8e-33,1,149,193,346,193,347,0.93
PTB40457.1,KZ679262.1,hypothetical protein,20894,21030,-,CTLH,PF10607.12,4.9e-34,0.084,1.6e+03,60,92,37,68,17,100,0.59
PTB40457.1,KZ679262.1,hypothetical protein,20894,21030,-,CTLH,PF10607.12,4.9e-34,9.3e-38,1.8e-33,1,149,193,346,193,347,0.93
PTB40457.1,KZ679262.1,hypothetical protein,19794,20825,-,CTLH,PF10607.12,4.9e-34,0.084,1.6e+03,60,92,37,68,17,100,0.59
PTB40457.1,KZ679262.1,hypothetical protein,19794,20825,-,CTLH,PF10607.12,4.9e-34,9.3e-38,1.8e-33,1,149,193,346,193,347,0.93
PTB40459.1,KZ679262.1,hypothetical protein,25903,26198,-,zf-Tim10_DDP,PF02953.18,2e-19,1.4e-23,2.7e-19,4,64,85,146,82,146,0.93
PTB40459.1,KZ679262.1,hypothetical protein,25539,25734,-,zf-Tim10_DDP,PF02953.18,2e-19,1.4e-23,2.7e-19,4,64,85,146,82,146,0.93
PTB40462.1,KZ679262.1,hypothetical protein,29751,30231,+,Pribosyltran,PF00156.30,5e-16,3.6e-20,7e-16,18,119,73,180,59,195,0.87
PTB40462.1,KZ679262.1,hypothetical protein,30326,30468,+,Pribosyltran,PF00156.30,5e-16,3.6e-20,7e-16,18,119,73,180,59,195,0.87
PTB40463.1,KZ679262.1,glycoside hydrolase family 47 protein,34895,35056,-,Glyco_hydro_47,PF01532.23,9.7e-111,6.6e-115,1.3e-110,1,457,37,579,37,580,0.91
PTB40463.1,KZ679262.1,glycoside hydrolase family 47 protein,31764,34793,-,Glyco_hydro_47,PF01532.23,9.7e-111,6.6e-115,1.3e-110,1,457,37,579,37,580,0.91
PTB40474.1,KZ679262.1,hypothetical protein,67359,67951,+,Aldedh,PF00171.25,8.7e-139,5.5e-143,1.1e-138,7,462,68,520,62,520,0.97
PTB40474.1,KZ679262.1,hypothetical protein,68018,68999,+,Aldedh,PF00171.25,8.7e-139,5.5e-143,1.1e-138,7,462,68,520,62,520,0.97
PTB40477.1,KZ679262.1,hypothetical protein,72581,73903,-,Pex2_Pex12,PF04757.17,7.9e-36,0.43,8.5e+03,114,133,25,44,9,56,0.52
PTB40477.1,KZ679262.1,hypothetical protein,72581,73903,-,Pex2_Pex12,PF04757.17,7.9e-36,4e-40,7.9e-36,1,223,79,281,79,285,0.93
PTB40479.1,KZ679262.1,hypothetical protein,79901,80161,-,RRN9,PF10680.12,1.1e-19,2e-23,4e-19,1,66,52,116,52,119,0.92
PTB40479.1,KZ679262.1,hypothetical protein,78130,79803,-,RRN9,PF10680.12,1.1e-19,2e-23,4e-19,1,66,52,116,52,119,0.92
PTB40480.1,KZ679262.1,hypothetical protein,80571,82547,-,Pescadillo_N,PF06732.14,7.8e-123,4e-127,7.8e-123,1,264,6,277,6,286,0.98
PTB40480.1,KZ679262.1,hypothetical protein,80571,82547,-,Pescadillo_N,PF06732.14,7.8e-123,0.71,1.4e+04,87,104,597,614,578,639,0.62
PTB40481.1,KZ679262.1,hypothetical protein,82961,83099,+,PIG-U,PF06728.16,4.9e-126,2.9e-130,5.6e-126,3,381,13,386,11,386,0.97
PTB40481.1,KZ679262.1,hypothetical protein,83189,83456,+,PIG-U,PF06728.16,4.9e-126,2.9e-130,5.6e-126,3,381,13,386,11,386,0.97
PTB40481.1,KZ679262.1,hypothetical protein,83527,84385,+,PIG-U,PF06728.16,4.9e-126,2.9e-130,5.6e-126,3,381,13,386,11,386,0.97
PTB40482.1,KZ679262.1,hypothetical protein,85864,86011,-,Tom37,PF10568.12,1.2e-37,1.2e-41,2.4e-37,1,125,20,144,20,144,0.96
PTB40482.1,KZ679262.1,hypothetical protein,84608,85758,-,Tom37,PF10568.12,1.2e-37,1.2e-41,2.4e-37,1,125,20,144,20,144,0.96
PTB40488.1,KZ679262.1,hypothetical protein,105838,105887,+,tRNA-synt_1,PF00133.25,3.8e-149,8.9e-153,5.8e-149,9,599,34,659,30,662,0.91
PTB40488.1,KZ679262.1,hypothetical protein,105838,105887,+,tRNA-synt_1g,PF09334.14,6.4e-17,2.1e-13,1.4e-09,8,135,57,197,51,206,0.77
PTB40488.1,KZ679262.1,hypothetical protein,105838,105887,+,tRNA-synt_1g,PF09334.14,6.4e-17,2.2e-06,0.014,176,241,415,481,405,510,0.72
PTB40488.1,KZ679262.1,hypothetical protein,105838,105887,+,tRNA-synt_1g,PF09334.14,6.4e-17,0.0008,5.2,314,343,590,620,570,625,0.82
PTB40488.1,KZ679262.1,hypothetical protein,105838,105887,+,Anticodon_1,PF08264.16,3.1e-16,9.1e-20,5.9e-16,2,92,701,791,700,835,0.88
PTB40488.1,KZ679262.1,hypothetical protein,105946,108273,+,tRNA-synt_1,PF00133.25,3.8e-149,8.9e-153,5.8e-149,9,599,34,659,30,662,0.91
PTB40488.1,KZ679262.1,hypothetical protein,105946,108273,+,tRNA-synt_1g,PF09334.14,6.4e-17,2.1e-13,1.4e-09,8,135,57,197,51,206,0.77
PTB40488.1,KZ679262.1,hypothetical protein,105946,108273,+,tRNA-synt_1g,PF09334.14,6.4e-17,2.2e-06,0.014,176,241,415,481,405,510,0.72
PTB40488.1,KZ679262.1,hypothetical protein,105946,108273,+,tRNA-synt_1g,PF09334.14,6.4e-17,0.0008,5.2,314,343,590,620,570,625,0.82
PTB40488.1,KZ679262.1,hypothetical protein,105946,108273,+,Anticodon_1,PF08264.16,3.1e-16,9.1e-20,5.9e-16,2,92,701,791,700,835,0.88
PTB40488.1,KZ679262.1,hypothetical protein,108361,108823,+,tRNA-synt_1,PF00133.25,3.8e-149,8.9e-153,5.8e-149,9,599,34,659,30,662,0.91
PTB40488.1,KZ679262.1,hypothetical protein,108361,108823,+,tRNA-synt_1g,PF09334.14,6.4e-17,2.1e-13,1.4e-09,8,135,57,197,51,206,0.77
PTB40488.1,KZ679262.1,hypothetical protein,108361,108823,+,tRNA-synt_1g,PF09334.14,6.4e-17,2.2e-06,0.014,176,241,415,481,405,510,0.72
PTB40488.1,KZ679262.1,hypothetical protein,108361,108823,+,tRNA-synt_1g,PF09334.14,6.4e-17,0.0008,5.2,314,343,590,620,570,625,0.82
PTB40488.1,KZ679262.1,hypothetical protein,108361,108823,+,Anticodon_1,PF08264.16,3.1e-16,9.1e-20,5.9e-16,2,92,701,791,700,835,0.88
PTB40490.1,KZ679262.1,hypothetical protein,116564,116789,-,Syja_N,PF02383.21,1.6e-87,1e-91,2.1e-87,2,323,66,411,65,411,0.91
PTB40490.1,KZ679262.1,hypothetical protein,114751,116483,-,Syja_N,PF02383.21,1.6e-87,1e-91,2.1e-87,2,323,66,411,65,411,0.91
PTB40490.1,KZ679262.1,hypothetical protein,114525,114695,-,Syja_N,PF02383.21,1.6e-87,1e-91,2.1e-87,2,323,66,411,65,411,0.91
PTB40493.1,KZ679262.1,hypothetical protein,123075,123186,-,Acyl_transf_3,PF01757.25,2.3e-35,1.4e-39,2.8e-35,2,336,45,446,44,450,0.84
PTB40493.1,KZ679262.1,hypothetical protein,121657,122996,-,Acyl_transf_3,PF01757.25,2.3e-35,1.4e-39,2.8e-35,2,336,45,446,44,450,0.84
PTB40494.1,KZ679262.1,glycosyltransferase family 32 protein,126050,127288,+,Gly_transf_sug,PF04488.18,1.4e-11,1.7e-15,3.4e-11,3,89,90,175,88,183,0.79
PTB40495.1,KZ679262.1,hypothetical protein,128145,128220,+,Ras,PF00071.25,2.3e-58,4.1e-62,2.7e-58,1,160,21,185,21,187,0.98
PTB40495.1,KZ679262.1,hypothetical protein,128145,128220,+,Roc,PF08477.16,6e-36,1.7e-39,1.1e-35,1,119,21,136,21,136,0.88
PTB40495.1,KZ679262.1,hypothetical protein,128145,128220,+,Roc,PF08477.16,6e-36,1.2,7.5e+03,75,101,154,180,150,185,0.65
PTB40495.1,KZ679262.1,hypothetical protein,128145,128220,+,Arf,PF00025.24,6.8e-15,1.3e-18,8.4e-15,12,173,17,183,12,185,0.86
PTB40495.1,KZ679262.1,hypothetical protein,128288,128307,+,Ras,PF00071.25,2.3e-58,4.1e-62,2.7e-58,1,160,21,185,21,187,0.98
PTB40495.1,KZ679262.1,hypothetical protein,128288,128307,+,Roc,PF08477.16,6e-36,1.7e-39,1.1e-35,1,119,21,136,21,136,0.88
PTB40495.1,KZ679262.1,hypothetical protein,128288,128307,+,Roc,PF08477.16,6e-36,1.2,7.5e+03,75,101,154,180,150,185,0.65
PTB40495.1,KZ679262.1,hypothetical protein,128288,128307,+,Arf,PF00025.24,6.8e-15,1.3e-18,8.4e-15,12,173,17,183,12,185,0.86
PTB40495.1,KZ679262.1,hypothetical protein,128369,128395,+,Ras,PF00071.25,2.3e-58,4.1e-62,2.7e-58,1,160,21,185,21,187,0.98
PTB40495.1,KZ679262.1,hypothetical protein,128369,128395,+,Roc,PF08477.16,6e-36,1.7e-39,1.1e-35,1,119,21,136,21,136,0.88
PTB40495.1,KZ679262.1,hypothetical protein,128369,128395,+,Roc,PF08477.16,6e-36,1.2,7.5e+03,75,101,154,180,150,185,0.65
PTB40495.1,KZ679262.1,hypothetical protein,128369,128395,+,Arf,PF00025.24,6.8e-15,1.3e-18,8.4e-15,12,173,17,183,12,185,0.86
PTB40495.1,KZ679262.1,hypothetical protein,128456,128647,+,Ras,PF00071.25,2.3e-58,4.1e-62,2.7e-58,1,160,21,185,21,187,0.98
PTB40495.1,KZ679262.1,hypothetical protein,128456,128647,+,Roc,PF08477.16,6e-36,1.7e-39,1.1e-35,1,119,21,136,21,136,0.88
PTB40495.1,KZ679262.1,hypothetical protein,128456,128647,+,Roc,PF08477.16,6e-36,1.2,7.5e+03,75,101,154,180,150,185,0.65
PTB40495.1,KZ679262.1,hypothetical protein,128456,128647,+,Arf,PF00025.24,6.8e-15,1.3e-18,8.4e-15,12,173,17,183,12,185,0.86
PTB40495.1,KZ679262.1,hypothetical protein,128716,129063,+,Ras,PF00071.25,2.3e-58,4.1e-62,2.7e-58,1,160,21,185,21,187,0.98
PTB40495.1,KZ679262.1,hypothetical protein,128716,129063,+,Roc,PF08477.16,6e-36,1.7e-39,1.1e-35,1,119,21,136,21,136,0.88
PTB40495.1,KZ679262.1,hypothetical protein,128716,129063,+,Roc,PF08477.16,6e-36,1.2,7.5e+03,75,101,154,180,150,185,0.65
PTB40495.1,KZ679262.1,hypothetical protein,128716,129063,+,Arf,PF00025.24,6.8e-15,1.3e-18,8.4e-15,12,173,17,183,12,185,0.86
PTB40496.1,KZ679262.1,hypothetical protein,129987,130100,+,Mitofilin,PF09731.12,8.5e-146,1.8e-22,3.4e-18,4,155,107,252,104,268,0.68
PTB40496.1,KZ679262.1,hypothetical protein,129987,130100,+,Mitofilin,PF09731.12,8.5e-146,9.9e-131,1.9e-126,255,622,278,634,259,634,0.98
PTB40496.1,KZ679262.1,hypothetical protein,130169,131935,+,Mitofilin,PF09731.12,8.5e-146,1.8e-22,3.4e-18,4,155,107,252,104,268,0.68
PTB40496.1,KZ679262.1,hypothetical protein,130169,131935,+,Mitofilin,PF09731.12,8.5e-146,9.9e-131,1.9e-126,255,622,278,634,259,634,0.98
PTB40496.1,KZ679262.1,hypothetical protein,132000,132044,+,Mitofilin,PF09731.12,8.5e-146,1.8e-22,3.4e-18,4,155,107,252,104,268,0.68
PTB40496.1,KZ679262.1,hypothetical protein,132000,132044,+,Mitofilin,PF09731.12,8.5e-146,9.9e-131,1.9e-126,255,622,278,634,259,634,0.98
PTB40500.1,KZ679262.1,hypothetical protein,138229,140031,+,Prefoldin_3,PF13758.9,4.1e-30,1.8e-33,1.8e-29,1,98,26,119,26,120,0.95
PTB40500.1,KZ679262.1,hypothetical protein,138229,140031,+,DUF3835,PF12927.10,2e-23,1.5,1.5e+04,14,45,312,345,297,383,0.60
PTB40500.1,KZ679262.1,hypothetical protein,138229,140031,+,DUF3835,PF12927.10,2e-23,0.058,5.7e+02,59,77,467,486,448,486,0.70
PTB40500.1,KZ679262.1,hypothetical protein,138229,140031,+,DUF3835,PF12927.10,2e-23,2.1e-27,2e-23,1,78,523,597,523,597,0.94
PTB40502.1,KZ679262.1,hypothetical protein,144295,144338,-,Ribosomal_S17_N,PF16205.8,1.5e-33,2.5e-37,2.5e-33,1,67,22,90,22,90,0.95
PTB40502.1,KZ679262.1,hypothetical protein,144295,144338,-,Ribosomal_S17,PF00366.23,7.8e-27,1.5e-30,1.5e-26,1,67,92,159,92,160,0.98
PTB40502.1,KZ679262.1,hypothetical protein,143707,143882,-,Ribosomal_S17_N,PF16205.8,1.5e-33,2.5e-37,2.5e-33,1,67,22,90,22,90,0.95
PTB40502.1,KZ679262.1,hypothetical protein,143707,143882,-,Ribosomal_S17,PF00366.23,7.8e-27,1.5e-30,1.5e-26,1,67,92,159,92,160,0.98
PTB40502.1,KZ679262.1,hypothetical protein,143283,143521,-,Ribosomal_S17_N,PF16205.8,1.5e-33,2.5e-37,2.5e-33,1,67,22,90,22,90,0.95
PTB40502.1,KZ679262.1,hypothetical protein,143283,143521,-,Ribosomal_S17,PF00366.23,7.8e-27,1.5e-30,1.5e-26,1,67,92,159,92,160,0.98
PTB40502.1,KZ679262.1,hypothetical protein,143145,143213,-,Ribosomal_S17_N,PF16205.8,1.5e-33,2.5e-37,2.5e-33,1,67,22,90,22,90,0.95
PTB40502.1,KZ679262.1,hypothetical protein,143145,143213,-,Ribosomal_S17,PF00366.23,7.8e-27,1.5e-30,1.5e-26,1,67,92,159,92,160,0.98
PTB40503.1,KZ679262.1,hypothetical protein,144411,144611,+,Spc7,PF08317.14,3.6e-78,7.4e-82,4.8e-78,3,195,945,1140,943,1141,0.98
PTB40503.1,KZ679262.1,hypothetical protein,144411,144611,+,Spc7,PF08317.14,3.6e-78,0.093,6.1e+02,161,187,1159,1185,1143,1213,0.50
PTB40503.1,KZ679262.1,hypothetical protein,144411,144611,+,Knl1_RWD_C,PF18210.4,4e-38,3,2e+04,3,15,134,146,118,179,0.54
PTB40503.1,KZ679262.1,hypothetical protein,144411,144611,+,Knl1_RWD_C,PF18210.4,4e-38,3,2e+04,36,52,1141,1154,1121,1166,0.45
PTB40503.1,KZ679262.1,hypothetical protein,144411,144611,+,Knl1_RWD_C,PF18210.4,4e-38,6.1e-42,4e-38,2,151,1171,1321,1170,1324,0.96
PTB40503.1,KZ679262.1,hypothetical protein,144411,144611,+,MELT_2,PF15402.9,3.9e-30,1.2e-09,7.7e-06,2,25,353,376,352,377,0.89
PTB40503.1,KZ679262.1,hypothetical protein,144411,144611,+,MELT_2,PF15402.9,3.9e-30,4.4e-05,0.29,6,24,385,403,381,405,0.86
PTB40503.1,KZ679262.1,hypothetical protein,144411,144611,+,MELT_2,PF15402.9,3.9e-30,1.2e-09,8.1e-06,2,24,416,438,415,440,0.88
PTB40503.1,KZ679262.1,hypothetical protein,144411,144611,+,MELT_2,PF15402.9,3.9e-30,1.4e-08,9e-05,1,21,445,465,445,469,0.91
PTB40503.1,KZ679262.1,hypothetical protein,144411,144611,+,MELT_2,PF15402.9,3.9e-30,1.4e-05,0.09,5,24,487,506,483,508,0.88
PTB40503.1,KZ679262.1,hypothetical protein,144411,144611,+,MELT_2,PF15402.9,3.9e-30,1.1e-08,7.2e-05,2,25,518,541,517,542,0.91
PTB40503.1,KZ679262.1,hypothetical protein,144664,148117,+,Spc7,PF08317.14,3.6e-78,7.4e-82,4.8e-78,3,195,945,1140,943,1141,0.98
PTB40503.1,KZ679262.1,hypothetical protein,144664,148117,+,Spc7,PF08317.14,3.6e-78,0.093,6.1e+02,161,187,1159,1185,1143,1213,0.50
PTB40503.1,KZ679262.1,hypothetical protein,144664,148117,+,Knl1_RWD_C,PF18210.4,4e-38,3,2e+04,3,15,134,146,118,179,0.54
PTB40503.1,KZ679262.1,hypothetical protein,144664,148117,+,Knl1_RWD_C,PF18210.4,4e-38,3,2e+04,36,52,1141,1154,1121,1166,0.45
PTB40503.1,KZ679262.1,hypothetical protein,144664,148117,+,Knl1_RWD_C,PF18210.4,4e-38,6.1e-42,4e-38,2,151,1171,1321,1170,1324,0.96
PTB40503.1,KZ679262.1,hypothetical protein,144664,148117,+,MELT_2,PF15402.9,3.9e-30,1.2e-09,7.7e-06,2,25,353,376,352,377,0.89
PTB40503.1,KZ679262.1,hypothetical protein,144664,148117,+,MELT_2,PF15402.9,3.9e-30,4.4e-05,0.29,6,24,385,403,381,405,0.86
PTB40503.1,KZ679262.1,hypothetical protein,144664,148117,+,MELT_2,PF15402.9,3.9e-30,1.2e-09,8.1e-06,2,24,416,438,415,440,0.88
PTB40503.1,KZ679262.1,hypothetical protein,144664,148117,+,MELT_2,PF15402.9,3.9e-30,1.4e-08,9e-05,1,21,445,465,445,469,0.91
PTB40503.1,KZ679262.1,hypothetical protein,144664,148117,+,MELT_2,PF15402.9,3.9e-30,1.4e-05,0.09,5,24,487,506,483,508,0.88
PTB40503.1,KZ679262.1,hypothetical protein,144664,148117,+,MELT_2,PF15402.9,3.9e-30,1.1e-08,7.2e-05,2,25,518,541,517,542,0.91
PTB40503.1,KZ679262.1,hypothetical protein,148182,148834,+,Spc7,PF08317.14,3.6e-78,7.4e-82,4.8e-78,3,195,945,1140,943,1141,0.98
PTB40503.1,KZ679262.1,hypothetical protein,148182,148834,+,Spc7,PF08317.14,3.6e-78,0.093,6.1e+02,161,187,1159,1185,1143,1213,0.50
PTB40503.1,KZ679262.1,hypothetical protein,148182,148834,+,Knl1_RWD_C,PF18210.4,4e-38,3,2e+04,3,15,134,146,118,179,0.54
PTB40503.1,KZ679262.1,hypothetical protein,148182,148834,+,Knl1_RWD_C,PF18210.4,4e-38,3,2e+04,36,52,1141,1154,1121,1166,0.45
PTB40503.1,KZ679262.1,hypothetical protein,148182,148834,+,Knl1_RWD_C,PF18210.4,4e-38,6.1e-42,4e-38,2,151,1171,1321,1170,1324,0.96
PTB40503.1,KZ679262.1,hypothetical protein,148182,148834,+,MELT_2,PF15402.9,3.9e-30,1.2e-09,7.7e-06,2,25,353,376,352,377,0.89
PTB40503.1,KZ679262.1,hypothetical protein,148182,148834,+,MELT_2,PF15402.9,3.9e-30,4.4e-05,0.29,6,24,385,403,381,405,0.86
PTB40503.1,KZ679262.1,hypothetical protein,148182,148834,+,MELT_2,PF15402.9,3.9e-30,1.2e-09,8.1e-06,2,24,416,438,415,440,0.88
PTB40503.1,KZ679262.1,hypothetical protein,148182,148834,+,MELT_2,PF15402.9,3.9e-30,1.4e-08,9e-05,1,21,445,465,445,469,0.91
PTB40503.1,KZ679262.1,hypothetical protein,148182,148834,+,MELT_2,PF15402.9,3.9e-30,1.4e-05,0.09,5,24,487,506,483,508,0.88
PTB40503.1,KZ679262.1,hypothetical protein,148182,148834,+,MELT_2,PF15402.9,3.9e-30,1.1e-08,7.2e-05,2,25,518,541,517,542,0.91
PTB40504.1,KZ679262.1,hypothetical protein,149698,149717,+,Mpv17_PMP22,PF04117.15,4.4e-25,4.1e-29,8.1e-25,2,62,112,169,111,169,0.96
PTB40504.1,KZ679262.1,hypothetical protein,149782,149942,+,Mpv17_PMP22,PF04117.15,4.4e-25,4.1e-29,8.1e-25,2,62,112,169,111,169,0.96
PTB40504.1,KZ679262.1,hypothetical protein,150049,150434,+,Mpv17_PMP22,PF04117.15,4.4e-25,4.1e-29,8.1e-25,2,62,112,169,111,169,0.96
PTB40506.1,KZ679262.1,hypothetical protein,153118,153134,+,GNAT_acetyltr_2,PF13718.9,1.1e-101,5.3e-105,2.6e-101,1,227,536,766,536,767,0.95
PTB40506.1,KZ679262.1,hypothetical protein,153118,153134,+,tRNA_bind_2,PF13725.9,9.3e-93,4.1e-96,2e-92,1,235,774,1011,774,1011,0.98
PTB40506.1,KZ679262.1,hypothetical protein,153118,153134,+,Helicase_RecD,PF05127.17,3.6e-65,0.28,1.4e+03,117,163,133,175,122,191,0.70
PTB40506.1,KZ679262.1,hypothetical protein,153118,153134,+,Helicase_RecD,PF05127.17,3.6e-65,5.2e-68,2.6e-64,2,177,282,494,281,494,0.95
PTB40506.1,KZ679262.1,hypothetical protein,153118,153134,+,TmcA_N,PF08351.14,2e-57,4.1e-61,2e-57,2,180,9,202,8,202,0.98
PTB40506.1,KZ679262.1,hypothetical protein,153118,153134,+,TmcA_N,PF08351.14,2e-57,0.92,4.5e+03,32,70,1024,1062,1006,1066,0.60
PTB40506.1,KZ679262.1,hypothetical protein,153208,153393,+,GNAT_acetyltr_2,PF13718.9,1.1e-101,5.3e-105,2.6e-101,1,227,536,766,536,767,0.95
PTB40506.1,KZ679262.1,hypothetical protein,153208,153393,+,tRNA_bind_2,PF13725.9,9.3e-93,4.1e-96,2e-92,1,235,774,1011,774,1011,0.98
PTB40506.1,KZ679262.1,hypothetical protein,153208,153393,+,Helicase_RecD,PF05127.17,3.6e-65,0.28,1.4e+03,117,163,133,175,122,191,0.70
PTB40506.1,KZ679262.1,hypothetical protein,153208,153393,+,Helicase_RecD,PF05127.17,3.6e-65,5.2e-68,2.6e-64,2,177,282,494,281,494,0.95
PTB40506.1,KZ679262.1,hypothetical protein,153208,153393,+,TmcA_N,PF08351.14,2e-57,4.1e-61,2e-57,2,180,9,202,8,202,0.98
PTB40506.1,KZ679262.1,hypothetical protein,153208,153393,+,TmcA_N,PF08351.14,2e-57,0.92,4.5e+03,32,70,1024,1062,1006,1066,0.60
PTB40506.1,KZ679262.1,hypothetical protein,153458,156244,+,GNAT_acetyltr_2,PF13718.9,1.1e-101,5.3e-105,2.6e-101,1,227,536,766,536,767,0.95
PTB40506.1,KZ679262.1,hypothetical protein,153458,156244,+,tRNA_bind_2,PF13725.9,9.3e-93,4.1e-96,2e-92,1,235,774,1011,774,1011,0.98
PTB40506.1,KZ679262.1,hypothetical protein,153458,156244,+,Helicase_RecD,PF05127.17,3.6e-65,0.28,1.4e+03,117,163,133,175,122,191,0.70
PTB40506.1,KZ679262.1,hypothetical protein,153458,156244,+,Helicase_RecD,PF05127.17,3.6e-65,5.2e-68,2.6e-64,2,177,282,494,281,494,0.95
PTB40506.1,KZ679262.1,hypothetical protein,153458,156244,+,TmcA_N,PF08351.14,2e-57,4.1e-61,2e-57,2,180,9,202,8,202,0.98
PTB40506.1,KZ679262.1,hypothetical protein,153458,156244,+,TmcA_N,PF08351.14,2e-57,0.92,4.5e+03,32,70,1024,1062,1006,1066,0.60
PTB40506.1,KZ679262.1,hypothetical protein,156318,156531,+,GNAT_acetyltr_2,PF13718.9,1.1e-101,5.3e-105,2.6e-101,1,227,536,766,536,767,0.95
PTB40506.1,KZ679262.1,hypothetical protein,156318,156531,+,tRNA_bind_2,PF13725.9,9.3e-93,4.1e-96,2e-92,1,235,774,1011,774,1011,0.98
PTB40506.1,KZ679262.1,hypothetical protein,156318,156531,+,Helicase_RecD,PF05127.17,3.6e-65,0.28,1.4e+03,117,163,133,175,122,191,0.70
PTB40506.1,KZ679262.1,hypothetical protein,156318,156531,+,Helicase_RecD,PF05127.17,3.6e-65,5.2e-68,2.6e-64,2,177,282,494,281,494,0.95
PTB40506.1,KZ679262.1,hypothetical protein,156318,156531,+,TmcA_N,PF08351.14,2e-57,4.1e-61,2e-57,2,180,9,202,8,202,0.98
PTB40506.1,KZ679262.1,hypothetical protein,156318,156531,+,TmcA_N,PF08351.14,2e-57,0.92,4.5e+03,32,70,1024,1062,1006,1066,0.60
PTB40507.1,KZ679262.1,hypothetical protein,158814,158820,+,Dak1,PF02733.20,1.1e-108,1.6e-112,1.5e-108,3,310,21,339,19,340,0.95
PTB40507.1,KZ679262.1,hypothetical protein,158814,158820,+,Dak2,PF02734.20,3.4e-46,0.72,7.1e+03,65,82,169,185,155,196,0.40
PTB40507.1,KZ679262.1,hypothetical protein,158814,158820,+,Dak2,PF02734.20,3.4e-46,3.4e-50,3.4e-46,2,174,408,581,407,582,0.96
PTB40507.1,KZ679262.1,hypothetical protein,158882,159392,+,Dak1,PF02733.20,1.1e-108,1.6e-112,1.5e-108,3,310,21,339,19,340,0.95
