ProteinID,ChrID,Product,Start_Position,End_Position,Strand,Domain_Name,Domain_ID,E_Value,C_EValue,I_EValue,HMM_Coord_From,HMM_Coord_To,Ali_Coord_From,Ali_Coord_To,Env_Coord_From,Env_Coord_To,Accuracy
PTB37940.1,KZ679266.1,carbohydrate-binding module family 1 protein,6388,6574,+,AA9,PF03443.17,1.2e-65,2.1e-69,2.1e-65,1,199,22,234,22,238,0.93
PTB37940.1,KZ679266.1,carbohydrate-binding module family 1 protein,6388,6574,+,CBM_1,PF00734.21,5.3e-14,1.5e-17,1.5e-13,1,29,314,342,314,342,0.99
PTB37940.1,KZ679266.1,carbohydrate-binding module family 1 protein,6639,7498,+,AA9,PF03443.17,1.2e-65,2.1e-69,2.1e-65,1,199,22,234,22,238,0.93
PTB37940.1,KZ679266.1,carbohydrate-binding module family 1 protein,6639,7498,+,CBM_1,PF00734.21,5.3e-14,1.5e-17,1.5e-13,1,29,314,342,314,342,0.99
PTB37941.1,KZ679266.1,carbohydrate-binding module family 1 protein,8409,8683,+,CBM_1,PF00734.21,1.3e-12,0.083,1.6e+03,5,14,236,245,236,246,0.88
PTB37941.1,KZ679266.1,carbohydrate-binding module family 1 protein,8409,8683,+,CBM_1,PF00734.21,1.3e-12,6.7e-17,1.3e-12,1,29,292,320,292,320,0.98
PTB37941.1,KZ679266.1,carbohydrate-binding module family 1 protein,8738,9334,+,CBM_1,PF00734.21,1.3e-12,0.083,1.6e+03,5,14,236,245,236,246,0.88
PTB37941.1,KZ679266.1,carbohydrate-binding module family 1 protein,8738,9334,+,CBM_1,PF00734.21,1.3e-12,6.7e-17,1.3e-12,1,29,292,320,292,320,0.98
PTB37941.1,KZ679266.1,carbohydrate-binding module family 1 protein,9388,9490,+,CBM_1,PF00734.21,1.3e-12,0.083,1.6e+03,5,14,236,245,236,246,0.88
PTB37941.1,KZ679266.1,carbohydrate-binding module family 1 protein,9388,9490,+,CBM_1,PF00734.21,1.3e-12,6.7e-17,1.3e-12,1,29,292,320,292,320,0.98
PTB37942.1,KZ679266.1,hypothetical protein,13101,13281,-,MFS_1,PF07690.19,4.7e-32,2.4e-36,4.7e-32,1,352,47,420,47,421,0.80
PTB37942.1,KZ679266.1,hypothetical protein,13101,13281,-,MFS_1,PF07690.19,4.7e-32,0.091,1.8e+03,302,329,432,460,423,467,0.71
PTB37942.1,KZ679266.1,hypothetical protein,12856,13039,-,MFS_1,PF07690.19,4.7e-32,2.4e-36,4.7e-32,1,352,47,420,47,421,0.80
PTB37942.1,KZ679266.1,hypothetical protein,12856,13039,-,MFS_1,PF07690.19,4.7e-32,0.091,1.8e+03,302,329,432,460,423,467,0.71
PTB37942.1,KZ679266.1,hypothetical protein,12727,12796,-,MFS_1,PF07690.19,4.7e-32,2.4e-36,4.7e-32,1,352,47,420,47,421,0.80
PTB37942.1,KZ679266.1,hypothetical protein,12727,12796,-,MFS_1,PF07690.19,4.7e-32,0.091,1.8e+03,302,329,432,460,423,467,0.71
PTB37942.1,KZ679266.1,hypothetical protein,12645,12663,-,MFS_1,PF07690.19,4.7e-32,2.4e-36,4.7e-32,1,352,47,420,47,421,0.80
PTB37942.1,KZ679266.1,hypothetical protein,12645,12663,-,MFS_1,PF07690.19,4.7e-32,0.091,1.8e+03,302,329,432,460,423,467,0.71
PTB37942.1,KZ679266.1,hypothetical protein,12437,12593,-,MFS_1,PF07690.19,4.7e-32,2.4e-36,4.7e-32,1,352,47,420,47,421,0.80
PTB37942.1,KZ679266.1,hypothetical protein,12437,12593,-,MFS_1,PF07690.19,4.7e-32,0.091,1.8e+03,302,329,432,460,423,467,0.71
PTB37942.1,KZ679266.1,hypothetical protein,12151,12382,-,MFS_1,PF07690.19,4.7e-32,2.4e-36,4.7e-32,1,352,47,420,47,421,0.80
PTB37942.1,KZ679266.1,hypothetical protein,12151,12382,-,MFS_1,PF07690.19,4.7e-32,0.091,1.8e+03,302,329,432,460,423,467,0.71
PTB37942.1,KZ679266.1,hypothetical protein,12000,12092,-,MFS_1,PF07690.19,4.7e-32,2.4e-36,4.7e-32,1,352,47,420,47,421,0.80
PTB37942.1,KZ679266.1,hypothetical protein,12000,12092,-,MFS_1,PF07690.19,4.7e-32,0.091,1.8e+03,302,329,432,460,423,467,0.71
