ProteinID,ChrID,Product,Start_Position,End_Position,Strand,Domain_Name,Domain_ID,E_Value,C_EValue,I_EValue,HMM_Coord_From,HMM_Coord_To,Ali_Coord_From,Ali_Coord_To,Env_Coord_From,Env_Coord_To,Accuracy
PTB35000.1,KZ679284.1,hypothetical protein,2584,2666,+,Fungal_trans,PF04082.21,1.3e-20,1.3e-24,2.5e-20,1,248,206,484,206,533,0.83
PTB35000.1,KZ679284.1,hypothetical protein,2729,2743,+,Fungal_trans,PF04082.21,1.3e-20,1.3e-24,2.5e-20,1,248,206,484,206,533,0.83
PTB35000.1,KZ679284.1,hypothetical protein,2798,2889,+,Fungal_trans,PF04082.21,1.3e-20,1.3e-24,2.5e-20,1,248,206,484,206,533,0.83
PTB35000.1,KZ679284.1,hypothetical protein,2985,3408,+,Fungal_trans,PF04082.21,1.3e-20,1.3e-24,2.5e-20,1,248,206,484,206,533,0.83
PTB35000.1,KZ679284.1,hypothetical protein,3494,5057,+,Fungal_trans,PF04082.21,1.3e-20,1.3e-24,2.5e-20,1,248,206,484,206,533,0.83
PTB35001.1,KZ679284.1,hypothetical protein,6594,6794,+,FAA_hydrolase,PF01557.21,3.5e-61,2.2e-65,4.3e-61,3,217,81,286,79,287,0.96
PTB35001.1,KZ679284.1,hypothetical protein,6856,7201,+,FAA_hydrolase,PF01557.21,3.5e-61,2.2e-65,4.3e-61,3,217,81,286,79,287,0.96
PTB35001.1,KZ679284.1,hypothetical protein,7266,7386,+,FAA_hydrolase,PF01557.21,3.5e-61,2.2e-65,4.3e-61,3,217,81,286,79,287,0.96
PTB35001.1,KZ679284.1,hypothetical protein,7435,7639,+,FAA_hydrolase,PF01557.21,3.5e-61,2.2e-65,4.3e-61,3,217,81,286,79,287,0.96
PTB35002.1,KZ679284.1,hypothetical protein,11507,11531,-,FAD_binding_3,PF01494.22,4.3e-80,2.8e-84,5.5e-80,2,348,12,377,11,378,0.93
PTB35002.1,KZ679284.1,hypothetical protein,11133,11207,-,FAD_binding_3,PF01494.22,4.3e-80,2.8e-84,5.5e-80,2,348,12,377,11,378,0.93
PTB35002.1,KZ679284.1,hypothetical protein,10989,11069,-,FAD_binding_3,PF01494.22,4.3e-80,2.8e-84,5.5e-80,2,348,12,377,11,378,0.93
PTB35002.1,KZ679284.1,hypothetical protein,10780,10925,-,FAD_binding_3,PF01494.22,4.3e-80,2.8e-84,5.5e-80,2,348,12,377,11,378,0.93
PTB35002.1,KZ679284.1,hypothetical protein,10114,10730,-,FAD_binding_3,PF01494.22,4.3e-80,2.8e-84,5.5e-80,2,348,12,377,11,378,0.93
PTB35002.1,KZ679284.1,hypothetical protein,9195,10053,-,FAD_binding_3,PF01494.22,4.3e-80,2.8e-84,5.5e-80,2,348,12,377,11,378,0.93
PTB35004.1,KZ679284.1,hypothetical protein,15421,16095,-,Esterase,PF00756.23,1.3e-41,9.2e-46,1.8e-41,7,244,30,272,26,279,0.92
PTB35004.1,KZ679284.1,hypothetical protein,15249,15353,-,Esterase,PF00756.23,1.3e-41,9.2e-46,1.8e-41,7,244,30,272,26,279,0.92
PTB35004.1,KZ679284.1,hypothetical protein,15099,15182,-,Esterase,PF00756.23,1.3e-41,9.2e-46,1.8e-41,7,244,30,272,26,279,0.92
PTB35005.1,KZ679284.1,hypothetical protein,17508,17855,+,ABC_membrane,PF00664.26,3.4e-107,4.8e-58,3.2e-54,2,273,99,374,98,375,0.96
PTB35005.1,KZ679284.1,hypothetical protein,17508,17855,+,ABC_membrane,PF00664.26,3.4e-107,1.4e-56,9.3e-53,1,273,769,1042,769,1043,0.96
PTB35005.1,KZ679284.1,hypothetical protein,17508,17855,+,ABC_tran,PF00005.30,6.2e-69,3.2e-36,2.1e-32,2,137,443,600,442,600,0.90
PTB35005.1,KZ679284.1,hypothetical protein,17508,17855,+,ABC_tran,PF00005.30,6.2e-69,3.4e-37,2.2e-33,1,137,1110,1261,1110,1261,0.89
PTB35005.1,KZ679284.1,hypothetical protein,17508,17855,+,SMC_N,PF02463.22,8.2e-15,0.00043,2.8,25,41,453,469,443,475,0.86
PTB35005.1,KZ679284.1,hypothetical protein,17508,17855,+,SMC_N,PF02463.22,8.2e-15,5.1e-08,0.00033,136,212,571,643,482,650,0.79
PTB35005.1,KZ679284.1,hypothetical protein,17508,17855,+,SMC_N,PF02463.22,8.2e-15,0.012,75,25,41,1121,1137,1111,1144,0.86
PTB35005.1,KZ679284.1,hypothetical protein,17508,17855,+,SMC_N,PF02463.22,8.2e-15,1.4e-07,0.0009,115,209,1194,1301,1141,1309,0.77
PTB35005.1,KZ679284.1,hypothetical protein,17936,21243,+,ABC_membrane,PF00664.26,3.4e-107,4.8e-58,3.2e-54,2,273,99,374,98,375,0.96
PTB35005.1,KZ679284.1,hypothetical protein,17936,21243,+,ABC_membrane,PF00664.26,3.4e-107,1.4e-56,9.3e-53,1,273,769,1042,769,1043,0.96
PTB35005.1,KZ679284.1,hypothetical protein,17936,21243,+,ABC_tran,PF00005.30,6.2e-69,3.2e-36,2.1e-32,2,137,443,600,442,600,0.90
PTB35005.1,KZ679284.1,hypothetical protein,17936,21243,+,ABC_tran,PF00005.30,6.2e-69,3.4e-37,2.2e-33,1,137,1110,1261,1110,1261,0.89
PTB35005.1,KZ679284.1,hypothetical protein,17936,21243,+,SMC_N,PF02463.22,8.2e-15,0.00043,2.8,25,41,453,469,443,475,0.86
PTB35005.1,KZ679284.1,hypothetical protein,17936,21243,+,SMC_N,PF02463.22,8.2e-15,5.1e-08,0.00033,136,212,571,643,482,650,0.79
PTB35005.1,KZ679284.1,hypothetical protein,17936,21243,+,SMC_N,PF02463.22,8.2e-15,0.012,75,25,41,1121,1137,1111,1144,0.86
PTB35005.1,KZ679284.1,hypothetical protein,17936,21243,+,SMC_N,PF02463.22,8.2e-15,1.4e-07,0.0009,115,209,1194,1301,1141,1309,0.77
PTB35005.1,KZ679284.1,hypothetical protein,21316,21673,+,ABC_membrane,PF00664.26,3.4e-107,4.8e-58,3.2e-54,2,273,99,374,98,375,0.96
