ProteinID,ChrID,Product,Start_Position,End_Position,Strand,Domain_Name,Domain_ID,E_Value,C_EValue,I_EValue,HMM_Coord_From,HMM_Coord_To,Ali_Coord_From,Ali_Coord_To,Env_Coord_From,Env_Coord_To,Accuracy
PTB35156.1,KZ679279.1,hypothetical protein,5792,5866,+,SnoaL,PF07366.15,1.1e-28,1.4e-32,1.3e-28,3,126,11,144,9,144,0.95
PTB35156.1,KZ679279.1,hypothetical protein,5792,5866,+,SnoaL_2,PF12680.10,1.5e-18,1.9e-22,1.8e-18,1,101,11,130,11,131,0.96
PTB35156.1,KZ679279.1,hypothetical protein,5941,6045,+,SnoaL,PF07366.15,1.1e-28,1.4e-32,1.3e-28,3,126,11,144,9,144,0.95
PTB35156.1,KZ679279.1,hypothetical protein,5941,6045,+,SnoaL_2,PF12680.10,1.5e-18,1.9e-22,1.8e-18,1,101,11,130,11,131,0.96
PTB35156.1,KZ679279.1,hypothetical protein,6134,6454,+,SnoaL,PF07366.15,1.1e-28,1.4e-32,1.3e-28,3,126,11,144,9,144,0.95
PTB35156.1,KZ679279.1,hypothetical protein,6134,6454,+,SnoaL_2,PF12680.10,1.5e-18,1.9e-22,1.8e-18,1,101,11,130,11,131,0.96
PTB35160.1,KZ679279.1,hypothetical protein,20770,20973,-,FAA_hydrolase,PF01557.21,2.3e-50,3.4e-54,3.3e-50,4,211,121,405,119,411,0.87
PTB35160.1,KZ679279.1,hypothetical protein,20770,20973,-,FAA_hydrolase_N,PF09298.14,1.3e-19,2.6e-23,2.6e-19,1,106,16,114,16,114,0.92
PTB35160.1,KZ679279.1,hypothetical protein,20513,20704,-,FAA_hydrolase,PF01557.21,2.3e-50,3.4e-54,3.3e-50,4,211,121,405,119,411,0.87
PTB35160.1,KZ679279.1,hypothetical protein,20513,20704,-,FAA_hydrolase_N,PF09298.14,1.3e-19,2.6e-23,2.6e-19,1,106,16,114,16,114,0.92
PTB35160.1,KZ679279.1,hypothetical protein,20117,20465,-,FAA_hydrolase,PF01557.21,2.3e-50,3.4e-54,3.3e-50,4,211,121,405,119,411,0.87
PTB35160.1,KZ679279.1,hypothetical protein,20117,20465,-,FAA_hydrolase_N,PF09298.14,1.3e-19,2.6e-23,2.6e-19,1,106,16,114,16,114,0.92
PTB35160.1,KZ679279.1,hypothetical protein,19889,20050,-,FAA_hydrolase,PF01557.21,2.3e-50,3.4e-54,3.3e-50,4,211,121,405,119,411,0.87
PTB35160.1,KZ679279.1,hypothetical protein,19889,20050,-,FAA_hydrolase_N,PF09298.14,1.3e-19,2.6e-23,2.6e-19,1,106,16,114,16,114,0.92
PTB35160.1,KZ679279.1,hypothetical protein,19687,19829,-,FAA_hydrolase,PF01557.21,2.3e-50,3.4e-54,3.3e-50,4,211,121,405,119,411,0.87
PTB35160.1,KZ679279.1,hypothetical protein,19687,19829,-,FAA_hydrolase_N,PF09298.14,1.3e-19,2.6e-23,2.6e-19,1,106,16,114,16,114,0.92
PTB35160.1,KZ679279.1,hypothetical protein,19434,19631,-,FAA_hydrolase,PF01557.21,2.3e-50,3.4e-54,3.3e-50,4,211,121,405,119,411,0.87
PTB35160.1,KZ679279.1,hypothetical protein,19434,19631,-,FAA_hydrolase_N,PF09298.14,1.3e-19,2.6e-23,2.6e-19,1,106,16,114,16,114,0.92
PTB35164.1,KZ679279.1,hypothetical protein,27752,27917,-,RNA_pol_Rpb1_1,PF04997.15,9.1e-19,1.5e-16,3e-12,194,252,1,62,1,70,0.92
PTB35164.1,KZ679279.1,hypothetical protein,27752,27917,-,RNA_pol_Rpb1_1,PF04997.15,9.1e-19,1.7e-08,0.00033,294,312,73,91,62,91,0.89
PTB35164.1,KZ679279.1,hypothetical protein,27492,27691,-,RNA_pol_Rpb1_1,PF04997.15,9.1e-19,1.5e-16,3e-12,194,252,1,62,1,70,0.92
PTB35164.1,KZ679279.1,hypothetical protein,27492,27691,-,RNA_pol_Rpb1_1,PF04997.15,9.1e-19,1.7e-08,0.00033,294,312,73,91,62,91,0.89
PTB35165.1,KZ679279.1,hypothetical protein,28909,30003,+,NmrA,PF05368.16,2.3e-22,1.4e-26,2.8e-22,1,232,5,248,5,249,0.89
PTB35167.1,KZ679279.1,glycoside hydrolase family 18 protein,35584,36179,+,Glyco_hydro_18,PF00704.31,4.5e-24,5.1e-28,1e-23,3,310,30,300,29,302,0.74
PTB35167.1,KZ679279.1,glycoside hydrolase family 18 protein,36244,36317,+,Glyco_hydro_18,PF00704.31,4.5e-24,5.1e-28,1e-23,3,310,30,300,29,302,0.74
PTB35167.1,KZ679279.1,glycoside hydrolase family 18 protein,36372,36469,+,Glyco_hydro_18,PF00704.31,4.5e-24,5.1e-28,1e-23,3,310,30,300,29,302,0.74
PTB35167.1,KZ679279.1,glycoside hydrolase family 18 protein,36524,36736,+,Glyco_hydro_18,PF00704.31,4.5e-24,5.1e-28,1e-23,3,310,30,300,29,302,0.74
PTB35169.1,KZ679279.1,hypothetical protein,40790,41925,+,Peptidase_S28,PF05577.15,1.3e-43,8.8e-47,1.7e-42,6,418,46,483,36,489,0.74
PTB35169.1,KZ679279.1,hypothetical protein,41998,42475,+,Peptidase_S28,PF05577.15,1.3e-43,8.8e-47,1.7e-42,6,418,46,483,36,489,0.74
PTB35170.1,KZ679279.1,hypothetical protein,42572,43384,-,Pkinase,PF00069.28,5.6e-13,3.9e-17,7.6e-13,42,148,105,222,90,239,0.79
PTB35171.1,KZ679279.1,hypothetical protein,45995,47001,+,NAD_binding_4,PF07993.15,7.8e-31,1.6e-34,1.6e-30,1,253,692,924,692,928,0.91
PTB35171.1,KZ679279.1,hypothetical protein,45995,47001,+,AMP-binding,PF00501.31,2.3e-27,3.6e-30,3.5e-26,2,326,18,342,17,361,0.81
PTB35171.1,KZ679279.1,hypothetical protein,45995,47001,+,AMP-binding,PF00501.31,2.3e-27,0.0091,89,395,423,398,428,384,429,0.78
PTB35171.1,KZ679279.1,hypothetical protein,47062,49222,+,NAD_binding_4,PF07993.15,7.8e-31,1.6e-34,1.6e-30,1,253,692,924,692,928,0.91
PTB35171.1,KZ679279.1,hypothetical protein,47062,49222,+,AMP-binding,PF00501.31,2.3e-27,3.6e-30,3.5e-26,2,326,18,342,17,361,0.81
PTB35171.1,KZ679279.1,hypothetical protein,47062,49222,+,AMP-binding,PF00501.31,2.3e-27,0.0091,89,395,423,398,428,384,429,0.78
PTB35173.1,KZ679279.1,hypothetical protein,51882,51960,+,DIOX_N,PF14226.9,6.7e-15,1.2e-18,1.1e-14,4,78,35,112,32,137,0.90
PTB35173.1,KZ679279.1,hypothetical protein,51882,51960,+,2OG-FeII_Oxy,PF03171.23,1.3e-12,2.2e-16,2.1e-12,5,98,176,279,164,282,0.79
PTB35173.1,KZ679279.1,hypothetical protein,52019,52120,+,DIOX_N,PF14226.9,6.7e-15,1.2e-18,1.1e-14,4,78,35,112,32,137,0.90
PTB35173.1,KZ679279.1,hypothetical protein,52019,52120,+,2OG-FeII_Oxy,PF03171.23,1.3e-12,2.2e-16,2.1e-12,5,98,176,279,164,282,0.79
PTB35173.1,KZ679279.1,hypothetical protein,52176,52336,+,DIOX_N,PF14226.9,6.7e-15,1.2e-18,1.1e-14,4,78,35,112,32,137,0.90
PTB35173.1,KZ679279.1,hypothetical protein,52176,52336,+,2OG-FeII_Oxy,PF03171.23,1.3e-12,2.2e-16,2.1e-12,5,98,176,279,164,282,0.79
PTB35173.1,KZ679279.1,hypothetical protein,52443,52964,+,DIOX_N,PF14226.9,6.7e-15,1.2e-18,1.1e-14,4,78,35,112,32,137,0.90
PTB35173.1,KZ679279.1,hypothetical protein,52443,52964,+,2OG-FeII_Oxy,PF03171.23,1.3e-12,2.2e-16,2.1e-12,5,98,176,279,164,282,0.79
PTB35174.1,KZ679279.1,hypothetical protein,53943,54329,-,DIOX_N,PF14226.9,5.2e-31,5.8e-34,5.7e-30,1,117,11,132,11,133,0.95
PTB35174.1,KZ679279.1,hypothetical protein,53943,54329,-,DIOX_N,PF14226.9,5.2e-31,0.077,7.5e+02,32,58,248,274,243,285,0.88
PTB35174.1,KZ679279.1,hypothetical protein,53943,54329,-,2OG-FeII_Oxy,PF03171.23,5.4e-14,9.6e-18,9.4e-14,9,98,185,276,174,279,0.85
PTB35174.1,KZ679279.1,hypothetical protein,53191,53877,-,DIOX_N,PF14226.9,5.2e-31,5.8e-34,5.7e-30,1,117,11,132,11,133,0.95
PTB35174.1,KZ679279.1,hypothetical protein,53191,53877,-,DIOX_N,PF14226.9,5.2e-31,0.077,7.5e+02,32,58,248,274,243,285,0.88
PTB35174.1,KZ679279.1,hypothetical protein,53191,53877,-,2OG-FeII_Oxy,PF03171.23,5.4e-14,9.6e-18,9.4e-14,9,98,185,276,174,279,0.85
PTB35175.1,KZ679279.1,carbohydrate-binding module family 1 protein,57471,57725,+,Glyco_hydro_18,PF00704.31,1.9e-21,4.9e-25,4.9e-21,3,310,34,314,33,316,0.70
PTB35175.1,KZ679279.1,carbohydrate-binding module family 1 protein,57471,57725,+,CBM_1,PF00734.21,7.7e-11,2,2e+04,2,7,37,42,37,44,0.85
PTB35175.1,KZ679279.1,carbohydrate-binding module family 1 protein,57471,57725,+,CBM_1,PF00734.21,7.7e-11,7.8e-15,7.7e-11,1,29,377,405,377,405,0.98
PTB35175.1,KZ679279.1,carbohydrate-binding module family 1 protein,57788,57987,+,Glyco_hydro_18,PF00704.31,1.9e-21,4.9e-25,4.9e-21,3,310,34,314,33,316,0.70
PTB35175.1,KZ679279.1,carbohydrate-binding module family 1 protein,57788,57987,+,CBM_1,PF00734.21,7.7e-11,2,2e+04,2,7,37,42,37,44,0.85
PTB35175.1,KZ679279.1,carbohydrate-binding module family 1 protein,57788,57987,+,CBM_1,PF00734.21,7.7e-11,7.8e-15,7.7e-11,1,29,377,405,377,405,0.98
PTB35175.1,KZ679279.1,carbohydrate-binding module family 1 protein,58039,58064,+,Glyco_hydro_18,PF00704.31,1.9e-21,4.9e-25,4.9e-21,3,310,34,314,33,316,0.70
PTB35175.1,KZ679279.1,carbohydrate-binding module family 1 protein,58039,58064,+,CBM_1,PF00734.21,7.7e-11,2,2e+04,2,7,37,42,37,44,0.85
PTB35175.1,KZ679279.1,carbohydrate-binding module family 1 protein,58039,58064,+,CBM_1,PF00734.21,7.7e-11,7.8e-15,7.7e-11,1,29,377,405,377,405,0.98
PTB35175.1,KZ679279.1,carbohydrate-binding module family 1 protein,58121,58256,+,Glyco_hydro_18,PF00704.31,1.9e-21,4.9e-25,4.9e-21,3,310,34,314,33,316,0.70
PTB35175.1,KZ679279.1,carbohydrate-binding module family 1 protein,58121,58256,+,CBM_1,PF00734.21,7.7e-11,2,2e+04,2,7,37,42,37,44,0.85
PTB35175.1,KZ679279.1,carbohydrate-binding module family 1 protein,58121,58256,+,CBM_1,PF00734.21,7.7e-11,7.8e-15,7.7e-11,1,29,377,405,377,405,0.98
PTB35175.1,KZ679279.1,carbohydrate-binding module family 1 protein,58329,58411,+,Glyco_hydro_18,PF00704.31,1.9e-21,4.9e-25,4.9e-21,3,310,34,314,33,316,0.70
PTB35175.1,KZ679279.1,carbohydrate-binding module family 1 protein,58329,58411,+,CBM_1,PF00734.21,7.7e-11,2,2e+04,2,7,37,42,37,44,0.85
PTB35175.1,KZ679279.1,carbohydrate-binding module family 1 protein,58329,58411,+,CBM_1,PF00734.21,7.7e-11,7.8e-15,7.7e-11,1,29,377,405,377,405,0.98
PTB35175.1,KZ679279.1,carbohydrate-binding module family 1 protein,58461,58562,+,Glyco_hydro_18,PF00704.31,1.9e-21,4.9e-25,4.9e-21,3,310,34,314,33,316,0.70
PTB35175.1,KZ679279.1,carbohydrate-binding module family 1 protein,58461,58562,+,CBM_1,PF00734.21,7.7e-11,2,2e+04,2,7,37,42,37,44,0.85
PTB35175.1,KZ679279.1,carbohydrate-binding module family 1 protein,58461,58562,+,CBM_1,PF00734.21,7.7e-11,7.8e-15,7.7e-11,1,29,377,405,377,405,0.98
PTB35175.1,KZ679279.1,carbohydrate-binding module family 1 protein,58617,58625,+,Glyco_hydro_18,PF00704.31,1.9e-21,4.9e-25,4.9e-21,3,310,34,314,33,316,0.70
PTB35175.1,KZ679279.1,carbohydrate-binding module family 1 protein,58617,58625,+,CBM_1,PF00734.21,7.7e-11,2,2e+04,2,7,37,42,37,44,0.85
