ProteinID,ChrID,Product,Start_Position,End_Position,Strand,Domain_Name,Domain_ID,E_Value,C_EValue,I_EValue,HMM_Coord_From,HMM_Coord_To,Ali_Coord_From,Ali_Coord_To,Env_Coord_From,Env_Coord_To,Accuracy
PTB34778.1,KZ679299.1,hypothetical protein,4508,4878,-,DUF4387,PF14330.9,3.6e-36,0.99,9.7e+03,10,32,55,77,55,85,0.85
PTB34778.1,KZ679299.1,hypothetical protein,4508,4878,-,DUF4387,PF14330.9,3.6e-36,1.2e-39,1.2e-35,3,97,550,649,548,650,0.98
PTB34778.1,KZ679299.1,hypothetical protein,4508,4878,-,AtuA,PF07287.14,1.6e-13,4.1e-17,4.1e-13,81,294,105,326,41,382,0.75
PTB34778.1,KZ679299.1,hypothetical protein,2842,4438,-,DUF4387,PF14330.9,3.6e-36,0.99,9.7e+03,10,32,55,77,55,85,0.85
PTB34778.1,KZ679299.1,hypothetical protein,2842,4438,-,DUF4387,PF14330.9,3.6e-36,1.2e-39,1.2e-35,3,97,550,649,548,650,0.98
PTB34778.1,KZ679299.1,hypothetical protein,2842,4438,-,AtuA,PF07287.14,1.6e-13,4.1e-17,4.1e-13,81,294,105,326,41,382,0.75
PTB34781.1,KZ679299.1,hypothetical protein,9273,9449,+,MFS_1,PF07690.19,1.3e-28,8.1e-33,1.6e-28,4,313,53,375,50,394,0.76
PTB34781.1,KZ679299.1,hypothetical protein,9510,9692,+,MFS_1,PF07690.19,1.3e-28,8.1e-33,1.6e-28,4,313,53,375,50,394,0.76
PTB34781.1,KZ679299.1,hypothetical protein,9756,9864,+,MFS_1,PF07690.19,1.3e-28,8.1e-33,1.6e-28,4,313,53,375,50,394,0.76
PTB34781.1,KZ679299.1,hypothetical protein,9948,10381,+,MFS_1,PF07690.19,1.3e-28,8.1e-33,1.6e-28,4,313,53,375,50,394,0.76
PTB34781.1,KZ679299.1,hypothetical protein,10443,10733,+,MFS_1,PF07690.19,1.3e-28,8.1e-33,1.6e-28,4,313,53,375,50,394,0.76
