ProteinID,ChrID,Product,Start_Position,End_Position,Strand,Domain_Name,Domain_ID,E_Value,C_EValue,I_EValue,HMM_Coord_From,HMM_Coord_To,Ali_Coord_From,Ali_Coord_To,Env_Coord_From,Env_Coord_To,Accuracy
PTB35328.1,KZ679276.1,hypothetical protein,12547,12735,+,ketoacyl-synt,PF00109.29,1.1e-54,2.7e-53,5.8e-50,2,197,8,201,7,210,9.6e-01
PTB35328.1,KZ679276.1,hypothetical protein,12547,12735,+,ketoacyl-synt,PF00109.29,1.1e-54,3.0e-05,6.5e-02,225,252,208,235,201,236,8.5e-01
PTB35328.1,KZ679276.1,hypothetical protein,12547,12735,+,Ketoacyl-synt_C,PF02801.25,6.3e-34,1.1e-36,2.4e-33,2,116,245,359,244,362,9.8e-01
PTB35328.1,KZ679276.1,hypothetical protein,12547,12735,+,KAsynt_C_assoc,PF16197.8,2.2e-18,3.4e-21,7.4e-18,1,110,364,483,364,484,8.8e-01
PTB35328.1,KZ679276.1,hypothetical protein,12547,12735,+,Acyl_transf_1,PF00698.24,5.2e-47,4.6e-50,1.0e-46,2,298,516,842,515,860,8.2e-01
PTB35328.1,KZ679276.1,hypothetical protein,12547,12735,+,PS-DH,PF14765.9,5.0e-53,3.8e-56,8.3e-53,1,291,910,1208,910,1214,9.0e-01
PTB35328.1,KZ679276.1,hypothetical protein,12547,12735,+,adh_short,PF00106.28,1.8e-11,4.9e+00,1.1e+04,56,87,1238,1269,1234,1274,8.7e-01
PTB35328.1,KZ679276.1,hypothetical protein,12547,12735,+,ADH_zinc_N_2,PF13602.9,2.2e-15,3.6e-01,7.8e+02,4,55,1314,1375,1312,1415,7.0e-01
PTB35328.1,KZ679276.1,hypothetical protein,12547,12735,+,ADH_zinc_N,PF00107.29,1.6e-16,3.1e-19,6.7e-16,1,129,1767,1906,1767,1907,8.6e-01
PTB35328.1,KZ679276.1,hypothetical protein,12547,12735,+,KR,PF08659.13,3.3e-57,4.3e-60,9.4e-57,1,178,1965,2141,1965,2143,9.8e-01
PTB35330.1,KZ679276.1,hypothetical protein,24544,26976,+,PDR_CDR,PF06422.15,5.8e-27,8.4e-06,4.1e-02,28,76,1351,1399,1340,1403,8.2e-01
PTB35330.1,KZ679276.1,hypothetical protein,24544,26976,+,ABC2_membrane,PF01061.27,5.1e-84,7.3e-42,3.6e-38,1,206,1085,1293,1085,1295,9.7e-01
PTB35330.1,KZ679276.1,hypothetical protein,24544,26976,+,ABC2_membrane_7,PF19055.3,7.6e-14,2.0e-15,1.0e-11,1,65,971,1039,971,1107,8.2e-01
PTB35330.1,KZ679276.1,hypothetical protein,24544,26976,+,ABC_tran,PF00005.30,4.5e-38,3.4e-22,1.7e-18,1,137,791,942,791,942,9.3e-01
PTB35330.1,KZ679276.1,hypothetical protein,24544,26976,+,ABC2_membrane,PF01061.27,5.1e-84,9.8e-51,4.8e-47,2,210,418,627,417,627,9.8e-01
PTB35330.1,KZ679276.1,hypothetical protein,24544,26976,+,ABC2_membrane_7,PF19055.3,7.6e-14,3.5e-03,1.7e+01,4,61,287,343,284,441,6.1e-01
PTB35330.1,KZ679276.1,hypothetical protein,24544,26976,+,ABC_tran,PF00005.30,4.5e-38,3.5e-20,1.7e-16,2,136,95,253,94,254,9.0e-01
PTB35330.1,KZ679276.1,hypothetical protein,24544,26976,+,ABC2_membrane,PF01061.27,5.1e-84,3.8e-01,1.9e+03,6,38,677,708,672,720,5.3e-01
PTB35331.1,KZ679276.1,hypothetical protein,30076,30555,+,TPMT,PF05724.14,3.8e-27,3.1e-31,6.1e-27,4,186,26,226,24,256,7.4e-01
PTB35334.1,KZ679276.1,hypothetical protein,34707,36299,-,FAD_binding_4,PF01565.26,1.5e-21,8.8e-26,1.7e-21,4,138,42,183,39,184,8.7e-01
PTB35334.1,KZ679276.1,hypothetical protein,34707,36299,-,FAD_binding_4,PF01565.26,1.5e-21,2.8e-01,5.4e+03,78,108,393,423,390,438,7.1e-01
PTB35336.1,KZ679276.1,hypothetical protein,42184,42233,+,FA_desaturase,PF00487.27,1.4e-22,1.2e-26,2.3e-22,2,245,82,353,81,360,6.9e-01
PTB35337.1,KZ679276.1,hypothetical protein,46653,46804,-,MFS_1,PF07690.19,1.9e-36,1.6e-02,3.1e+02,247,270,425,448,415,467,5.6e-01
PTB35337.1,KZ679276.1,hypothetical protein,46653,46804,-,MFS_1,PF07690.19,1.9e-36,9.7e-41,1.9e-36,1,353,36,410,36,410,8.3e-01
PTB35338.1,KZ679276.1,hypothetical protein,47478,47657,+,PEP_mutase,PF13714.9,8.3e-48,9.9e-52,9.7e-48,1,240,25,273,25,274,9.0e-01
PTB35340.1,KZ679276.1,hypothetical protein,51766,52291,+,Fe-ADH,PF00465.22,2.4e-79,2.8e-83,2.8e-79,2,362,11,338,10,340,9.6e-01
PTB35341.1,KZ679276.1,hypothetical protein,53577,54242,-,DIOX_N,PF14226.9,2.2e-27,9.3e-31,9.1e-27,1,117,5,127,5,128,9.2e-01
PTB35341.1,KZ679276.1,hypothetical protein,53577,54242,-,DIOX_N,PF14226.9,2.2e-27,3.1e-01,3.1e+03,73,98,183,205,162,230,7.8e-01
PTB35343.1,KZ679276.1,hypothetical protein,57130,57236,+,Fungal_trans_2,PF11951.11,1.0e-15,9.4e-20,1.8e-15,3,374,187,587,185,596,8.0e-01
PTB35344.1,KZ679276.1,hypothetical protein,59515,59665,+,DHDPS,PF00701.25,5.1e-42,3.3e-46,6.4e-42,14,281,26,302,12,308,8.7e-01
PTB35345.1,KZ679276.1,hypothetical protein,61702,61802,+,Sugar_tr,PF00083.27,1.5e-103,1.9e-107,1.9e-103,3,452,26,497,25,497,9.5e-01
PTB35347.1,KZ679276.1,glycoside hydrolase family 28 protein,74154,74408,-,Glyco_hydro_28,PF00295.20,6.9e-108,4.8e-112,9.5e-108,1,325,59,380,59,380,9.9e-01
PTB35348.1,KZ679276.1,glycoside hydrolase family 11 protein,79488,79780,+,Glyco_hydro_11,PF00457.20,1.5e-63,9.7e-68,1.9e-63,4,177,56,226,53,227,9.4e-01
PTB35349.1,KZ679276.1,glycoside hydrolase family 16 protein,80728,81393,-,Glyco_hydro_16,PF00722.24,5.3e-23,3.4e-27,6.6e-23,20,160,59,195,35,217,8.4e-01
PTB35350.1,KZ679276.1,hypothetical protein,82856,82894,+,MFS_1,PF07690.19,2.0e-57,2.0e-61,2.0e-57,2,353,59,446,58,446,8.5e-01
PTB35351.1,KZ679276.1,hypothetical protein,85590,86894,-,Pro-kuma_activ,PF09286.14,2.0e-33,2.9e-36,5.6e-32,34,139,1,105,1,107,9.6e-01
PTB35351.1,KZ679276.1,hypothetical protein,85590,86894,-,Pro-kuma_activ,PF09286.14,2.0e-33,1.2e-02,2.3e+02,114,130,148,164,144,223,8.4e-01
PTB35352.1,KZ679276.1,hypothetical protein,89099,90532,+,Sulfatase,PF00884.26,6.7e-50,9.2e-52,1.8e-47,1,308,5,290,5,291,8.3e-01
PTB35354.1,KZ679276.1,hypothetical protein,93017,93266,+,Sugar_tr,PF00083.27,7.6e-76,9.1e-80,9.0e-76,4,452,25,473,22,473,9.4e-01
PTB35356.1,KZ679276.1,hypothetical protein,97113,97967,-,Abhydrolase_1,PF00561.23,7.4e-21,1.3e-24,1.3e-20,1,256,27,270,27,271,8.7e-01
PTB35357.1,KZ679276.1,hypothetical protein,99399,99416,+,GST_N_2,PF13409.9,8.8e-22,1.7e-25,1.7e-21,2,69,48,143,47,144,8.4e-01
PTB35357.1,KZ679276.1,hypothetical protein,99399,99416,+,GST_C_2,PF13410.9,4.0e-17,2.8e-20,2.8e-16,9,70,204,271,196,271,9.2e-01
PTB35358.1,KZ679276.1,hypothetical protein,103892,104537,-,AMP-binding,PF00501.31,9.8e-33,3.3e-36,2.2e-32,49,333,103,363,48,374,8.5e-01
PTB35358.1,KZ679276.1,hypothetical protein,103892,104537,-,NAD_binding_4,PF07993.15,8.3e-46,2.3e-49,1.5e-45,1,256,679,916,679,917,9.1e-01
PTB35358.1,KZ679276.1,hypothetical protein,103892,104537,-,AMP-binding,PF00501.31,9.8e-33,5.8e-01,3.8e+03,64,115,1118,1170,1115,1203,5.4e-01
PTB35359.1,KZ679276.1,hypothetical protein,105178,105336,+,MFS_1,PF07690.19,8.9e-36,6.1e-40,1.2e-35,1,352,62,441,62,442,8.3e-01
PTB35359.1,KZ679276.1,hypothetical protein,105178,105336,+,MFS_1,PF07690.19,8.9e-36,4.5e-02,8.9e+02,147,164,456,473,444,504,5.8e-01
PTB35360.1,KZ679276.1,hypothetical protein,107425,108740,+,Fungal_trans,PF04082.21,4.5e-23,3.6e-27,7.0e-23,2,267,217,478,216,478,8.6e-01
PTB35361.1,KZ679276.1,hypothetical protein,112356,113156,-,Peptidase_A4,PF01828.20,1.6e-73,1.0e-77,2.0e-73,1,209,61,265,61,265,9.8e-01
PTB35362.1,KZ679276.1,hypothetical protein,117167,117690,+,p450,PF00067.25,1.2e-66,7.4e-71,1.4e-66,1,460,33,496,33,499,8.0e-01
PTB35367.1,KZ679276.1,hypothetical protein,130790,131665,+,Ubie_methyltran,PF01209.21,2.7e-13,1.2e+00,4.0e+03,204,215,193,204,179,218,7.0e-01
PTB35367.1,KZ679276.1,hypothetical protein,130790,131665,+,Methyltransf_31,PF13847.9,7.7e-23,3.2e-26,1.0e-22,5,118,42,161,38,201,8.4e-01
PTB35369.1,KZ679276.1,hypothetical protein,135986,136040,-,PLA2_B,PF01735.21,6.4e-181,3.8e-185,7.5e-181,1,491,115,596,115,596,9.6e-01
PTB35372.1,KZ679276.1,hypothetical protein,141577,141888,-,Pkinase,PF00069.28,4.1e-50,6.1e-54,6.0e-50,6,264,49,315,44,315,8.8e-01
PTB35376.1,KZ679276.1,carbohydrate-binding module family 13 protein,153311,153423,-,RicinB_lectin_2,PF14200.9,2.2e-18,1.0e-08,2.0e-04,12,67,4,65,1,71,8.5e-01
PTB35376.1,KZ679276.1,carbohydrate-binding module family 13 protein,153311,153423,-,RicinB_lectin_2,PF14200.9,2.2e-18,1.7e-08,3.4e-04,4,54,96,147,95,151,8.1e-01
PTB35377.1,KZ679276.1,hypothetical protein,155039,155143,-,adh_short_C2,PF13561.9,1.1e-52,1.3e-56,1.3e-52,1,234,14,252,14,252,9.3e-01
PTB35380.1,KZ679276.1,hypothetical protein,163757,164539,+,DNA_pol_A_exo1,PF01612.23,4.1e-11,4.9e-15,9.6e-11,4,167,10,203,7,209,8.3e-01
PTB35381.1,KZ679276.1,hypothetical protein,165473,166264,+,FMN_bind_2,PF04299.15,6.1e-58,3.7e-62,7.3e-58,1,168,1,208,1,208,9.4e-01
PTB35382.1,KZ679276.1,hypothetical protein,166883,167484,+,Pkinase,PF00069.28,1.6e-61,2.2e-65,2.1e-61,1,264,124,417,124,417,9.4e-01
PTB35384.1,KZ679276.1,hypothetical protein,172491,172721,+,Methyltransf_28,PF02636.20,1.4e-83,8.5e-88,1.7e-83,1,263,130,453,130,453,9.6e-01
PTB35385.1,KZ679276.1,hypothetical protein,176715,176786,-,Lung_7-TM_R,PF06814.16,3.3e-70,2.0e-74,4.0e-70,1,295,145,435,145,435,9.5e-01
PTB35386.1,KZ679276.1,hypothetical protein,177606,177632,+,Pro_isomerase,PF00160.24,4.6e-51,4.7e-55,9.2e-51,2,156,328,476,327,478,9.2e-01
PTB35388.1,KZ679276.1,glycoside hydrolase family 64 protein,184589,185728,-,Glyco_hydro_64,PF16483.8,9.6e-139,5.5e-143,1.1e-138,2,373,5,375,4,375,9.6e-01
PTB35390.1,KZ679276.1,hypothetical protein,195143,195296,-,Fungal_trans,PF04082.21,1.9e-15,1.5e-19,2.9e-15,1,200,314,502,314,552,8.5e-01
PTB35395.1,KZ679276.1,hypothetical protein,204392,205051,+,SH3_1,PF00018.31,2.1e-15,1.1e-18,4.3e-15,1,48,16,61,16,61,9.8e-01
PTB35395.1,KZ679276.1,hypothetical protein,204392,205051,+,RasGEF_N,PF00618.23,1.2e-28,6.0e-32,2.4e-28,2,102,734,836,733,839,9.4e-01
PTB35395.1,KZ679276.1,hypothetical protein,204392,205051,+,RasGEF,PF00617.22,4.0e-59,1.9e-62,7.6e-59,1,178,902,1083,902,1084,9.6e-01
PTB35398.1,KZ679276.1,hypothetical protein,212285,212435,+,SCA7,PF08313.15,1.1e-31,1.6e-35,3.1e-31,1,67,595,661,595,662,9.7e-01
PTB35400.1,KZ679276.1,hypothetical protein,219341,219492,+,Acyltransferase,PF01553.24,4.6e-14,3.4e-18,6.7e-14,2,133,18,199,17,201,7.7e-01
PTB35401.1,KZ679276.1,hypothetical protein,221790,221858,-,Pkinase,PF00069.28,5.7e-78,6.9e-82,6.8e-78,1,264,10,292,10,292,9.5e-01
PTB35402.1,KZ679276.1,hypothetical protein,222781,223375,+,Septin,PF00735.21,2.7e-11,1.6e-14,3.2e-10,4,182,189,385,187,403,7.8e-01
PTB35403.1,KZ679276.1,hypothetical protein,225376,225650,+,Misat_Tub_SegII,PF10644.12,3.5e-37,6.0e-41,5.9e-37,1,117,2,114,2,115,9.8e-01
PTB35403.1,KZ679276.1,hypothetical protein,225376,225650,+,Tubulin_3,PF14881.9,9.9e-74,1.9e-77,1.8e-73,2,179,120,303,119,304,9.2e-01
PTB35404.1,KZ679276.1,hypothetical protein,229818,229960,-,PAP_central,PF04928.20,7.4e-111,9.9e-115,9.7e-111,1,250,8,356,8,356,9.8e-01
PTB35404.1,KZ679276.1,hypothetical protein,229818,229960,-,PAP_RNA-bind,PF04926.18,7.5e-68,1.2e-71,1.2e-67,1,187,358,540,358,540,9.5e-01
PTB35405.1,KZ679276.1,hypothetical protein,231561,232622,+,Forkhead,PF00250.21,5.3e-35,4.9e-39,9.5e-35,2,87,308,393,307,394,9.7e-01
PTB35406.1,KZ679276.1,hypothetical protein,238520,238559,-,CLU_N,PF15044.9,6.9e-22,3.9e-25,1.5e-21,2,79,69,141,68,141,9.5e-01
PTB35406.1,KZ679276.1,hypothetical protein,238520,238559,-,CLU,PF13236.9,7.7e-76,3.4e-79,1.3e-75,1,225,354,576,354,576,9.9e-01
PTB35406.1,KZ679276.1,hypothetical protein,238520,238559,-,eIF3_p135,PF12807.10,9.9e-56,1.6e+00,6.3e+03,90,121,641,673,625,702,5.0e-01
PTB35406.1,KZ679276.1,hypothetical protein,238520,238559,-,eIF3_p135,PF12807.10,9.9e-56,2.5e-59,9.9e-56,2,172,740,901,739,901,9.7e-01
PTB35406.1,KZ679276.1,hypothetical protein,238520,238559,-,eIF3_p135,PF12807.10,9.9e-56,4.2e+00,1.6e+04,98,112,928,939,916,965,4.0e-01
PTB35406.1,KZ679276.1,hypothetical protein,238520,238559,-,TPR_12,PF13424.9,8.8e-23,1.2e-10,4.8e-07,12,72,989,1047,979,1050,9.1e-01
PTB35406.1,KZ679276.1,hypothetical protein,238520,238559,-,TPR_12,PF13424.9,8.8e-23,2.2e-13,8.8e-10,6,76,1065,1135,1058,1136,9.3e-01
PTB35406.1,KZ679276.1,hypothetical protein,238520,238559,-,TPR_10,PF13374.9,4.1e-17,1.3e+00,5.1e+03,15,38,1159,1182,1151,1184,7.0e-01
PTB35406.1,KZ679276.1,hypothetical protein,238520,238559,-,TPR_12,PF13424.9,8.8e-23,1.1e+00,4.5e+03,60,73,1186,1199,1183,1207,7.7e-01
PTB35408.1,KZ679276.1,hypothetical protein,242145,242392,+,Peptidase_C2,PF00648.24,1.1e-24,5.6e-28,1.1e-23,17,295,91,362,70,365,7.4e-01
