ProteinID,ChrID,Product,Start_Position,End_Position,Strand,Domain_Name,Domain_ID,E_Value,C_EValue,I_EValue,HMM_Coord_From,HMM_Coord_To,Ali_Coord_From,Ali_Coord_To,Env_Coord_From,Env_Coord_To,Accuracy
PTB35123.1,KZ679280.1,hypothetical protein,13789,13871,+,Sulfotransfer_4,PF17784.4,1.6e-46,9.3e-51,1.8e-46,1,212,20,239,20,243,9.1e-01
PTB35124.1,KZ679280.1,hypothetical protein,17412,17494,+,DUF4863,PF16155.8,1.1e-70,6.5e-75,1.3e-70,2,153,17,171,16,171,9.9e-01
PTB35125.1,KZ679280.1,hypothetical protein,18224,18602,+,Fungal_trans,PF04082.21,9.9e-16,9.3e-20,1.8e-15,4,180,193,356,190,417,8.8e-01
PTB35126.1,KZ679280.1,hypothetical protein,21308,21392,+,adh_short,PF00106.28,1.7e-20,2.0e-18,4.0e-14,21,142,49,170,27,175,8.6e-01
PTB35126.1,KZ679280.1,hypothetical protein,21308,21392,+,adh_short,PF00106.28,1.7e-20,5.2e-08,1.0e-03,142,190,184,233,179,238,9.2e-01
PTB35128.1,KZ679280.1,hypothetical protein,26652,27932,+,SLAC1,PF03595.20,4.5e-81,2.6e-85,5.2e-81,1,325,57,395,57,396,9.4e-01
PTB35129.1,KZ679280.1,hypothetical protein,30068,32035,+,ABC_membrane,PF00664.26,4.3e-15,5.7e-19,5.6e-15,1,273,101,370,101,371,9.7e-01
PTB35129.1,KZ679280.1,hypothetical protein,30068,32035,+,ABC_tran,PF00005.30,3.9e-32,1.0e-35,1.0e-31,2,137,434,582,433,582,8.8e-01
PTB35130.1,KZ679280.1,hypothetical protein,35849,36017,-,RTA1,PF04479.16,1.9e-48,9.9e-53,1.9e-48,2,203,152,368,151,370,9.5e-01
PTB35132.1,KZ679280.1,hypothetical protein,40539,40715,+,Peptidase_S10,PF00450.25,3.6e-79,2.5e-83,4.9e-79,5,420,65,541,61,542,8.6e-01
PTB35133.1,KZ679280.1,GMC oxidoreductase,43663,45666,+,GMC_oxred_N,PF00732.22,1.3e-32,6.8e-05,6.7e-01,1,59,53,112,53,129,8.3e-01
PTB35133.1,KZ679280.1,GMC oxidoreductase,43663,45666,+,GMC_oxred_N,PF00732.22,1.3e-32,8.6e-33,8.4e-29,73,295,154,420,143,421,8.5e-01
PTB35133.1,KZ679280.1,GMC oxidoreductase,43663,45666,+,GMC_oxred_C,PF05199.16,1.6e-28,2.6e-32,2.5e-28,3,145,521,658,518,658,9.3e-01
PTB35136.1,KZ679280.1,hypothetical protein,50274,50585,+,MFS_1,PF07690.19,3.6e-45,3.7e-49,3.6e-45,3,352,83,494,81,495,8.4e-01
PTB35141.1,KZ679280.1,hypothetical protein,63105,63235,+,GLEYA,PF10528.12,2.7e-16,2.0e-20,3.8e-16,1,89,229,323,229,324,8.2e-01
PTB35141.1,KZ679280.1,hypothetical protein,63105,63235,+,GLEYA,PF10528.12,2.7e-16,2.0e-01,3.9e+03,51,64,111,127,69,131,5.5e-01
PTB35141.1,KZ679280.1,hypothetical protein,63105,63235,+,GLEYA,PF10528.12,2.7e-16,4.9e-01,9.5e+03,57,66,70,79,49,103,5.5e-01
PTB35142.1,KZ679280.1,glycoside hydrolase family 3 protein,67281,67449,-,Glyco_hydro_3,PF00933.24,2.4e-28,9.1e-32,6.0e-28,88,317,128,366,118,367,7.9e-01
PTB35142.1,KZ679280.1,glycoside hydrolase family 3 protein,67281,67449,-,Glyco_hydro_3_C,PF01915.25,4.2e-50,9.8e-54,6.4e-50,1,204,427,675,427,675,8.9e-01
PTB35142.1,KZ679280.1,glycoside hydrolase family 3 protein,67281,67449,-,Fn3-like,PF14310.9,8.2e-26,2.5e-29,1.6e-25,2,71,731,800,730,800,9.8e-01
PTB35147.1,KZ679280.1,hypothetical protein,79583,79887,+,MFS_1,PF07690.19,4.3e-28,2.2e-32,4.3e-28,2,353,72,449,71,449,8.2e-01
PTB35148.1,KZ679280.1,hypothetical protein,83286,84257,-,PEP_mutase,PF13714.9,1.6e-43,1.9e-47,1.9e-43,4,238,26,271,22,274,8.9e-01
PTB35149.1,KZ679280.1,hypothetical protein,85067,85255,+,Aconitase,PF00330.23,1.6e-77,1.7e-79,1.7e-75,85,459,103,441,28,442,8.7e-01
PTB35149.1,KZ679280.1,hypothetical protein,85067,85255,+,Aconitase_C,PF00694.22,1.2e-14,2.3e-18,2.2e-14,51,123,545,617,529,625,8.6e-01
PTB35149.1,KZ679280.1,hypothetical protein,85067,85255,+,Aconitase,PF00330.23,1.6e-77,8.4e-02,8.3e+02,388,418,662,694,658,703,7.8e-01
PTB35150.1,KZ679280.1,glycoside hydrolase family 5 protein,89636,90076,-,Cellulase,PF00150.21,3.1e-22,5.3e-26,5.2e-22,24,211,75,325,44,383,8.2e-01
PTB35150.1,KZ679280.1,glycoside hydrolase family 5 protein,89636,90076,-,Glyco_hydro_5_C,PF18564.4,3.8e-16,7.4e-20,7.2e-16,1,85,399,482,399,486,8.6e-01
PTB35152.1,KZ679280.1,hypothetical protein,94333,94741,+,HET,PF06985.14,5.1e-25,5.6e-29,1.1e-24,1,146,207,358,207,358,8.2e-01
PTB35153.1,KZ679280.1,hypothetical protein,96991,97242,+,Fungal_trans,PF04082.21,1.5e-15,9.0e-20,1.8e-15,88,230,32,174,14,243,7.8e-01
PTB35154.1,KZ679280.1,hypothetical protein,98863,98940,+,adh_short,PF00106.28,1.4e-12,4.6e-14,9.0e-10,1,117,26,138,26,143,8.8e-01
PTB35154.1,KZ679280.1,hypothetical protein,98863,98940,+,adh_short,PF00106.28,1.4e-12,1.5e-04,2.9e+00,146,192,147,193,141,196,9.1e-01
