ProteinID,ChrID,Product,Start_Position,End_Position,Strand,Domain_Name,Domain_ID,E_Value,C_EValue,I_EValue,HMM_Coord_From,HMM_Coord_To,Ali_Coord_From,Ali_Coord_To,Env_Coord_From,Env_Coord_To,Accuracy
PTB35254.1,KZ679277.1,hypothetical protein,6667,6687,-,Aldedh,PF00171.25,1.0e-158,5.8e-163,1.1e-158,1,462,24,487,24,487,9.8e-01
PTB35256.1,KZ679277.1,hypothetical protein,9817,10179,-,Abhydrolase_1,PF00561.23,3.6e-16,2.9e-18,5.7e-14,1,253,30,277,30,281,6.8e-01
PTB35257.1,KZ679277.1,hypothetical protein,10178,10180,+,FAD_binding_3,PF01494.22,1.3e-19,8.8e-15,1.7e-10,3,172,7,171,5,216,8.2e-01
PTB35257.1,KZ679277.1,hypothetical protein,10178,10180,+,FAD_binding_3,PF01494.22,1.3e-19,6.1e-11,1.2e-06,284,341,295,353,264,360,8.9e-01
PTB35258.1,KZ679277.1,hypothetical protein,12678,12758,+,Fungal_trans,PF04082.21,2.5e-28,2.2e-32,4.4e-28,1,191,235,417,235,457,9.1e-01
PTB35259.1,KZ679277.1,hypothetical protein,16555,16878,+,Gpr1_Fun34_YaaH,PF01184.22,2.4e-69,1.5e-73,3.0e-69,8,205,41,241,34,243,9.5e-01
PTB35260.1,KZ679277.1,hypothetical protein,18332,19582,-,Pyr_redox_2,PF07992.17,9.8e-43,1.2e-46,1.1e-42,2,295,7,334,6,334,9.1e-01
PTB35261.1,KZ679277.1,hypothetical protein,20889,22263,-,AMP-binding,PF00501.31,3.1e-79,4.0e-83,3.9e-79,10,422,15,420,11,422,8.2e-01
PTB35261.1,KZ679277.1,hypothetical protein,20889,22263,-,AMP-binding_C,PF13193.9,1.9e-12,9.0e-16,8.8e-12,1,76,430,505,430,505,9.4e-01
PTB35261.1,KZ679277.1,hypothetical protein,20889,22263,-,AMP-binding_C,PF13193.9,1.9e-12,2.0e+00,2.0e+04,49,63,510,524,508,526,7.8e-01
PTB35262.1,KZ679277.1,hypothetical protein,22788,22872,+,PP-binding,PF00550.28,7.4e-16,2.5e-19,2.4e-15,1,66,3,67,3,68,9.7e-01
PTB35262.1,KZ679277.1,hypothetical protein,22788,22872,+,Condensation,PF00668.23,7.2e-23,1.2e-26,1.1e-22,33,433,140,503,117,520,8.3e-01
PTB35263.1,KZ679277.1,hypothetical protein,25319,25602,+,2OG-FeII_Oxy,PF03171.23,1.2e-17,1.1e-21,2.1e-17,5,101,186,285,182,285,8.9e-01
PTB35264.1,KZ679277.1,hypothetical protein,31961,32474,-,2-Hacid_dh_C,PF02826.22,8.0e-34,1.5e-37,1.5e-33,2,178,115,326,114,326,8.0e-01
PTB35265.1,KZ679277.1,hypothetical protein,33053,33273,+,p450,PF00067.25,1.8e-39,1.3e-42,2.5e-38,95,437,107,457,87,476,8.1e-01
PTB35266.1,KZ679277.1,hypothetical protein,37256,38997,-,PNP_UDP_1,PF01048.23,1.6e-12,8.1e-15,2.0e-11,1,221,8,327,8,335,8.0e-01
PTB35266.1,KZ679277.1,hypothetical protein,37256,38997,-,TPR_10,PF13374.9,3.9e-52,3.7e+00,9.1e+03,9,23,493,507,491,509,8.3e-01
PTB35266.1,KZ679277.1,hypothetical protein,37256,38997,-,TPR_12,PF13424.9,1.2e-60,4.7e+00,1.2e+04,62,73,524,535,522,539,6.8e-01
PTB35266.1,KZ679277.1,hypothetical protein,37256,38997,-,TPR_12,PF13424.9,1.2e-60,5.9e+00,1.4e+04,5,26,600,619,597,620,6.5e-01
PTB35266.1,KZ679277.1,hypothetical protein,37256,38997,-,TPR_8,PF13181.9,1.9e-12,4.9e+00,1.2e+04,17,25,644,652,634,654,8.0e-01
PTB35266.1,KZ679277.1,hypothetical protein,37256,38997,-,TPR_12,PF13424.9,1.2e-60,1.3e-17,3.2e-14,14,76,747,809,736,810,9.4e-01
PTB35266.1,KZ679277.1,hypothetical protein,37256,38997,-,TPR_12,PF13424.9,1.2e-60,1.3e-21,3.1e-18,3,76,820,893,818,894,9.6e-01
PTB35266.1,KZ679277.1,hypothetical protein,37256,38997,-,TPR_10,PF13374.9,3.9e-52,2.2e-05,5.3e-02,1,24,903,926,903,927,9.6e-01
PTB35270.1,KZ679277.1,hypothetical protein,59951,60209,-,DUF4246,PF14033.9,1.4e-124,9.5e-129,1.9e-124,1,452,42,679,42,680,8.1e-01
PTB35272.1,KZ679277.1,carbohydrate-binding module family 13 protein,64373,66835,-,RicinB_lectin_2,PF14200.9,4.4e-26,1.5e-13,1.5e-09,4,54,763,813,760,819,9.3e-01
PTB35272.1,KZ679277.1,carbohydrate-binding module family 13 protein,64373,66835,-,RicinB_lectin_2,PF14200.9,4.4e-26,4.9e-21,4.8e-17,13,89,678,754,667,754,9.4e-01
PTB35272.1,KZ679277.1,carbohydrate-binding module family 13 protein,64373,66835,-,RicinB_lectin_2,PF14200.9,4.4e-26,1.3e+00,1.3e+04,28,53,512,536,506,545,6.2e-01
PTB35272.1,KZ679277.1,carbohydrate-binding module family 13 protein,64373,66835,-,RicinB_lectin_2,PF14200.9,4.4e-26,1.2e+00,1.2e+04,46,80,409,447,393,451,6.4e-01
PTB35272.1,KZ679277.1,carbohydrate-binding module family 13 protein,64373,66835,-,F5_F8_type_C,PF00754.28,9.9e-13,4.0e-16,3.9e-12,17,124,555,670,531,672,8.5e-01
PTB35273.1,KZ679277.1,hypothetical protein,72613,77235,-,DHQ_synthase,PF01761.23,1.8e-102,7.0e-106,2.7e-102,2,261,77,355,76,356,9.9e-01
PTB35273.1,KZ679277.1,hypothetical protein,72613,77235,-,EPSP_synthase,PF00275.23,1.4e-130,8.9e-134,3.5e-130,4,416,399,829,396,829,9.6e-01
PTB35273.1,KZ679277.1,hypothetical protein,72613,77235,-,SKI,PF01202.25,1.9e-38,1.1e-40,4.5e-37,1,157,866,1030,866,1031,9.6e-01
PTB35273.1,KZ679277.1,hypothetical protein,72613,77235,-,EPSP_synthase,PF00275.23,1.4e-130,1.1e+00,4.1e+03,62,103,1203,1244,1193,1248,6.6e-01
PTB35273.1,KZ679277.1,hypothetical protein,72613,77235,-,Shikimate_dh_N,PF08501.14,9.1e-27,7.4e-30,2.9e-26,1,83,1282,1362,1282,1362,9.9e-01
PTB35274.1,KZ679277.1,hypothetical protein,81307,82437,-,Sec1,PF00995.26,7.3e-130,1.4e-133,9.1e-130,1,577,27,563,27,563,8.2e-01
PTB35274.1,KZ679277.1,hypothetical protein,81307,82437,-,GIDA,PF01134.25,9.8e-156,2.2e-159,1.5e-155,1,390,598,994,598,996,9.8e-01
PTB35274.1,KZ679277.1,hypothetical protein,81307,82437,-,GIDA_C,PF13932.9,8.5e-66,2.9e-69,1.9e-65,3,210,1000,1213,998,1213,9.6e-01
PTB35275.1,KZ679277.1,hypothetical protein,83400,83437,+,MMM1,PF10296.12,1.2e-138,1.2e-141,2.4e-137,1,331,14,339,14,340,9.3e-01
PTB35276.1,KZ679277.1,hypothetical protein,86184,86240,-,Rce1-like,PF02517.19,2.4e-15,1.2e-19,2.4e-15,6,92,156,263,147,263,8.5e-01
PTB35276.1,KZ679277.1,hypothetical protein,86184,86240,-,Rce1-like,PF02517.19,2.4e-15,1.6e-01,3.0e+03,53,72,288,307,275,318,7.4e-01
PTB35276.1,KZ679277.1,hypothetical protein,86184,86240,-,Rce1-like,PF02517.19,2.4e-15,9.5e-02,1.9e+03,59,59,75,75,9,139,5.4e-01
PTB35279.1,KZ679277.1,hypothetical protein,95742,95763,-,MBOAT,PF03062.22,1.4e-53,1.3e-57,2.6e-53,13,345,122,435,115,438,9.0e-01
