ProteinID,ChrID,Product,Start_Position,End_Position,Strand,Domain_Name,Domain_ID,E_Value,C_EValue,I_EValue,HMM_Coord_From,HMM_Coord_To,Ali_Coord_From,Ali_Coord_To,Env_Coord_From,Env_Coord_To,Accuracy
PTB34847.1,KZ679292.1,hypothetical protein,515,1707,+,DDHD,PF02862.20,2.3e-26,0.29,5.7e+03,141,186,222,299,67,337,0.48
PTB34847.1,KZ679292.1,hypothetical protein,515,1707,+,DDHD,PF02862.20,2.3e-26,2e-19,3.9e-15,1,87,789,887,789,915,0.85
PTB34847.1,KZ679292.1,hypothetical protein,515,1707,+,DDHD,PF02862.20,2.3e-26,1.5e-12,3e-08,196,250,932,988,908,991,0.87
PTB34847.1,KZ679292.1,hypothetical protein,1759,3622,+,DDHD,PF02862.20,2.3e-26,0.29,5.7e+03,141,186,222,299,67,337,0.48
PTB34847.1,KZ679292.1,hypothetical protein,1759,3622,+,DDHD,PF02862.20,2.3e-26,2e-19,3.9e-15,1,87,789,887,789,915,0.85
PTB34847.1,KZ679292.1,hypothetical protein,1759,3622,+,DDHD,PF02862.20,2.3e-26,1.5e-12,3e-08,196,250,932,988,908,991,0.87
PTB34848.1,KZ679292.1,hypothetical protein,6895,6911,-,DEAD_2,PF06733.18,7e-55,1.1e-58,7e-55,1,174,71,254,71,255,0.97
PTB34848.1,KZ679292.1,hypothetical protein,6895,6911,-,DEAD_2,PF06733.18,7e-55,1.1,6.9e+03,3,24,259,280,258,291,0.75
PTB34848.1,KZ679292.1,hypothetical protein,6895,6911,-,HBB,PF06777.14,2.8e-47,1.7e-47,1.1e-43,2,190,269,412,268,412,0.99
PTB34848.1,KZ679292.1,hypothetical protein,6895,6911,-,HBB,PF06777.14,2.8e-47,3.1e-05,0.2,118,162,429,474,424,484,0.83
PTB34848.1,KZ679292.1,hypothetical protein,6895,6911,-,Helicase_C_2,PF13307.9,9.8e-44,0.27,1.7e+03,18,58,247,286,219,305,0.50
PTB34848.1,KZ679292.1,hypothetical protein,6895,6911,-,Helicase_C_2,PF13307.9,9.8e-44,8.3e-47,5.4e-43,2,169,524,696,523,697,0.92
PTB34848.1,KZ679292.1,hypothetical protein,6804,6844,-,DEAD_2,PF06733.18,7e-55,1.1e-58,7e-55,1,174,71,254,71,255,0.97
PTB34848.1,KZ679292.1,hypothetical protein,6804,6844,-,DEAD_2,PF06733.18,7e-55,1.1,6.9e+03,3,24,259,280,258,291,0.75
PTB34848.1,KZ679292.1,hypothetical protein,6804,6844,-,HBB,PF06777.14,2.8e-47,1.7e-47,1.1e-43,2,190,269,412,268,412,0.99
PTB34848.1,KZ679292.1,hypothetical protein,6804,6844,-,HBB,PF06777.14,2.8e-47,3.1e-05,0.2,118,162,429,474,424,484,0.83
PTB34848.1,KZ679292.1,hypothetical protein,6804,6844,-,Helicase_C_2,PF13307.9,9.8e-44,0.27,1.7e+03,18,58,247,286,219,305,0.50
PTB34848.1,KZ679292.1,hypothetical protein,6804,6844,-,Helicase_C_2,PF13307.9,9.8e-44,8.3e-47,5.4e-43,2,169,524,696,523,697,0.92
PTB34848.1,KZ679292.1,hypothetical protein,6729,6738,-,DEAD_2,PF06733.18,7e-55,1.1e-58,7e-55,1,174,71,254,71,255,0.97
PTB34848.1,KZ679292.1,hypothetical protein,6729,6738,-,DEAD_2,PF06733.18,7e-55,1.1,6.9e+03,3,24,259,280,258,291,0.75
PTB34848.1,KZ679292.1,hypothetical protein,6729,6738,-,HBB,PF06777.14,2.8e-47,1.7e-47,1.1e-43,2,190,269,412,268,412,0.99
PTB34848.1,KZ679292.1,hypothetical protein,6729,6738,-,HBB,PF06777.14,2.8e-47,3.1e-05,0.2,118,162,429,474,424,484,0.83
