ProteinID,ChrID,Product,Start_Position,End_Position,Strand,Domain_Name,Domain_ID,E_Value,C_EValue,I_EValue,HMM_Coord_From,HMM_Coord_To,Ali_Coord_From,Ali_Coord_To,Env_Coord_From,Env_Coord_To,Accuracy
PTB35052.1,KZ679282.1,hypothetical protein,12249,12298,+,TPP_enzyme_N,PF02776.21,4.4e-38,1.1e-41,1.0e-37,2,169,19,201,18,203,9.8e-01
PTB35052.1,KZ679282.1,hypothetical protein,12249,12298,+,TPP_enzyme_C,PF02775.24,3.4e-20,7.6e-24,7.4e-20,11,153,434,597,425,597,8.4e-01
PTB35053.1,KZ679282.1,hypothetical protein,16456,16764,-,FAD_binding_4,PF01565.26,1.6e-32,3.7e-01,3.6e+03,93,120,66,93,59,108,7.5e-01
PTB35053.1,KZ679282.1,hypothetical protein,16456,16764,-,FAD_binding_4,PF01565.26,1.6e-32,4.3e-36,4.2e-32,2,138,142,277,141,278,9.5e-01
PTB35053.1,KZ679282.1,hypothetical protein,16456,16764,-,FAD-oxidase_C,PF02913.22,2.1e-53,3.4e-57,3.3e-53,1,250,314,555,314,555,9.7e-01
PTB35055.1,KZ679282.1,hypothetical protein,20342,20657,-,Sugar_tr,PF00083.27,1.0e-73,1.2e-77,1.2e-73,11,452,1,452,1,452,9.1e-01
PTB35056.1,KZ679282.1,hypothetical protein,22559,22775,-,IU_nuc_hydro,PF01156.22,4.5e-49,3.2e-53,6.2e-49,1,300,6,273,6,274,8.6e-01
PTB35057.1,KZ679282.1,hypothetical protein,24200,25411,+,Fungal_trans,PF04082.21,2.3e-20,1.5e-24,3.0e-20,2,265,44,285,43,287,8.6e-01
PTB35058.1,KZ679282.1,hypothetical protein,26207,26368,+,COesterase,PF00135.31,4.0e-23,2.2e-27,4.4e-23,84,183,1,111,1,111,9.1e-01
PTB35059.1,KZ679282.1,hypothetical protein,28569,28706,-,p450,PF00067.25,2.7e-20,2.4e-24,4.8e-20,113,445,131,451,113,469,8.3e-01
PTB35060.1,KZ679282.1,hypothetical protein,29844,29898,-,Anthrone_oxy,PF08592.14,1.8e-21,9.1e-26,1.8e-21,1,107,46,153,46,153,8.7e-01
PTB35060.1,KZ679282.1,hypothetical protein,29844,29898,-,Anthrone_oxy,PF08592.14,1.8e-21,8.5e-02,1.7e+03,14,26,15,27,3,44,4.6e-01
PTB35061.1,KZ679282.1,hypothetical protein,30593,31387,-,NAD_binding_10,PF13460.9,8.7e-15,5.4e-19,1.1e-14,1,183,8,211,8,212,8.1e-01
PTB35062.1,KZ679282.1,hypothetical protein,32183,33157,+,adh_short,PF00106.28,6.2e-24,7.6e-25,7.4e-21,1,125,22,148,22,153,9.2e-01
PTB35062.1,KZ679282.1,hypothetical protein,32183,33157,+,adh_short,PF00106.28,6.2e-24,1.9e-04,1.9e+00,125,190,176,243,153,245,7.6e-01
PTB35063.1,KZ679282.1,hypothetical protein,34734,35001,-,FAD_binding_3,PF01494.22,1.9e-14,4.0e-18,7.8e-14,2,334,51,407,50,422,6.9e-01
PTB35064.1,KZ679282.1,hypothetical protein,35351,35548,+,Lactamase_B,PF00753.30,1.3e-17,7.8e-20,1.5e-15,4,162,70,204,68,229,9.1e-01
PTB35065.1,KZ679282.1,hypothetical protein,37199,37676,+,NmrA,PF05368.16,9.8e-44,1.4e-47,1.3e-43,1,230,7,244,7,247,9.3e-01
PTB35066.1,KZ679282.1,hypothetical protein,39981,40162,-,Sugar_tr,PF00083.27,1.3e-79,1.5e-83,1.4e-79,2,452,51,500,50,500,9.5e-01
PTB35068.1,KZ679282.1,glycoside hydrolase family 5 protein,43077,43215,+,Cellulase,PF00150.21,4.9e-31,3.5e-35,6.9e-31,26,276,47,306,25,310,8.1e-01
PTB35070.1,KZ679282.1,hypothetical protein,52767,53110,-,SAT,PF16073.8,2.6e-51,3.3e-01,1.6e+03,82,125,1001,1045,990,1053,6.4e-01
PTB35070.1,KZ679282.1,hypothetical protein,52767,53110,-,SAT,PF16073.8,2.6e-51,1.2e-01,6.1e+02,176,214,1073,1109,1025,1120,7.2e-01
PTB35070.1,KZ679282.1,hypothetical protein,52767,53110,-,SAT,PF16073.8,2.6e-51,2.0e-01,1.0e+03,163,200,905,941,886,948,7.1e-01
PTB35070.1,KZ679282.1,hypothetical protein,52767,53110,-,SAT,PF16073.8,2.6e-51,1.2e-53,5.9e-50,8,237,29,267,25,269,9.5e-01
PTB35070.1,KZ679282.1,hypothetical protein,52767,53110,-,ketoacyl-synt,PF00109.29,7.6e-71,3.4e-74,1.6e-70,2,253,407,658,406,658,9.3e-01
PTB35070.1,KZ679282.1,hypothetical protein,52767,53110,-,Ketoacyl-synt_C,PF02801.25,1.6e-33,8.3e-37,4.1e-33,1,118,666,786,666,787,9.7e-01
PTB35073.1,KZ679282.1,hypothetical protein,56040,56280,+,adh_short,PF00106.28,2.3e-14,3.7e-18,3.6e-14,2,124,7,123,6,175,8.3e-01
PTB35074.1,KZ679282.1,hypothetical protein,57923,58111,+,EthD,PF07110.14,1.3e-18,8.6e-23,1.7e-18,1,96,29,125,29,126,9.5e-01
PTB35076.1,KZ679282.1,hypothetical protein,62781,63075,-,p450,PF00067.25,1.0e-49,7.0e-54,1.4e-49,24,449,67,513,43,526,8.5e-01
PTB35078.1,KZ679282.1,hypothetical protein,65742,65911,+,Questin_oxidase,PF14027.9,3.4e-76,1.5e-79,4.8e-76,2,347,402,732,401,733,9.1e-01
PTB35078.1,KZ679282.1,hypothetical protein,65742,65911,+,adh_short,PF00106.28,4.0e-36,2.3e-39,7.5e-36,1,184,832,1020,832,1029,9.5e-01
PTB35078.1,KZ679282.1,hypothetical protein,65742,65911,+,Methyltransf_25,PF13649.9,1.9e-15,1.1e-15,3.6e-12,3,97,68,165,66,165,8.9e-01
PTB35078.1,KZ679282.1,hypothetical protein,65742,65911,+,Methyltransf_25,PF13649.9,1.9e-15,6.0e+00,2.0e+04,28,45,372,389,370,400,7.7e-01
PTB35083.1,KZ679282.1,hypothetical protein,77159,77419,-,MFS_1,PF07690.19,2.1e-42,9.1e-45,1.8e-40,2,352,72,472,71,473,8.9e-01
PTB35083.1,KZ679282.1,hypothetical protein,77159,77419,-,MFS_1,PF07690.19,2.1e-42,6.4e-02,1.3e+03,66,172,532,548,526,574,5.1e-01
PTB35085.1,KZ679282.1,hypothetical protein,81426,82754,+,AflR,PF08493.13,1.2e-18,2.0e-22,3.8e-18,3,98,229,320,227,323,9.3e-01
PTB35087.1,KZ679282.1,hypothetical protein,85626,85734,-,p450,PF00067.25,1.8e-26,3.0e-02,5.9e+02,4,33,8,36,6,40,8.2e-01
PTB35087.1,KZ679282.1,hypothetical protein,85626,85734,-,p450,PF00067.25,1.8e-26,2.4e-30,4.7e-26,82,307,47,269,16,280,8.7e-01
PTB35088.1,KZ679282.1,hypothetical protein,89098,89251,-,Pyr_redox_2,PF07992.17,3.1e-50,1.9e-54,3.7e-50,2,295,47,380,46,380,9.4e-01
PTB35090.1,KZ679282.1,hypothetical protein,94368,95309,+,CoA_transf_3,PF02515.20,2.4e-35,5.1e-02,1.0e+03,281,317,198,234,160,262,8.6e-01
PTB35090.1,KZ679282.1,hypothetical protein,94368,95309,+,CoA_transf_3,PF02515.20,2.4e-35,6.3e-39,1.2e-34,1,207,274,477,274,503,8.9e-01
