ProteinID,ChrID,Product,Start_Position,End_Position,Strand,Domain_Name,Domain_ID,E_Value,C_EValue,I_EValue,HMM_Coord_From,HMM_Coord_To,Ali_Coord_From,Ali_Coord_To,Env_Coord_From,Env_Coord_To,Accuracy
PTB35881.1,KZ679272.1,hypothetical protein,9349,9795,-,DBINO,PF13892.9,1.2e-48,3.0e+00,2.0e+04,43,82,359,397,324,438,4.3e-01
PTB35881.1,KZ679272.1,hypothetical protein,9349,9795,-,DBINO,PF13892.9,1.2e-48,9.7e-01,6.3e+03,50,73,407,430,355,469,5.7e-01
PTB35881.1,KZ679272.1,hypothetical protein,9349,9795,-,DBINO,PF13892.9,1.2e-48,3.0e+00,2.0e+04,44,113,469,538,456,540,7.8e-01
PTB35881.1,KZ679272.1,hypothetical protein,9349,9795,-,DBINO,PF13892.9,1.2e-48,1.3e+00,8.8e+03,82,102,583,603,576,608,6.8e-01
PTB35881.1,KZ679272.1,hypothetical protein,9349,9795,-,DBINO,PF13892.9,1.2e-48,3.0e+00,2.0e+04,91,112,624,645,615,647,5.9e-01
PTB35881.1,KZ679272.1,hypothetical protein,9349,9795,-,DBINO,PF13892.9,1.2e-48,1.9e-52,1.2e-48,2,133,662,793,661,794,9.8e-01
PTB35881.1,KZ679272.1,hypothetical protein,9349,9795,-,SNF2-rel_dom,PF00176.26,8.0e-65,2.4e-68,1.6e-64,15,318,921,1206,907,1206,8.7e-01
PTB35881.1,KZ679272.1,hypothetical protein,9349,9795,-,Helicase_C,PF00271.34,3.3e-20,1.1e-23,7.2e-20,2,111,1485,1597,1484,1597,9.1e-01
PTB35881.1,KZ679272.1,hypothetical protein,9349,9795,-,DBINO,PF13892.9,1.2e-48,3.0e+00,2.0e+04,84,104,1665,1685,1649,1692,4.9e-01
PTB35882.1,KZ679272.1,hypothetical protein,12014,12470,-,Acetyltransf_1,PF00583.28,3.8e-11,4.8e-15,9.4e-11,29,117,53,204,22,204,7.1e-01
PTB35883.1,KZ679272.1,hypothetical protein,14759,15352,-,ABC_tran_Xtn,PF12848.10,2.4e-21,8.1e-01,4.0e+03,13,22,604,613,592,615,8.4e-01
PTB35883.1,KZ679272.1,hypothetical protein,14759,15352,-,ABC_tran_Xtn,PF12848.10,2.4e-21,4.8e-25,2.4e-21,2,72,301,371,300,387,9.2e-01
PTB35883.1,KZ679272.1,hypothetical protein,14759,15352,-,ABC_tran,PF00005.30,2.5e-46,5.5e-26,2.7e-22,2,137,418,550,417,550,8.7e-01
PTB35883.1,KZ679272.1,hypothetical protein,14759,15352,-,ABC_tran,PF00005.30,2.5e-46,2.8e-01,1.4e+03,65,122,30,93,8,107,6.0e-01
PTB35883.1,KZ679272.1,hypothetical protein,14759,15352,-,ABC_tran,PF00005.30,2.5e-46,4.4e-24,2.2e-20,3,137,105,261,103,261,7.0e-01
PTB35884.1,KZ679272.1,hypothetical protein,18569,18773,+,Peptidase_S10,PF00450.25,8.1e-72,5.5e-76,1.1e-71,9,419,85,528,78,530,8.7e-01
