ProteinID,ChrID,Product,Start_Position,End_Position,Strand,Domain_Name,Domain_ID,E_Value,C_EValue,I_EValue,HMM_Coord_From,HMM_Coord_To,Ali_Coord_From,Ali_Coord_To,Env_Coord_From,Env_Coord_To,Accuracy
PTB35691.1,KZ679273.1,hypothetical protein,911,2377,-,MmgE_PrpD,PF03972.17,2.7e-72,3.8e-76,3.7e-72,2,244,21,273,20,274,9.5e-01
PTB35691.1,KZ679273.1,hypothetical protein,911,2377,-,MmgE_PrpD_C,PF19305.2,2.8e-30,3.7e-34,3.7e-30,1,172,298,467,298,468,9.2e-01
PTB35694.1,KZ679273.1,hypothetical protein,5062,5084,+,Fungal_trans,PF04082.21,1.5e-15,1.3e-19,2.6e-15,2,185,24,226,23,330,8.6e-01
PTB35697.1,KZ679273.1,hypothetical protein,12511,12522,-,Sugar_tr,PF00083.27,2.4e-112,3.0e-116,3.0e-112,5,452,13,470,10,470,9.1e-01
PTB35698.1,KZ679273.1,hypothetical protein,13042,13132,+,MR_MLE_C,PF13378.9,3.3e-55,2.0e-01,4.0e+03,56,79,175,198,160,202,8.0e-01
PTB35698.1,KZ679273.1,hypothetical protein,13042,13132,+,MR_MLE_C,PF13378.9,3.3e-55,3.7e-59,7.2e-55,4,219,224,437,221,439,8.5e-01
PTB35699.1,KZ679273.1,hypothetical protein,16352,17011,-,Fungal_trans,PF04082.21,9.3e-27,8.6e-31,1.7e-26,2,263,170,404,169,408,8.0e-01
PTB35700.1,KZ679273.1,hypothetical protein,20739,20883,-,DDOST_48kD,PF03345.17,2.0e-157,1.1e-161,2.2e-157,1,404,26,447,26,447,9.6e-01
PTB35702.1,KZ679273.1,hypothetical protein,27770,30398,-,Beach,PF02138.21,1.7e-117,1.8e-121,3.6e-117,1,274,2010,2289,2010,2289,9.6e-01
PTB35704.1,KZ679273.1,hypothetical protein,33880,34245,+,Inhibitor_I9,PF05922.19,5.9e-21,1.3e-24,1.3e-20,2,82,43,135,42,135,9.2e-01
PTB35704.1,KZ679273.1,hypothetical protein,33880,34245,+,Peptidase_S8,PF00082.25,8.1e-39,1.3e-42,1.2e-38,8,270,193,436,186,450,8.7e-01
PTB35706.1,KZ679273.1,hypothetical protein,41351,42088,-,PAF-AH_p_II,PF03403.16,1.8e-32,1.5e-36,2.9e-32,9,344,129,508,125,533,7.5e-01
PTB35713.1,KZ679273.1,hypothetical protein,61721,62732,+,PAP_assoc,PF03828.22,8.0e-18,1.3e-21,2.6e-17,3,62,500,553,500,554,9.3e-01
PTB35715.1,KZ679273.1,hypothetical protein,73942,75378,-,SLC35F,PF06027.15,7.3e-104,4.9e-108,9.5e-104,3,298,129,424,127,425,9.9e-01
PTB35721.1,KZ679273.1,hypothetical protein,87981,89246,-,Globin,PF00042.25,2.5e-13,4.1e-17,4.1e-13,2,116,29,133,28,135,9.2e-01
