ProteinID,ChrID,Product,Start_Position,End_Position,Strand,Domain_Name,Domain_ID,E_Value,C_EValue,I_EValue,HMM_Coord_From,HMM_Coord_To,Ali_Coord_From,Ali_Coord_To,Env_Coord_From,Env_Coord_To,Accuracy
PTB36290.1,KZ679270.1,hypothetical protein,1290,1346,+,Cupin_8,PF13621.9,2.1e-33,3.1e-37,3e-33,2,251,689,922,688,925,0.85
PTB36290.1,KZ679270.1,hypothetical protein,1290,1346,+,LCM,PF04072.17,6.1e-21,1e-24,9.9e-21,19,186,16,192,9,194,0.86
PTB36290.1,KZ679270.1,hypothetical protein,1455,1675,+,Cupin_8,PF13621.9,2.1e-33,3.1e-37,3e-33,2,251,689,922,688,925,0.85
PTB36290.1,KZ679270.1,hypothetical protein,1455,1675,+,LCM,PF04072.17,6.1e-21,1e-24,9.9e-21,19,186,16,192,9,194,0.86
PTB36290.1,KZ679270.1,hypothetical protein,1735,1888,+,Cupin_8,PF13621.9,2.1e-33,3.1e-37,3e-33,2,251,689,922,688,925,0.85
PTB36290.1,KZ679270.1,hypothetical protein,1735,1888,+,LCM,PF04072.17,6.1e-21,1e-24,9.9e-21,19,186,16,192,9,194,0.86
PTB36290.1,KZ679270.1,hypothetical protein,1940,2102,+,Cupin_8,PF13621.9,2.1e-33,3.1e-37,3e-33,2,251,689,922,688,925,0.85
PTB36290.1,KZ679270.1,hypothetical protein,1940,2102,+,LCM,PF04072.17,6.1e-21,1e-24,9.9e-21,19,186,16,192,9,194,0.86
PTB36290.1,KZ679270.1,hypothetical protein,2223,2865,+,Cupin_8,PF13621.9,2.1e-33,3.1e-37,3e-33,2,251,689,922,688,925,0.85
PTB36290.1,KZ679270.1,hypothetical protein,2223,2865,+,LCM,PF04072.17,6.1e-21,1e-24,9.9e-21,19,186,16,192,9,194,0.86
PTB36290.1,KZ679270.1,hypothetical protein,2980,3274,+,Cupin_8,PF13621.9,2.1e-33,3.1e-37,3e-33,2,251,689,922,688,925,0.85
PTB36290.1,KZ679270.1,hypothetical protein,2980,3274,+,LCM,PF04072.17,6.1e-21,1e-24,9.9e-21,19,186,16,192,9,194,0.86
PTB36290.1,KZ679270.1,hypothetical protein,3370,4026,+,Cupin_8,PF13621.9,2.1e-33,3.1e-37,3e-33,2,251,689,922,688,925,0.85
PTB36290.1,KZ679270.1,hypothetical protein,3370,4026,+,LCM,PF04072.17,6.1e-21,1e-24,9.9e-21,19,186,16,192,9,194,0.86
PTB36290.1,KZ679270.1,hypothetical protein,4091,4387,+,Cupin_8,PF13621.9,2.1e-33,3.1e-37,3e-33,2,251,689,922,688,925,0.85
PTB36290.1,KZ679270.1,hypothetical protein,4091,4387,+,LCM,PF04072.17,6.1e-21,1e-24,9.9e-21,19,186,16,192,9,194,0.86
PTB36290.1,KZ679270.1,hypothetical protein,4474,4935,+,Cupin_8,PF13621.9,2.1e-33,3.1e-37,3e-33,2,251,689,922,688,925,0.85
PTB36290.1,KZ679270.1,hypothetical protein,4474,4935,+,LCM,PF04072.17,6.1e-21,1e-24,9.9e-21,19,186,16,192,9,194,0.86
PTB36291.1,KZ679270.1,hypothetical protein,6653,6760,-,ORC5_C,PF14630.9,2.3e-77,3e-81,3e-77,2,288,208,509,207,509,0.86
PTB36291.1,KZ679270.1,hypothetical protein,6653,6760,-,AAA_16,PF13191.9,5.4e-16,1.8e-19,1.7e-15,1,161,20,178,20,190,0.79
PTB36291.1,KZ679270.1,hypothetical protein,6653,6760,-,AAA_16,PF13191.9,5.4e-16,0.85,8.4e+03,90,116,245,271,214,289,0.54
PTB36291.1,KZ679270.1,hypothetical protein,6653,6760,-,AAA_16,PF13191.9,5.4e-16,0.68,6.7e+03,9,34,430,455,429,455,0.86
PTB36291.1,KZ679270.1,hypothetical protein,6157,6591,-,ORC5_C,PF14630.9,2.3e-77,3e-81,3e-77,2,288,208,509,207,509,0.86
PTB36291.1,KZ679270.1,hypothetical protein,6157,6591,-,AAA_16,PF13191.9,5.4e-16,1.8e-19,1.7e-15,1,161,20,178,20,190,0.79
PTB36291.1,KZ679270.1,hypothetical protein,6157,6591,-,AAA_16,PF13191.9,5.4e-16,0.85,8.4e+03,90,116,245,271,214,289,0.54
PTB36291.1,KZ679270.1,hypothetical protein,6157,6591,-,AAA_16,PF13191.9,5.4e-16,0.68,6.7e+03,9,34,430,455,429,455,0.86
PTB36291.1,KZ679270.1,hypothetical protein,5094,6086,-,ORC5_C,PF14630.9,2.3e-77,3e-81,3e-77,2,288,208,509,207,509,0.86
PTB36291.1,KZ679270.1,hypothetical protein,5094,6086,-,AAA_16,PF13191.9,5.4e-16,1.8e-19,1.7e-15,1,161,20,178,20,190,0.79
PTB36291.1,KZ679270.1,hypothetical protein,5094,6086,-,AAA_16,PF13191.9,5.4e-16,0.85,8.4e+03,90,116,245,271,214,289,0.54
PTB36291.1,KZ679270.1,hypothetical protein,5094,6086,-,AAA_16,PF13191.9,5.4e-16,0.68,6.7e+03,9,34,430,455,429,455,0.86
PTB36292.1,KZ679270.1,hypothetical protein,7368,7444,+,PI3Ka,PF00613.23,1e-57,2.6e-61,1.7e-57,2,164,366,537,365,560,0.91
