ProteinID,ChrID,Product,Start_Position,End_Position,Strand,Domain_Name,Domain_ID,E_Value,C_EValue,I_EValue,HMM_Coord_From,HMM_Coord_To,Ali_Coord_From,Ali_Coord_To,Env_Coord_From,Env_Coord_To,Accuracy
PTB38493.1,KZ679265.1,hypothetical protein,5398,5454,+,Ribonuc_L-PSP,PF01042.24,4.5e-24,2.5e-28,4.8e-24,9,120,18,127,8,128,9.4e-01
PTB38495.1,KZ679265.1,hypothetical protein,7985,8869,-,NmrA,PF05368.16,5.6e-19,7.4e-23,7.3e-19,1,230,6,227,6,230,8.7e-01
PTB38497.1,KZ679265.1,hypothetical protein,13715,14180,+,DIT1_PvcA,PF05141.15,5.6e-88,7.6e-92,7.4e-88,1,276,84,353,84,354,9.5e-01
PTB38497.1,KZ679265.1,hypothetical protein,13715,14180,+,TauD,PF02668.19,1.1e-25,3.5e-29,3.5e-25,15,267,395,653,382,654,7.6e-01
PTB38499.1,KZ679265.1,hypothetical protein,20711,22198,-,DEAD,PF00270.32,7.3e-41,1.6e-44,1.6e-40,1,174,243,434,243,436,8.9e-01
PTB38499.1,KZ679265.1,hypothetical protein,20711,22198,-,Helicase_C,PF00271.34,3.2e-28,4.4e-31,4.3e-27,2,110,496,603,495,604,9.2e-01
PTB38500.1,KZ679265.1,hypothetical protein,28880,29171,-,TPR_MLP1_2,PF07926.15,1.0e-40,4.8e-02,9.4e+02,75,109,1763,1797,1753,1822,6.2e-01
PTB38500.1,KZ679265.1,hypothetical protein,28880,29171,-,TPR_MLP1_2,PF07926.15,1.0e-40,1.3e-02,2.6e+02,71,115,1611,1655,1607,1660,8.2e-01
PTB38500.1,KZ679265.1,hypothetical protein,28880,29171,-,TPR_MLP1_2,PF07926.15,1.0e-40,1.3e-02,2.5e+02,7,127,1436,1557,1433,1559,8.7e-01
PTB38500.1,KZ679265.1,hypothetical protein,28880,29171,-,TPR_MLP1_2,PF07926.15,1.0e-40,1.5e-01,3.0e+03,2,100,1235,1331,1234,1334,7.6e-01
