ProteinID,ChrID,Product,Start_Position,End_Position,Strand,Domain_Name,Domain_ID,E_Value,C_EValue,I_EValue,HMM_Coord_From,HMM_Coord_To,Ali_Coord_From,Ali_Coord_To,Env_Coord_From,Env_Coord_To,Accuracy
PTB34860.1,KZ679291.1,hypothetical protein,13032,14992,-,Peptidase_M3,PF01432.23,6e-91,4.4e-95,8.6e-91,3,454,229,712,227,716,0.93
PTB34860.1,KZ679291.1,hypothetical protein,12596,12785,-,Peptidase_M3,PF01432.23,6e-91,4.4e-95,8.6e-91,3,454,229,712,227,716,0.93
PTB34866.1,KZ679291.1,hypothetical protein,26877,26890,-,Pro-kuma_activ,PF09286.14,1.1e-15,7.3e-20,1.4e-15,56,141,1,88,1,89,0.94
PTB34866.1,KZ679291.1,hypothetical protein,26395,26770,-,Pro-kuma_activ,PF09286.14,1.1e-15,7.3e-20,1.4e-15,56,141,1,88,1,89,0.94
PTB34867.1,KZ679291.1,hypothetical protein,27759,27860,+,Asp,PF00026.26,2.2e-41,1.5e-45,3e-41,5,309,38,371,33,373,0.85
PTB34867.1,KZ679291.1,hypothetical protein,27929,28053,+,Asp,PF00026.26,2.2e-41,1.5e-45,3e-41,5,309,38,371,33,373,0.85
PTB34867.1,KZ679291.1,hypothetical protein,28122,29070,+,Asp,PF00026.26,2.2e-41,1.5e-45,3e-41,5,309,38,371,33,373,0.85
PTB34868.1,KZ679291.1,hypothetical protein,31931,32104,-,Ank_2,PF12796.10,7.6e-16,2.2e-19,8.6e-16,17,83,3,80,1,80,0.82
PTB34868.1,KZ679291.1,hypothetical protein,31931,32104,-,Ank_5,PF13857.9,4.4e-13,4.8e-13,1.9e-09,9,53,10,55,2,56,0.90
PTB34868.1,KZ679291.1,hypothetical protein,31931,32104,-,Ank_5,PF13857.9,4.4e-13,0.00029,1.1,1,16,69,83,66,88,0.73
PTB34868.1,KZ679291.1,hypothetical protein,31931,32104,-,Ank,PF00023.33,5.1e-13,5.2e-10,2.1e-06,2,28,17,44,16,49,0.84
PTB34868.1,KZ679291.1,hypothetical protein,31931,32104,-,Ank,PF00023.33,5.1e-13,4.1e-07,0.0016,1,32,50,80,50,80,0.89
PTB34868.1,KZ679291.1,hypothetical protein,31931,32104,-,Ank_3,PF13606.9,4.8e-12,6.8e-10,2.7e-06,2,29,17,44,16,46,0.90
PTB34868.1,KZ679291.1,hypothetical protein,31931,32104,-,Ank_3,PF13606.9,4.8e-12,5.5e-06,0.022,2,30,51,77,50,78,0.95
PTB34868.1,KZ679291.1,hypothetical protein,31931,32104,-,Ank_4,PF13637.9,1.7e-11,5.1e-10,2e-06,30,55,12,37,2,37,0.87
PTB34868.1,KZ679291.1,hypothetical protein,31931,32104,-,Ank_4,PF13637.9,1.7e-11,0.26,1e+03,32,43,48,59,40,61,0.72
PTB34868.1,KZ679291.1,hypothetical protein,31931,32104,-,Ank_4,PF13637.9,1.7e-11,2.1e-05,0.081,2,35,52,83,51,87,0.82
PTB34868.1,KZ679291.1,hypothetical protein,29867,29971,-,Ank_2,PF12796.10,7.6e-16,2.2e-19,8.6e-16,17,83,3,80,1,80,0.82
PTB34868.1,KZ679291.1,hypothetical protein,29867,29971,-,Ank_5,PF13857.9,4.4e-13,4.8e-13,1.9e-09,9,53,10,55,2,56,0.90
PTB34868.1,KZ679291.1,hypothetical protein,29867,29971,-,Ank_5,PF13857.9,4.4e-13,0.00029,1.1,1,16,69,83,66,88,0.73
PTB34868.1,KZ679291.1,hypothetical protein,29867,29971,-,Ank,PF00023.33,5.1e-13,5.2e-10,2.1e-06,2,28,17,44,16,49,0.84
PTB34868.1,KZ679291.1,hypothetical protein,29867,29971,-,Ank,PF00023.33,5.1e-13,4.1e-07,0.0016,1,32,50,80,50,80,0.89
PTB34868.1,KZ679291.1,hypothetical protein,29867,29971,-,Ank_3,PF13606.9,4.8e-12,6.8e-10,2.7e-06,2,29,17,44,16,46,0.90
PTB34868.1,KZ679291.1,hypothetical protein,29867,29971,-,Ank_3,PF13606.9,4.8e-12,5.5e-06,0.022,2,30,51,77,50,78,0.95
PTB34868.1,KZ679291.1,hypothetical protein,29867,29971,-,Ank_4,PF13637.9,1.7e-11,5.1e-10,2e-06,30,55,12,37,2,37,0.87
PTB34868.1,KZ679291.1,hypothetical protein,29867,29971,-,Ank_4,PF13637.9,1.7e-11,0.26,1e+03,32,43,48,59,40,61,0.72
PTB34868.1,KZ679291.1,hypothetical protein,29867,29971,-,Ank_4,PF13637.9,1.7e-11,2.1e-05,0.081,2,35,52,83,51,87,0.82
PTB34871.1,KZ679291.1,hypothetical protein,37960,37992,+,Abhydrolase_3,PF07859.16,2.4e-56,3.4e-60,3.3e-56,2,210,82,294,81,295,0.88
PTB34871.1,KZ679291.1,hypothetical protein,37960,37992,+,BD-FAE,PF20434.1,2.1e-15,3.3e-19,3.2e-15,8,107,73,169,66,173,0.89
PTB34871.1,KZ679291.1,hypothetical protein,38058,38181,+,Abhydrolase_3,PF07859.16,2.4e-56,3.4e-60,3.3e-56,2,210,82,294,81,295,0.88
PTB34871.1,KZ679291.1,hypothetical protein,38058,38181,+,BD-FAE,PF20434.1,2.1e-15,3.3e-19,3.2e-15,8,107,73,169,66,173,0.89
PTB34871.1,KZ679291.1,hypothetical protein,38237,38493,+,Abhydrolase_3,PF07859.16,2.4e-56,3.4e-60,3.3e-56,2,210,82,294,81,295,0.88
PTB34871.1,KZ679291.1,hypothetical protein,38237,38493,+,BD-FAE,PF20434.1,2.1e-15,3.3e-19,3.2e-15,8,107,73,169,66,173,0.89
PTB34871.1,KZ679291.1,hypothetical protein,38554,38818,+,Abhydrolase_3,PF07859.16,2.4e-56,3.4e-60,3.3e-56,2,210,82,294,81,295,0.88
PTB34871.1,KZ679291.1,hypothetical protein,38554,38818,+,BD-FAE,PF20434.1,2.1e-15,3.3e-19,3.2e-15,8,107,73,169,66,173,0.89
PTB34871.1,KZ679291.1,hypothetical protein,38875,39028,+,Abhydrolase_3,PF07859.16,2.4e-56,3.4e-60,3.3e-56,2,210,82,294,81,295,0.88
PTB34871.1,KZ679291.1,hypothetical protein,38875,39028,+,BD-FAE,PF20434.1,2.1e-15,3.3e-19,3.2e-15,8,107,73,169,66,173,0.89
PTB34871.1,KZ679291.1,hypothetical protein,39096,39222,+,Abhydrolase_3,PF07859.16,2.4e-56,3.4e-60,3.3e-56,2,210,82,294,81,295,0.88
PTB34871.1,KZ679291.1,hypothetical protein,39096,39222,+,BD-FAE,PF20434.1,2.1e-15,3.3e-19,3.2e-15,8,107,73,169,66,173,0.89
PTB34873.1,KZ679291.1,hypothetical protein,42608,43450,-,Lactamase_B,PF00753.30,3.8e-19,2.4e-23,4.7e-19,3,197,28,219,26,219,0.95
