ProteinID,ChrID,Product,Start_Position,End_Position,Strand,Domain_Name,Domain_ID,E_Value,C_EValue,I_EValue,HMM_Coord_From,HMM_Coord_To,Ali_Coord_From,Ali_Coord_To,Env_Coord_From,Env_Coord_To,Accuracy
PTB44789.1,KZ679257.1,hypothetical protein,3846,4814,+,Aminotran_4,PF01063.22,2.3e-42,1.4e-46,2.7e-42,2,221,57,281,56,283,9.7e-01
PTB44790.1,KZ679257.1,hypothetical protein,9568,10046,-,NACHT,PF05729.15,9.5e-13,2.9e-16,5.8e-12,3,117,483,617,481,665,7.9e-01
PTB44790.1,KZ679257.1,hypothetical protein,9568,10046,-,NACHT,PF05729.15,9.5e-13,1.9e-01,3.7e+03,142,165,1132,1156,1120,1157,8.0e-01
PTB44791.1,KZ679257.1,hypothetical protein,13940,15706,+,COesterase,PF00135.31,4.0e-78,3.1e-82,6.0e-78,4,511,35,575,32,579,7.9e-01
PTB44792.1,KZ679257.1,hypothetical protein,18833,20616,-,PDR_CDR,PF06422.15,1.5e-34,9.2e-07,3.6e-03,38,76,1393,1431,1386,1436,8.6e-01
PTB44792.1,KZ679257.1,hypothetical protein,18833,20616,-,ABC2_membrane,PF01061.27,3.1e-92,1.3e-51,5.3e-48,2,208,1115,1330,1114,1332,9.8e-01
PTB44792.1,KZ679257.1,hypothetical protein,18833,20616,-,ABC2_membrane_7,PF19055.3,1.1e-15,8.3e-10,3.3e-06,1,31,995,1025,995,1056,8.4e-01
PTB44792.1,KZ679257.1,hypothetical protein,18833,20616,-,ABC_tran,PF00005.30,5.7e-38,1.7e-19,6.7e-16,1,137,815,966,815,966,8.9e-01
PTB44792.1,KZ679257.1,hypothetical protein,18833,20616,-,ABC2_membrane,PF01061.27,3.1e-92,1.2e+00,4.7e+03,52,67,712,730,687,739,6.0e-01
PTB44792.1,KZ679257.1,hypothetical protein,18833,20616,-,ABC2_membrane,PF01061.27,3.1e-92,2.4e-48,9.4e-45,1,210,444,654,444,654,9.8e-01
PTB44792.1,KZ679257.1,hypothetical protein,18833,20616,-,ABC2_membrane_7,PF19055.3,1.1e-15,1.1e-09,4.5e-06,6,100,314,413,309,446,7.0e-01
PTB44792.1,KZ679257.1,hypothetical protein,18833,20616,-,ABC_tran,PF00005.30,5.7e-38,6.3e-19,2.5e-15,1,136,118,278,118,279,8.3e-01
PTB44792.1,KZ679257.1,hypothetical protein,18833,20616,-,ABC_trans_N,PF14510.9,9.3e-15,5.8e-18,2.3e-14,1,81,10,95,10,95,7.6e-01
PTB44795.1,KZ679257.1,hypothetical protein,25772,26809,-,ADH_zinc_N,PF00107.29,2.5e-11,2.0e-15,3.9e-11,2,81,171,249,170,279,8.9e-01
PTB44799.1,KZ679257.1,hypothetical protein,34937,35179,-,Transferase,PF02458.18,2.4e-13,4.2e-10,8.3e-06,55,183,56,210,41,215,7.0e-01
PTB44799.1,KZ679257.1,hypothetical protein,34937,35179,-,Transferase,PF02458.18,2.4e-13,7.7e-09,1.5e-04,245,381,290,431,269,439,7.9e-01
PTB44801.1,KZ679257.1,hypothetical protein,41251,41325,+,DJ-1_PfpI,PF01965.27,1.2e-15,8.8e-20,1.7e-15,58,161,95,224,45,228,7.8e-01
PTB44803.1,KZ679257.1,hypothetical protein,45938,47125,-,DUF6579,PF20219.1,6.8e-14,5.6e-18,1.1e-13,4,148,122,273,119,285,8.6e-01
PTB44804.1,KZ679257.1,hypothetical protein,48153,48809,+,Fungal_trans_2,PF11951.11,9.4e-13,6.8e-17,1.3e-12,44,339,114,431,65,440,8.4e-01
PTB44807.1,KZ679257.1,hypothetical protein,58203,58687,+,FMO-like,PF00743.22,1.6e-19,1.3e-22,8.5e-19,6,215,8,204,5,212,8.3e-01
PTB44807.1,KZ679257.1,hypothetical protein,58203,58687,+,FMO-like,PF00743.22,1.6e-19,4.7e-02,3.1e+02,317,331,363,377,346,385,7.8e-01
PTB44808.1,KZ679257.1,hypothetical protein,62560,62670,-,COesterase,PF00135.31,1.7e-68,2.8e-72,2.7e-68,20,515,46,559,40,559,8.2e-01
PTB44813.1,KZ679257.1,hypothetical protein,72515,72866,-,Hydrophobin_2,PF06766.14,6.9e-28,5.6e-32,1.1e-27,1,64,92,155,92,156,9.9e-01
PTB44814.1,KZ679257.1,hypothetical protein,75556,75810,-,MIP,PF00230.23,5.6e-32,3.5e-36,6.9e-32,4,227,78,303,75,303,8.3e-01
PTB44815.1,KZ679257.1,hypothetical protein,78138,78484,-,AA_permease,PF00324.24,4.2e-129,5.2e-133,5.1e-129,2,475,51,500,50,503,9.8e-01
PTB44816.1,KZ679257.1,glycoside hydrolase family 62 protein,82152,83126,+,Glyco_hydro_62,PF03664.16,1.3e-150,7.7e-155,1.5e-150,1,272,26,294,26,294,9.9e-01
PTB44817.1,KZ679257.1,hypothetical protein,85920,86488,-,SNF2-rel_dom,PF00176.26,3.5e-52,2.8e-56,5.6e-52,1,312,191,520,191,522,8.3e-01
PTB44820.1,KZ679257.1,hypothetical protein,92877,93025,+,Peptidase_M20,PF01546.31,2.3e-33,1.7e-37,3.4e-33,2,205,109,440,108,442,9.1e-01
PTB44822.1,KZ679257.1,hypothetical protein,96957,96989,-,NAD_binding_10,PF13460.9,4.3e-22,7.5e-26,7.3e-22,3,184,12,193,11,193,8.4e-01
PTB44832.1,KZ679257.1,hypothetical protein,117624,117906,+,Asp,PF00026.26,1.2e-50,1.7e-54,3.4e-50,1,314,75,385,75,386,8.6e-01
PTB44833.1,KZ679257.1,hypothetical protein,120779,121190,-,FAD_binding_4,PF01565.26,1.0e-19,5.4e-01,5.3e+03,72,93,40,60,38,66,6.5e-01
PTB44833.1,KZ679257.1,hypothetical protein,120779,121190,-,FAD_binding_4,PF01565.26,1.0e-19,1.2e-23,1.2e-19,1,138,119,265,119,266,9.5e-01
PTB44833.1,KZ679257.1,hypothetical protein,120779,121190,-,BBE,PF08031.15,3.4e-12,7.0e-16,6.9e-12,1,41,529,568,529,572,9.6e-01
PTB44835.1,KZ679257.1,hypothetical protein,126128,127005,+,adh_short,PF00106.28,6.0e-16,5.1e-20,1.0e-15,1,125,31,158,31,164,9.0e-01
PTB44837.1,KZ679257.1,hypothetical protein,132386,132655,-,Sugar_tr,PF00083.27,8.3e-83,1.0e-86,9.8e-83,5,452,56,503,52,503,9.0e-01
PTB44838.1,KZ679257.1,hypothetical protein,135761,136361,-,Amidase,PF01425.24,2.9e-50,1.9e-05,3.8e-01,357,415,267,328,229,342,7.7e-01
PTB44838.1,KZ679257.1,hypothetical protein,135761,136361,-,Amidase,PF01425.24,2.9e-50,2.5e-51,4.8e-47,24,220,1,207,1,241,9.2e-01
PTB44840.1,KZ679257.1,hypothetical protein,146427,146608,-,Cu-oxidase_2,PF07731.17,8.0e-24,8.3e-04,8.1e+00,31,67,103,139,66,175,7.8e-01
PTB44840.1,KZ679257.1,hypothetical protein,146427,146608,-,Cu-oxidase_2,PF07731.17,8.0e-24,1.5e-25,1.4e-21,16,133,385,506,371,509,8.0e-01
PTB44841.1,KZ679257.1,hypothetical protein,149640,149868,-,Zn_clus,PF00172.21,1.8e-14,6.3e-10,1.2e-05,3,31,13,41,11,45,9.5e-01
PTB44841.1,KZ679257.1,hypothetical protein,149640,149868,-,Zn_clus,PF00172.21,1.8e-14,1.7e-12,3.3e-08,2,34,90,122,89,127,9.1e-01
PTB44842.1,KZ679257.1,hypothetical protein,153914,154519,-,Acetyltransf_10,PF13673.10,7.6e-12,1.6e-01,1.6e+03,19,39,46,66,23,77,7.2e-01
PTB44842.1,KZ679257.1,hypothetical protein,153914,154519,-,Acetyltransf_10,PF13673.10,7.6e-12,3.0e-15,2.9e-11,51,114,124,184,110,197,8.6e-01
PTB44843.1,KZ679257.1,hypothetical protein,158814,158888,-,adh_short,PF00106.28,2.6e-21,3.2e-22,3.1e-18,1,145,25,181,25,184,9.2e-01
PTB44843.1,KZ679257.1,hypothetical protein,158814,158888,-,adh_short,PF00106.28,2.6e-21,1.8e-04,1.7e+00,146,189,199,242,191,247,9.0e-01
PTB44845.1,KZ679257.1,hypothetical protein,161539,162054,+,adh_short,PF00106.28,9.4e-25,1.4e-28,1.3e-24,2,189,38,234,37,238,9.0e-01
PTB44849.1,KZ679257.1,hypothetical protein,171427,174900,-,VIT,PF08487.13,5.5e-34,8.4e-38,5.5e-34,3,111,34,148,32,148,9.6e-01
PTB44849.1,KZ679257.1,hypothetical protein,171427,174900,-,VWA_3,PF13768.9,3.7e-24,5.7e-28,3.7e-24,2,154,293,449,292,450,9.5e-01
PTB44849.1,KZ679257.1,hypothetical protein,171427,174900,-,VIT,PF08487.13,5.5e-34,3.0e+00,2.0e+04,73,89,885,901,862,923,5.6e-01
PTB44854.1,KZ679257.1,hypothetical protein,187732,188124,-,PheRS_DBD3,PF18553.4,4.7e-18,1.0e+00,9.8e+03,5,24,53,70,52,74,6.5e-01
PTB44854.1,KZ679257.1,hypothetical protein,187732,188124,-,PheRS_DBD3,PF18553.4,4.7e-18,5.5e-22,5.4e-18,1,60,77,135,77,135,9.1e-01
PTB44854.1,KZ679257.1,hypothetical protein,187732,188124,-,tRNA-synt_2d,PF01409.23,3.7e-85,5.1e-89,5.0e-85,2,244,211,503,210,505,9.5e-01
PTB44855.1,KZ679257.1,hypothetical protein,190450,190576,-,WD40,PF00400.35,2.7e-23,4.5e-13,8.9e-09,6,38,295,328,290,328,9.0e-01
PTB44855.1,KZ679257.1,hypothetical protein,190450,190576,-,WD40,PF00400.35,2.7e-23,1.1e-05,2.2e-01,10,38,162,190,156,190,9.0e-01
PTB44855.1,KZ679257.1,hypothetical protein,190450,190576,-,WD40,PF00400.35,2.7e-23,1.8e-05,3.5e-01,3,38,98,134,96,134,7.5e-01
PTB44855.1,KZ679257.1,hypothetical protein,190450,190576,-,WD40,PF00400.35,2.7e-23,4.8e-08,9.4e-04,4,38,57,92,54,92,9.1e-01
PTB44855.1,KZ679257.1,hypothetical protein,190450,190576,-,WD40,PF00400.35,2.7e-23,3.1e-01,6.0e+03,7,18,14,26,11,46,4.8e-01
PTB44856.1,KZ679257.1,hypothetical protein,192140,192187,+,WD40,PF00400.35,5.0e-35,2.0e-07,1.3e-03,6,38,9,41,4,41,8.3e-01
PTB44856.1,KZ679257.1,hypothetical protein,192140,192187,+,WD40,PF00400.35,5.0e-35,7.1e-03,4.6e+01,11,35,60,89,49,90,7.2e-01
PTB44856.1,KZ679257.1,hypothetical protein,192140,192187,+,WD40,PF00400.35,5.0e-35,2.4e-10,1.6e-06,7,38,105,137,100,137,8.9e-01
PTB44856.1,KZ679257.1,hypothetical protein,192140,192187,+,WD40,PF00400.35,5.0e-35,3.0e-05,1.9e-01,6,38,146,179,141,179,8.3e-01
PTB44856.1,KZ679257.1,hypothetical protein,192140,192187,+,WD40,PF00400.35,5.0e-35,2.7e-05,1.7e-01,13,38,200,229,191,229,8.6e-01
PTB44856.1,KZ679257.1,hypothetical protein,192140,192187,+,WD40,PF00400.35,5.0e-35,2.0e-10,1.3e-06,1,37,232,268,232,269,9.2e-01
PTB44856.1,KZ679257.1,hypothetical protein,192140,192187,+,WD40,PF00400.35,5.0e-35,8.5e-03,5.6e+01,2,37,272,308,271,309,7.3e-01
PTB44856.1,KZ679257.1,hypothetical protein,192140,192187,+,PFU,PF09070.14,1.9e-44,5.3e-48,3.4e-44,2,111,356,466,355,467,9.8e-01
PTB44856.1,KZ679257.1,hypothetical protein,192140,192187,+,PUL,PF08324.14,3.1e-66,6.8e-70,4.4e-66,1,276,497,763,497,763,9.3e-01
PTB44857.1,KZ679257.1,hypothetical protein,195861,195999,-,DUF6595,PF20238.1,7.7e-33,4.8e-37,9.5e-33,2,143,17,182,16,183,8.3e-01
PTB44860.1,KZ679257.1,glycosyltransferase family 20 protein,203328,203720,-,Glyco_transf_20,PF00982.24,2.8e-122,1.7e-126,3.4e-122,77,472,224,626,171,628,9.2e-01
PTB44861.1,KZ679257.1,hypothetical protein,206090,206753,-,Pyr_redox_3,PF13738.9,4.4e-18,9.5e-20,6.2e-16,1,234,219,454,219,480,7.4e-01
PTB44861.1,KZ679257.1,hypothetical protein,206090,206753,-,Pyr_redox_3,PF13738.9,4.4e-18,3.8e-03,2.5e+01,224,269,520,560,509,576,7.1e-01
PTB44862.1,KZ679257.1,hypothetical protein,209876,210152,+,SRR1,PF07985.15,8.4e-25,6.6e-29,1.3e-24,2,177,41,216,31,216,8.1e-01
PTB44863.1,KZ679257.1,glycoside hydrolase family 17 protein,213100,213964,-,Glyco_hydro_17,PF00332.21,1.4e-11,9.4e-11,1.8e-06,234,308,606,690,598,695,8.5e-01
PTB44863.1,KZ679257.1,glycoside hydrolase family 17 protein,213100,213964,-,Glyco_hydro_17,PF00332.21,1.4e-11,1.4e-07,2.8e-03,28,202,434,597,427,606,7.3e-01
PTB44869.1,KZ679257.1,hypothetical protein,242403,242549,+,AAA_12,PF13087.9,7.8e-39,1.2e-42,1.2e-38,2,198,742,937,741,938,8.9e-01
PTB44869.1,KZ679257.1,hypothetical protein,242403,242549,+,AAA_11,PF13086.9,2.6e-23,3.7e-26,3.6e-22,2,258,335,729,334,730,7.9e-01
PTB44870.1,KZ679257.1,hypothetical protein,247176,249178,+,WD40,PF00400.35,2.5e-13,1.7e-03,3.4e+01,12,38,149,175,142,175,8.6e-01
PTB44870.1,KZ679257.1,hypothetical protein,247176,249178,+,WD40,PF00400.35,2.5e-13,2.5e-03,4.8e+01,9,29,222,244,216,251,8.2e-01
PTB44870.1,KZ679257.1,hypothetical protein,247176,249178,+,WD40,PF00400.35,2.5e-13,4.3e-03,8.5e+01,6,34,264,293,250,294,7.5e-01
PTB44870.1,KZ679257.1,hypothetical protein,247176,249178,+,WD40,PF00400.35,2.5e-13,3.6e-06,7.1e-02,10,38,563,586,555,586,7.0e-01
PTB44870.1,KZ679257.1,hypothetical protein,247176,249178,+,WD40,PF00400.35,2.5e-13,6.5e-04,1.3e+01,17,34,608,627,598,631,8.3e-01
PTB44870.1,KZ679257.1,hypothetical protein,247176,249178,+,WD40,PF00400.35,2.5e-13,4.3e-02,8.5e+02,9,38,650,678,639,678,6.9e-01
PTB44870.1,KZ679257.1,hypothetical protein,247176,249178,+,WD40,PF00400.35,2.5e-13,2.3e-02,4.5e+02,13,33,704,728,690,728,7.4e-01
PTB44876.1,KZ679257.1,hypothetical protein,264689,264866,-,Pex16,PF08610.13,1.2e-145,7.2e-150,1.4e-145,2,365,32,382,31,382,9.6e-01
PTB44877.1,KZ679257.1,hypothetical protein,268540,268734,-,Fungal_trans,PF04082.21,7.7e-21,7.8e-25,1.5e-20,2,248,310,544,309,557,8.5e-01
PTB44878.1,KZ679257.1,hypothetical protein,272479,272591,-,Brr6_like_C_C,PF10104.12,7.0e-35,5.0e-39,9.8e-35,2,130,270,395,269,397,9.4e-01
PTB44879.1,KZ679257.1,hypothetical protein,273189,273704,+,Med26,PF08711.14,1.4e-11,1.5e-15,3.0e-11,4,53,263,312,260,312,9.2e-01
PTB44880.1,KZ679257.1,hypothetical protein,279849,279937,-,RNA_pol_Rpb1_1,PF04997.15,9.1e-81,3.5e-84,1.4e-80,2,312,20,366,19,366,9.3e-01
PTB44880.1,KZ679257.1,hypothetical protein,279849,279937,-,RNA_pol_Rpb1_2,PF00623.23,1.4e-72,7.6e-76,3.0e-72,1,166,368,535,368,535,9.7e-01
PTB44880.1,KZ679257.1,hypothetical protein,279849,279937,-,RNA_pol_Rpb1_3,PF04983.21,1.0e-32,6.6e-36,2.6e-32,1,157,538,713,538,713,9.0e-01
PTB44880.1,KZ679257.1,hypothetical protein,279849,279937,-,RNA_pol_Rpb1_4,PF05000.20,6.9e-30,5.0e-33,2.0e-29,4,108,741,844,738,844,9.6e-01
PTB44880.1,KZ679257.1,hypothetical protein,279849,279937,-,RNA_pol_Rpb1_5,PF04998.20,6.4e-80,2.4e-83,9.5e-80,1,265,851,1378,851,1380,9.7e-01
PTB44885.1,KZ679257.1,hypothetical protein,287556,288168,-,Abhydrolase_1,PF00561.23,1.7e-18,1.2e-22,2.3e-18,2,107,40,141,40,169,8.7e-01
PTB44888.1,KZ679257.1,hypothetical protein,295449,295721,+,Amidase,PF01425.24,4.9e-95,3.0e-99,5.8e-95,1,446,76,531,76,531,9.2e-01
PTB44889.1,KZ679257.1,hypothetical protein,297943,299952,-,Cu_amine_oxid,PF01179.23,1.6e-156,9.8e-161,1.9e-156,3,407,237,638,235,638,9.7e-01
PTB44890.1,KZ679257.1,hypothetical protein,302308,303074,-,Fungal_trans_2,PF11951.11,2.6e-35,8.4e-39,1.7e-34,1,382,62,522,62,524,8.6e-01
PTB44892.1,KZ679257.1,hypothetical protein,307028,308377,-,Globin,PF00042.25,4.7e-12,3.6e-16,7.1e-12,2,117,28,133,27,134,8.6e-01
PTB44895.1,KZ679257.1,hypothetical protein,314652,315420,+,Pkinase,PF00069.28,3.5e-42,2.2e-27,2.2e-23,1,132,46,188,46,197,8.7e-01
PTB44895.1,KZ679257.1,hypothetical protein,314652,315420,+,Pkinase,PF00069.28,3.5e-42,4.0e-20,3.9e-16,136,264,298,463,290,463,8.8e-01
PTB44896.1,KZ679257.1,hypothetical protein,319022,319045,-,zinc_ribbon_10,PF10058.12,1.0e-18,8.3e-23,1.6e-18,1,54,245,301,245,301,9.8e-01
PTB44898.1,KZ679257.1,hypothetical protein,321488,321835,-,Ank,PF00023.33,4.1e-18,3.7e-05,1.5e-01,6,33,1,28,1,28,9.0e-01
PTB44898.1,KZ679257.1,hypothetical protein,321488,321835,-,Ank,PF00023.33,4.1e-18,4.6e-12,1.8e-08,2,31,30,59,29,61,9.5e-01
PTB44898.1,KZ679257.1,hypothetical protein,321488,321835,-,Ank,PF00023.33,4.1e-18,2.5e-05,9.8e-02,2,32,63,93,62,94,9.2e-01
PTB44898.1,KZ679257.1,hypothetical protein,321488,321835,-,Ank,PF00023.33,4.1e-18,1.8e-02,7.0e+01,2,22,96,116,95,116,9.4e-01
PTB44899.1,KZ679257.1,hypothetical protein,322085,322474,-,Ank_2,PF12796.10,3.7e-31,9.5e-12,3.7e-08,23,72,74,130,68,130,8.2e-01
PTB44899.1,KZ679257.1,hypothetical protein,322085,322474,-,Ank_2,PF12796.10,3.7e-31,2.0e-15,7.8e-12,21,79,3,71,1,75,8.2e-01
PTB44900.1,KZ679257.1,hypothetical protein,336718,336909,-,SWIRM,PF04433.20,4.9e-14,6.0e-04,1.2e+01,35,60,163,188,136,201,8.0e-01
PTB44900.1,KZ679257.1,hypothetical protein,336718,336909,-,SWIRM,PF04433.20,4.9e-14,1.5e-15,2.9e-11,10,88,335,405,330,407,9.3e-01
PTB44903.1,KZ679257.1,hypothetical protein,350257,350298,-,FSH1,PF03959.16,1.6e-22,1.8e-26,3.5e-22,6,209,2,234,1,237,8.8e-01
PTB44904.1,KZ679257.1,hypothetical protein,352108,352408,+,KAsynt_C_assoc,PF16197.8,2.4e-23,6.0e+00,1.2e+04,16,39,2226,2249,2222,2249,8.2e-01
PTB44904.1,KZ679257.1,hypothetical protein,352108,352408,+,Ketoacyl-synt_C,PF02801.25,6.1e-39,5.5e+00,1.1e+04,17,51,2101,2135,2095,2138,7.6e-01
PTB44904.1,KZ679257.1,hypothetical protein,352108,352408,+,KR,PF08659.13,1.3e-65,1.3e-68,2.6e-65,1,179,1921,2099,1921,2100,9.9e-01
