ProteinID,ChrID,Product,Start_Position,End_Position,Strand,Domain_Name,Domain_ID,E_Value,C_EValue,I_EValue,HMM_Coord_From,HMM_Coord_To,Ali_Coord_From,Ali_Coord_To,Env_Coord_From,Env_Coord_To,Accuracy
PTB39085.1,KZ679264.1,hypothetical protein,2748,3851,-,Aa_trans,PF01490.21,2.5e-45,1.4e-49,2.8e-45,33,408,1,365,1,366,9.1e-01
PTB39087.1,KZ679264.1,hypothetical protein,11348,11854,-,Oxidored_FMN,PF00724.23,2.6e-27,1.4e-31,2.8e-27,138,240,22,127,3,163,8.7e-01
PTB39088.1,KZ679264.1,hypothetical protein,14442,15386,-,PALP,PF00291.28,9.9e-58,5.7e-62,1.1e-57,3,294,10,298,8,298,9.2e-01
PTB39089.1,KZ679264.1,hypothetical protein,16604,16649,+,GFO_IDH_MocA,PF01408.25,2.0e-16,4.3e-20,4.2e-16,3,107,4,119,2,126,8.9e-01
PTB39089.1,KZ679264.1,hypothetical protein,16604,16649,+,GFO_IDH_MocA_C,PF02894.20,9.7e-14,7.9e-17,7.7e-13,4,209,152,334,149,336,7.7e-01
PTB39090.1,KZ679264.1,hypothetical protein,18978,19002,+,Sugar_tr,PF00083.27,3.0e-90,3.9e-94,3.9e-90,4,452,13,468,10,468,8.8e-01
PTB39091.1,KZ679264.1,hypothetical protein,21234,21932,-,Asp_Glu_race,PF01177.25,5.2e-26,2.9e-30,5.7e-26,7,208,13,222,4,225,9.2e-01
PTB39093.1,KZ679264.1,hypothetical protein,24469,24525,+,Peptidase_S8,PF00082.25,6.4e-23,3.4e-06,3.3e-02,1,21,111,131,111,135,9.1e-01
PTB39093.1,KZ679264.1,hypothetical protein,24469,24525,+,Peptidase_S8,PF00082.25,6.4e-23,2.7e-20,2.7e-16,63,244,137,442,136,468,8.0e-01
PTB39093.1,KZ679264.1,hypothetical protein,24469,24525,+,Peptidase_S8,PF00082.25,6.4e-23,5.9e-02,5.8e+02,159,191,490,522,477,535,8.4e-01
PTB39094.1,KZ679264.1,hypothetical protein,28422,28446,+,Fungal_trans_2,PF11951.11,3.2e-23,2.4e-17,4.7e-13,243,379,338,466,315,471,7.5e-01
PTB39094.1,KZ679264.1,hypothetical protein,28422,28446,+,Fungal_trans_2,PF11951.11,3.2e-23,1.3e-12,2.6e-08,2,130,167,289,166,309,8.2e-01
PTB39095.1,KZ679264.1,hypothetical protein,31980,32007,-,Amino_oxidase,PF01593.27,1.7e-46,2.1e-50,2.1e-46,2,448,53,478,52,481,8.7e-01
PTB39096.1,KZ679264.1,hypothetical protein,33471,33571,+,AA_permease_2,PF13520.9,2.7e-61,3.4e-65,3.4e-61,1,426,20,469,20,471,8.5e-01
PTB39097.1,KZ679264.1,hypothetical protein,36053,36605,-,F420_oxidored,PF03807.20,1.8e-18,3.7e-22,3.6e-18,1,96,9,105,9,105,9.3e-01
PTB39097.1,KZ679264.1,hypothetical protein,36053,36605,-,P5CR_dimer,PF14748.9,2.6e-36,4.4e-01,4.3e+03,59,81,107,129,85,133,7.5e-01
PTB39097.1,KZ679264.1,hypothetical protein,36053,36605,-,P5CR_dimer,PF14748.9,2.6e-36,4.9e-40,4.9e-36,1,104,174,278,174,278,9.7e-01
PTB39099.1,KZ679264.1,hypothetical protein,42821,43108,-,SSF,PF00474.20,7.5e-18,6.3e-22,1.2e-17,1,406,54,470,54,470,7.5e-01
PTB39100.1,KZ679264.1,hypothetical protein,43579,43674,+,Bac_luciferase,PF00296.23,2.1e-49,1.7e-53,3.3e-49,20,309,115,473,100,479,8.7e-01
PTB39102.1,KZ679264.1,hypothetical protein,48601,48735,+,NatB_MDM20,PF09797.12,8.5e-45,8.1e-49,1.6e-44,3,355,301,688,300,706,8.2e-01
