ProteinID,ChrID,Product,Start_Position,End_Position,Strand,Domain_Name,Domain_ID,E_Value,C_EValue,I_EValue,HMM_Coord_From,HMM_Coord_To,Ali_Coord_From,Ali_Coord_To,Env_Coord_From,Env_Coord_To,Accuracy
PTB35093.1,KZ679281.1,hypothetical protein,13894,13989,-,MFS_1,PF07690.19,2.5e-14,1.3e-18,2.5e-14,2,346,129,458,125,466,7.2e-01
PTB35094.1,KZ679281.1,hypothetical protein,18588,19253,+,Sugar_tr,PF00083.27,1.1e-82,1.3e-86,1.3e-82,2,452,54,507,53,507,9.2e-01
PTB35096.1,KZ679281.1,hypothetical protein,23531,23674,-,adh_short,PF00106.28,7.5e-19,6.8e-21,1.3e-16,1,141,28,179,28,185,8.7e-01
PTB35096.1,KZ679281.1,hypothetical protein,23531,23674,-,adh_short,PF00106.28,7.5e-19,6.8e-04,1.3e+01,149,193,226,271,218,273,7.5e-01
PTB35098.1,KZ679281.1,hypothetical protein,30151,30165,-,Sugar_tr,PF00083.27,2.2e-78,2.6e-82,2.5e-78,6,452,23,469,18,469,9.3e-01
PTB35100.1,KZ679281.1,glycoside hydrolase family 127 protein,33073,33476,+,Glyco_hydro_127,PF07944.15,4.6e-96,3.0e-100,5.8e-96,12,508,22,570,10,570,8.6e-01
PTB35102.1,KZ679281.1,hypothetical protein,42761,42923,+,Sulfotransfer_4,PF17784.4,3.6e-56,2.2e-60,4.3e-56,1,214,16,221,16,223,9.1e-01
PTB35103.1,KZ679281.1,hypothetical protein,44255,47188,-,NAD_binding_1,PF00175.24,6.4e-29,3.9e-32,1.5e-28,1,108,835,960,835,961,9.6e-01
PTB35103.1,KZ679281.1,hypothetical protein,44255,47188,-,Cyt-b5,PF00173.31,7.5e-20,3.8e-23,1.5e-19,2,74,588,659,587,660,9.4e-01
PTB35103.1,KZ679281.1,hypothetical protein,44255,47188,-,FAD_binding_6,PF00970.27,7.7e-27,4.9e-30,1.9e-26,2,99,692,813,691,813,8.9e-01
PTB35103.1,KZ679281.1,hypothetical protein,44255,47188,-,Oxidored_molyb,PF00174.22,2.6e-53,1.2e-56,4.8e-53,7,169,142,322,132,323,8.9e-01
PTB35103.1,KZ679281.1,hypothetical protein,44255,47188,-,Mo-co_dimer,PF03404.19,7.9e-46,4.1e-49,1.6e-45,1,137,351,504,351,505,9.0e-01
