ProteinID,ChrID,Product,Start_Position,End_Position,Strand,Domain_Name,Domain_ID,E_Value,C_EValue,I_EValue,HMM_Coord_From,HMM_Coord_To,Ali_Coord_From,Ali_Coord_To,Env_Coord_From,Env_Coord_To,Accuracy
PTB34751.1,KZ679305.1,glycoside hydrolase family 18 protein,6412,7906,-,Glyco_hydro_18,PF00704.31,7e-45,7.6e-49,1.5e-44,3,274,588,892,587,912,0.82
PTB34751.1,KZ679305.1,glycoside hydrolase family 18 protein,6176,6382,-,Glyco_hydro_18,PF00704.31,7e-45,7.6e-49,1.5e-44,3,274,588,892,587,912,0.82
PTB34751.1,KZ679305.1,glycoside hydrolase family 18 protein,5683,6092,-,Glyco_hydro_18,PF00704.31,7e-45,7.6e-49,1.5e-44,3,274,588,892,587,912,0.82
PTB34751.1,KZ679305.1,glycoside hydrolase family 18 protein,5062,5624,-,Glyco_hydro_18,PF00704.31,7e-45,7.6e-49,1.5e-44,3,274,588,892,587,912,0.82
PTB34751.1,KZ679305.1,glycoside hydrolase family 18 protein,4934,5005,-,Glyco_hydro_18,PF00704.31,7e-45,7.6e-49,1.5e-44,3,274,588,892,587,912,0.82
PTB34751.1,KZ679305.1,glycoside hydrolase family 18 protein,3600,4875,-,Glyco_hydro_18,PF00704.31,7e-45,7.6e-49,1.5e-44,3,274,588,892,587,912,0.82
PTB34753.1,KZ679305.1,hypothetical protein,9924,10646,-,2EXR,PF20150.2,6.7e-17,6.4e-21,1.3e-16,3,99,2,94,1,94,0.72
PTB34755.1,KZ679305.1,hypothetical protein,11660,11704,+,WSC,PF01822.22,1.4e-11,7.1e-16,1.4e-11,2,82,107,193,106,193,0.83
PTB34755.1,KZ679305.1,hypothetical protein,11660,11704,+,WSC,PF01822.22,1.4e-11,0.26,5.1e+03,26,26,225,225,204,252,0.52
PTB34755.1,KZ679305.1,hypothetical protein,11747,11862,+,WSC,PF01822.22,1.4e-11,7.1e-16,1.4e-11,2,82,107,193,106,193,0.83
PTB34755.1,KZ679305.1,hypothetical protein,11747,11862,+,WSC,PF01822.22,1.4e-11,0.26,5.1e+03,26,26,225,225,204,252,0.52
PTB34755.1,KZ679305.1,hypothetical protein,11890,12452,+,WSC,PF01822.22,1.4e-11,7.1e-16,1.4e-11,2,82,107,193,106,193,0.83
PTB34755.1,KZ679305.1,hypothetical protein,11890,12452,+,WSC,PF01822.22,1.4e-11,0.26,5.1e+03,26,26,225,225,204,252,0.52
PTB34755.1,KZ679305.1,hypothetical protein,12596,12660,+,WSC,PF01822.22,1.4e-11,7.1e-16,1.4e-11,2,82,107,193,106,193,0.83
PTB34755.1,KZ679305.1,hypothetical protein,12596,12660,+,WSC,PF01822.22,1.4e-11,0.26,5.1e+03,26,26,225,225,204,252,0.52
