ProteinID,ChrID,Product,Start_Position,End_Position,Strand,Domain_Name,Domain_ID,E_Value,C_EValue,I_EValue,HMM_Coord_From,HMM_Coord_To,Ali_Coord_From,Ali_Coord_To,Env_Coord_From,Env_Coord_To,Accuracy
PTB41921.1,KZ679260.1,hypothetical protein,6578,7698,-,Fungal_trans,PF04082.21,1.7e-15,1.3e-19,2.6e-15,34,198,534,688,500,758,8.0e-01
PTB41925.1,KZ679260.1,hypothetical protein,28541,28704,+,PQ-loop,PF04193.17,7.9e-17,9.4e-07,1.9e-02,20,58,27,65,27,68,8.8e-01
PTB41925.1,KZ679260.1,hypothetical protein,28541,28704,+,PQ-loop,PF04193.17,7.9e-17,6.3e-16,1.2e-11,1,59,155,213,155,215,9.4e-01
PTB41927.1,KZ679260.1,hypothetical protein,33926,35953,-,MTHFR,PF02219.20,9.5e-102,7.1e-106,1.4e-101,9,286,14,309,5,310,9.1e-01
PTB41928.1,KZ679260.1,hypothetical protein,36982,37233,+,tRNA-synt_1,PF00133.25,3.9e-49,1.2e-32,6.0e-29,32,353,3,388,2,395,8.4e-01
PTB41928.1,KZ679260.1,hypothetical protein,36982,37233,+,tRNA-synt_1,PF00133.25,3.9e-49,5.2e-13,2.6e-09,417,557,396,560,392,563,6.6e-01
PTB41928.1,KZ679260.1,hypothetical protein,36982,37233,+,tRNA-synt_1,PF00133.25,3.9e-49,8.1e-07,4.0e-03,562,601,600,640,588,641,8.9e-01
PTB41928.1,KZ679260.1,hypothetical protein,36982,37233,+,Anticodon_1,PF08264.16,1.8e-15,7.2e-19,3.5e-15,3,145,706,827,704,832,7.9e-01
PTB41929.1,KZ679260.1,hypothetical protein,40747,40897,-,PQ-loop,PF04193.17,2.2e-32,1.5e-19,3.0e-15,1,60,8,67,8,68,9.7e-01
PTB41929.1,KZ679260.1,hypothetical protein,40747,40897,-,PQ-loop,PF04193.17,2.2e-32,4.6e-01,9.0e+03,32,41,135,144,131,146,4.4e-01
PTB41929.1,KZ679260.1,hypothetical protein,40747,40897,-,PQ-loop,PF04193.17,2.2e-32,1.6e-21,3.2e-17,1,59,160,218,160,220,9.5e-01
PTB41932.1,KZ679260.1,hypothetical protein,48490,48678,-,Mito_carr,PF00153.30,5.2e-73,9.7e-23,4.8e-19,2,94,442,533,441,536,9.3e-01
PTB41932.1,KZ679260.1,hypothetical protein,48490,48678,-,Mito_carr,PF00153.30,5.2e-73,2.0e-28,9.8e-25,5,95,347,438,343,440,9.1e-01
PTB41932.1,KZ679260.1,hypothetical protein,48490,48678,-,Mito_carr,PF00153.30,5.2e-73,2.0e-27,9.6e-24,2,93,540,630,539,633,9.4e-01
PTB41932.1,KZ679260.1,hypothetical protein,48490,48678,-,EF-hand_7,PF13499.9,8.0e-16,3.8e-13,1.9e-09,2,68,175,270,175,272,8.1e-01
PTB41932.1,KZ679260.1,hypothetical protein,48490,48678,-,EF-hand_7,PF13499.9,8.0e-16,9.1e-08,4.5e-04,8,70,75,129,68,130,8.6e-01
