ProteinID,ChrID,Product,Start_Position,End_Position,Strand,Domain_Name,Domain_ID,E_Value,C_EValue,I_EValue,HMM_Coord_From,HMM_Coord_To,Ali_Coord_From,Ali_Coord_To,Env_Coord_From,Env_Coord_To,Accuracy
PTB37472.1,KZ679267.1,hypothetical protein,1754,3053,-,PAS_3,PF08447.15,2.7e-13,5.2e-17,5.1e-13,3,74,165,234,163,240,9.4e-01
PTB37472.1,KZ679267.1,hypothetical protein,1754,3053,-,GATA,PF00320.30,8.2e-16,1.6e-19,1.5e-15,1,36,430,465,430,465,9.7e-01
PTB37474.1,KZ679267.1,hypothetical protein,13049,13351,-,Kinesin,PF00225.26,2.5e-110,2.5e-114,2.5e-110,1,332,34,366,34,366,9.5e-01
PTB37474.1,KZ679267.1,hypothetical protein,13049,13351,-,Kinesin,PF00225.26,2.5e-110,6.0e-01,5.9e+03,133,160,603,630,564,653,5.5e-01
PTB37474.1,KZ679267.1,hypothetical protein,13049,13351,-,Microtub_bd,PF16796.8,1.5e-25,3.1e-01,3.0e+03,55,104,738,789,698,821,5.9e-01
PTB37474.1,KZ679267.1,hypothetical protein,13049,13351,-,Kinesin,PF00225.26,2.5e-110,6.4e-01,6.2e+03,222,246,990,1014,978,1022,6.9e-01
PTB37475.1,KZ679267.1,hypothetical protein,14446,16317,-,MFS_1,PF07690.19,1.1e-49,2.2e-53,1.4e-49,1,350,102,498,102,501,9.1e-01
PTB37475.1,KZ679267.1,hypothetical protein,14446,16317,-,MFS_1,PF07690.19,1.1e-49,2.5e-01,1.6e+03,154,173,566,583,538,608,6.0e-01
PTB37477.1,KZ679267.1,hypothetical protein,20369,21439,-,3Beta_HSD,PF01073.22,9.6e-38,2.6e-41,1.3e-37,1,271,10,271,10,279,8.8e-01
PTB37477.1,KZ679267.1,hypothetical protein,20369,21439,-,GDP_Man_Dehyd,PF16363.8,2.7e-17,1.0e-03,5.0e+00,305,332,319,346,297,346,8.1e-01
PTB37478.1,KZ679267.1,hypothetical protein,23839,23890,-,PHAF1,PF03676.17,1.3e-58,1.8e-40,3.5e-36,4,260,16,286,13,293,7.7e-01
PTB37478.1,KZ679267.1,hypothetical protein,23839,23890,-,PHAF1,PF03676.17,1.3e-58,2.1e-06,4.0e-02,232,279,292,346,289,350,6.2e-01
PTB37478.1,KZ679267.1,hypothetical protein,23839,23890,-,PHAF1,PF03676.17,1.3e-58,1.1e-19,2.3e-15,287,392,381,511,367,511,8.0e-01
PTB37479.1,KZ679267.1,hypothetical protein,26214,26508,-,FAD-oxidase_C,PF02913.22,4.2e-61,6.9e-65,6.7e-61,1,250,356,597,356,597,9.7e-01
PTB37479.1,KZ679267.1,hypothetical protein,26214,26508,-,FAD_binding_4,PF01565.26,6.8e-39,1.3e-42,1.3e-38,3,138,185,319,183,320,9.7e-01
PTB37480.1,KZ679267.1,hypothetical protein,29396,29511,-,Clr5,PF14420.9,4.6e-20,4.0e-24,7.9e-20,3,53,3,53,1,54,9.7e-01
PTB37480.1,KZ679267.1,hypothetical protein,29396,29511,-,Clr5,PF14420.9,4.6e-20,1.4e-01,2.7e+03,12,51,69,108,67,110,7.3e-01
PTB37481.1,KZ679267.1,hypothetical protein,30259,31034,+,p450,PF00067.25,5.1e-49,3.5e-53,6.9e-49,79,446,79,445,42,456,8.2e-01
PTB37482.1,KZ679267.1,hypothetical protein,32681,33589,+,ECH_1,PF00378.23,4.0e-47,5.3e-51,5.2e-47,6,250,32,278,28,279,9.6e-01
PTB37489.1,KZ679267.1,glycosyltransferase family 2 protein,57114,57238,+,Glyco_tranf_2_3,PF13641.9,2.2e-25,1.7e-29,3.2e-25,3,229,74,309,72,310,8.8e-01
PTB37492.1,KZ679267.1,hypothetical protein,72474,72566,+,GWT1,PF06423.15,2.2e-45,1.3e-01,2.5e+03,63,85,134,156,59,195,5.5e-01
PTB37492.1,KZ679267.1,hypothetical protein,72474,72566,+,GWT1,PF06423.15,2.2e-45,3.6e-49,7.0e-45,1,156,300,452,300,452,8.7e-01
PTB37493.1,KZ679267.1,hypothetical protein,78370,79254,+,Pkinase,PF00069.28,7.2e-64,1.2e-67,1.2e-63,4,264,273,564,270,564,9.4e-01
PTB37495.1,KZ679267.1,hypothetical protein,85246,86139,+,Na_Ca_ex,PF01699.27,3.9e-36,4.0e-22,7.8e-18,4,150,184,338,181,339,9.4e-01
PTB37495.1,KZ679267.1,hypothetical protein,85246,86139,+,Na_Ca_ex,PF01699.27,3.9e-36,2.9e-22,5.8e-18,3,150,632,774,630,775,8.7e-01
PTB37503.1,KZ679267.1,hypothetical protein,104510,104633,-,Het-C,PF07217.14,6.5e-237,4.2e-241,8.3e-237,3,560,11,570,9,571,9.5e-01
PTB37507.1,KZ679267.1,hypothetical protein,115755,116243,-,Ank_2,PF12796.10,8.5e-63,1.5e-09,4.9e-06,4,81,1184,1280,1182,1282,7.5e-01
PTB37507.1,KZ679267.1,hypothetical protein,115755,116243,-,Ank_2,PF12796.10,8.5e-63,2.8e-08,9.1e-05,7,81,1303,1393,1289,1395,7.7e-01
PTB37507.1,KZ679267.1,hypothetical protein,115755,116243,-,Ank_2,PF12796.10,8.5e-63,3.6e-13,1.2e-09,7,82,1081,1174,1072,1175,7.9e-01
PTB37507.1,KZ679267.1,hypothetical protein,115755,116243,-,Ank_2,PF12796.10,8.5e-63,8.6e-09,2.8e-05,14,80,1430,1508,1422,1511,7.8e-01
PTB37507.1,KZ679267.1,hypothetical protein,115755,116243,-,Ank_2,PF12796.10,8.5e-63,2.3e-09,7.5e-06,27,81,866,925,802,927,8.4e-01
PTB37507.1,KZ679267.1,hypothetical protein,115755,116243,-,Ank_2,PF12796.10,8.5e-63,3.2e+00,1.0e+04,12,47,313,344,294,368,6.4e-01
PTB37507.1,KZ679267.1,hypothetical protein,115755,116243,-,NACHT_N,PF17100.8,1.6e-31,1.0e-34,3.3e-31,2,217,52,271,51,273,8.6e-01
PTB37507.1,KZ679267.1,hypothetical protein,115755,116243,-,Ank_2,PF12796.10,8.5e-63,1.7e-09,5.5e-06,2,82,967,1064,966,1065,7.9e-01
PTB37508.1,KZ679267.1,hypothetical protein,119694,119714,-,Urease_gamma,PF00547.21,2.5e-40,1.2e-43,6.0e-40,1,99,1,100,1,100,9.9e-01
PTB37508.1,KZ679267.1,hypothetical protein,119694,119714,-,Urease_alpha,PF00449.23,2.4e-56,4.2e-01,2.1e+03,42,56,217,231,203,245,8.0e-01
PTB37508.1,KZ679267.1,hypothetical protein,119694,119714,-,Urease_alpha,PF00449.23,2.4e-56,1.3e-59,6.4e-56,2,121,270,389,269,389,9.9e-01
PTB37508.1,KZ679267.1,hypothetical protein,119694,119714,-,Amidohydro_1,PF01979.23,3.5e-75,1.1e-78,5.5e-75,1,343,395,724,395,730,9.8e-01
PTB37509.1,KZ679267.1,hypothetical protein,121974,122397,-,Ada3,PF10198.12,5.9e-55,3.0e-59,5.9e-55,1,132,443,579,443,579,9.6e-01
PTB37509.1,KZ679267.1,hypothetical protein,121974,122397,-,Ada3,PF10198.12,5.9e-55,2.3e-01,4.5e+03,99,108,126,135,98,159,5.9e-01
PTB37510.1,KZ679267.1,hypothetical protein,124604,124615,+,Methyltransf_23,PF13489.9,1.5e-13,9.1e-16,8.9e-12,10,155,114,297,101,305,7.6e-01
PTB37510.1,KZ679267.1,hypothetical protein,124604,124615,+,DUF3419,PF11899.11,4.6e-164,6.0e-168,5.9e-164,2,385,426,818,425,818,9.8e-01
PTB37511.1,KZ679267.1,hypothetical protein,129044,129179,-,CybS,PF05328.15,3.6e-51,2.2e-55,4.4e-51,3,133,37,167,35,167,9.8e-01
PTB37512.1,KZ679267.1,hypothetical protein,129676,129884,+,tRNA-synt_1b,PF00579.28,7.8e-74,9.9e-78,9.7e-74,4,288,82,398,79,403,9.7e-01
PTB37512.1,KZ679267.1,hypothetical protein,129676,129884,+,TyrRSs_C,PF16714.8,3.2e-45,1.6e-48,1.5e-44,3,119,422,537,420,538,9.8e-01
PTB37513.1,KZ679267.1,hypothetical protein,133152,133194,-,NPR2,PF06218.14,1.2e-119,5.2e-103,1.0e-98,3,307,2,289,1,292,9.6e-01
PTB37513.1,KZ679267.1,hypothetical protein,133152,133194,-,NPR2,PF06218.14,1.2e-119,5.2e-23,1.0e-18,344,438,290,400,285,402,9.3e-01
PTB37514.1,KZ679267.1,hypothetical protein,134735,135166,+,ubiquitin,PF00240.26,1.5e-20,1.2e-24,2.4e-20,2,70,16,86,15,88,9.3e-01
PTB37515.1,KZ679267.1,hypothetical protein,137088,137120,+,ADH_zinc_N,PF00107.29,1.3e-30,1.0e-34,2.1e-30,1,124,154,276,154,289,8.9e-01
PTB37516.1,KZ679267.1,hypothetical protein,141740,141907,-,IBN_N,PF03810.22,5.0e-14,1.9e-17,3.6e-13,2,71,39,109,38,112,9.0e-01
PTB37516.1,KZ679267.1,hypothetical protein,141740,141907,-,IBN_N,PF03810.22,5.0e-14,5.1e-01,1.0e+04,9,26,187,205,181,206,8.0e-01
PTB37517.1,KZ679267.1,hypothetical protein,142491,143969,+,tRNA-synt_2b,PF00587.28,2.3e-34,2.1e-34,4.2e-30,6,150,144,322,140,330,9.1e-01
PTB37517.1,KZ679267.1,hypothetical protein,142491,143969,+,tRNA-synt_2b,PF00587.28,2.3e-34,1.1e-05,2.2e-01,158,179,348,371,340,371,9.1e-01
PTB37519.1,KZ679267.1,hypothetical protein,146512,146619,-,Maf,PF02545.17,1.3e-55,7.6e-60,1.5e-55,1,188,20,226,20,227,9.4e-01
PTB37520.1,KZ679267.1,hypothetical protein,147809,147880,+,Bromodomain,PF00439.28,2.2e-34,1.6e-20,3.2e-16,12,83,63,134,50,135,9.3e-01
PTB37520.1,KZ679267.1,hypothetical protein,147809,147880,+,Bromodomain,PF00439.28,2.2e-34,1.8e-19,3.5e-15,2,84,272,370,271,370,9.2e-01
PTB37523.1,KZ679267.1,hypothetical protein,156236,156772,+,DUF3844,PF12955.10,4.3e-34,5.3e-38,1.0e-33,1,106,268,370,268,370,9.5e-01
PTB37525.1,KZ679267.1,hypothetical protein,163948,163977,-,LSM,PF01423.25,5.2e-22,3.0e-26,5.8e-22,2,66,7,70,6,71,9.7e-01
