ProteinID,ChrID,Product,Start_Position,End_Position,Strand,Domain_Name,Domain_ID,E_Value,C_EValue,I_EValue,HMM_Coord_From,HMM_Coord_To,Ali_Coord_From,Ali_Coord_To,Env_Coord_From,Env_Coord_To,Accuracy
PTB35421.1,KZ679275.1,hypothetical protein,2365,2410,+,WD40,PF00400.35,4.1e-22,2.4e-06,0.047,3,38,7,44,5,44,0.81
PTB35421.1,KZ679275.1,hypothetical protein,2365,2410,+,WD40,PF00400.35,4.1e-22,2.9e-08,0.00057,2,38,66,103,65,103,0.88
PTB35421.1,KZ679275.1,hypothetical protein,2365,2410,+,WD40,PF00400.35,4.1e-22,1.6e-09,3.1e-05,8,38,118,150,109,150,0.85
PTB35421.1,KZ679275.1,hypothetical protein,2365,2410,+,WD40,PF00400.35,4.1e-22,0.0003,5.9,2,38,157,192,156,192,0.75
PTB35421.1,KZ679275.1,hypothetical protein,2365,2410,+,WD40,PF00400.35,4.1e-22,0.0066,1.3e+02,10,38,205,232,196,232,0.81
PTB35421.1,KZ679275.1,hypothetical protein,2495,3513,+,WD40,PF00400.35,4.1e-22,2.4e-06,0.047,3,38,7,44,5,44,0.81
PTB35421.1,KZ679275.1,hypothetical protein,2495,3513,+,WD40,PF00400.35,4.1e-22,2.9e-08,0.00057,2,38,66,103,65,103,0.88
PTB35421.1,KZ679275.1,hypothetical protein,2495,3513,+,WD40,PF00400.35,4.1e-22,1.6e-09,3.1e-05,8,38,118,150,109,150,0.85
PTB35421.1,KZ679275.1,hypothetical protein,2495,3513,+,WD40,PF00400.35,4.1e-22,0.0003,5.9,2,38,157,192,156,192,0.75
PTB35421.1,KZ679275.1,hypothetical protein,2495,3513,+,WD40,PF00400.35,4.1e-22,0.0066,1.3e+02,10,38,205,232,196,232,0.81
PTB35422.1,KZ679275.1,glycosyltransferase family 15 protein,5153,5300,-,Glyco_transf_15,PF01793.19,4.9e-115,3e-119,6e-115,46,325,65,353,42,353,0.96
PTB35422.1,KZ679275.1,glycosyltransferase family 15 protein,4819,5079,-,Glyco_transf_15,PF01793.19,4.9e-115,3e-119,6e-115,46,325,65,353,42,353,0.96
PTB35422.1,KZ679275.1,glycosyltransferase family 15 protein,4138,4756,-,Glyco_transf_15,PF01793.19,4.9e-115,3e-119,6e-115,46,325,65,353,42,353,0.96
PTB35422.1,KZ679275.1,glycosyltransferase family 15 protein,3895,4051,-,Glyco_transf_15,PF01793.19,4.9e-115,3e-119,6e-115,46,325,65,353,42,353,0.96
PTB35423.1,KZ679275.1,hypothetical protein,5784,5855,+,GCP_N_terminal,PF17681.4,1.5e-40,2.6e-44,2.6e-40,1,303,237,543,237,543,0.87
PTB35423.1,KZ679275.1,hypothetical protein,5784,5855,+,GCP_C_terminal,PF04130.16,4.7e-27,0.45,4.4e+03,252,281,55,85,25,106,0.54
PTB35423.1,KZ679275.1,hypothetical protein,5784,5855,+,GCP_C_terminal,PF04130.16,4.7e-27,4.7e-31,4.7e-27,1,289,547,843,547,859,0.80
PTB35423.1,KZ679275.1,hypothetical protein,5946,8477,+,GCP_N_terminal,PF17681.4,1.5e-40,2.6e-44,2.6e-40,1,303,237,543,237,543,0.87
PTB35423.1,KZ679275.1,hypothetical protein,5946,8477,+,GCP_C_terminal,PF04130.16,4.7e-27,0.45,4.4e+03,252,281,55,85,25,106,0.54
PTB35423.1,KZ679275.1,hypothetical protein,5946,8477,+,GCP_C_terminal,PF04130.16,4.7e-27,4.7e-31,4.7e-27,1,289,547,843,547,859,0.80
PTB35424.1,KZ679275.1,hypothetical protein,8991,9444,+,MFS_1,PF07690.19,2.6e-16,1.1e-19,2.2e-15,36,312,105,426,99,434,0.69
PTB35424.1,KZ679275.1,hypothetical protein,8991,9444,+,MFS_1,PF07690.19,2.6e-16,7.5e-05,1.5,109,172,435,502,430,505,0.78
PTB35424.1,KZ679275.1,hypothetical protein,9550,9682,+,MFS_1,PF07690.19,2.6e-16,1.1e-19,2.2e-15,36,312,105,426,99,434,0.69
PTB35424.1,KZ679275.1,hypothetical protein,9550,9682,+,MFS_1,PF07690.19,2.6e-16,7.5e-05,1.5,109,172,435,502,430,505,0.78
PTB35424.1,KZ679275.1,hypothetical protein,9753,10212,+,MFS_1,PF07690.19,2.6e-16,1.1e-19,2.2e-15,36,312,105,426,99,434,0.69
PTB35424.1,KZ679275.1,hypothetical protein,9753,10212,+,MFS_1,PF07690.19,2.6e-16,7.5e-05,1.5,109,172,435,502,430,505,0.78
PTB35424.1,KZ679275.1,hypothetical protein,10288,10492,+,MFS_1,PF07690.19,2.6e-16,1.1e-19,2.2e-15,36,312,105,426,99,434,0.69
PTB35424.1,KZ679275.1,hypothetical protein,10288,10492,+,MFS_1,PF07690.19,2.6e-16,7.5e-05,1.5,109,172,435,502,430,505,0.78
PTB35424.1,KZ679275.1,hypothetical protein,10588,10856,+,MFS_1,PF07690.19,2.6e-16,1.1e-19,2.2e-15,36,312,105,426,99,434,0.69
PTB35424.1,KZ679275.1,hypothetical protein,10588,10856,+,MFS_1,PF07690.19,2.6e-16,7.5e-05,1.5,109,172,435,502,430,505,0.78
PTB35425.1,KZ679275.1,hypothetical protein,11032,11811,-,Abhydrolase_2,PF02230.19,9.3e-14,5.9e-17,1.2e-12,10,127,28,153,23,163,0.80
PTB35425.1,KZ679275.1,hypothetical protein,11032,11811,-,Abhydrolase_2,PF02230.19,9.3e-14,0.012,2.4e+02,128,168,174,213,166,243,0.79
PTB35426.1,KZ679275.1,hypothetical protein,12385,14448,-,LCCL,PF03815.22,2.1e-21,1.7e-25,3.4e-21,3,91,184,305,182,310,0.93
PTB35427.1,KZ679275.1,hypothetical protein,15524,15734,+,TGT,PF01702.21,1.7e-70,1.1e-74,2.1e-70,2,354,19,392,16,393,0.86
PTB35427.1,KZ679275.1,hypothetical protein,15794,16995,+,TGT,PF01702.21,1.7e-70,1.1e-74,2.1e-70,2,354,19,392,16,393,0.86
PTB35429.1,KZ679275.1,hypothetical protein,18583,19485,-,CutC,PF03932.17,8.4e-29,7.7e-12,1.5e-07,3,61,15,75,13,77,0.92
PTB35429.1,KZ679275.1,hypothetical protein,18583,19485,-,CutC,PF03932.17,8.4e-29,2.4e-22,4.8e-18,63,193,102,255,99,265,0.81
PTB35430.1,KZ679275.1,hypothetical protein,20928,21015,+,NAP,PF00956.21,7.1e-30,2.8e-05,0.55,11,47,13,49,11,50,0.93
PTB35430.1,KZ679275.1,hypothetical protein,20928,21015,+,NAP,PF00956.21,7.1e-30,8.6e-33,1.7e-28,88,270,49,270,48,272,0.74
PTB35430.1,KZ679275.1,hypothetical protein,21288,22060,+,NAP,PF00956.21,7.1e-30,2.8e-05,0.55,11,47,13,49,11,50,0.93
PTB35430.1,KZ679275.1,hypothetical protein,21288,22060,+,NAP,PF00956.21,7.1e-30,8.6e-33,1.7e-28,88,270,49,270,48,272,0.74
PTB35431.1,KZ679275.1,hypothetical protein,23097,23354,+,Questin_oxidase,PF14027.9,4.5e-94,2.8e-98,5.5e-94,1,348,97,429,97,429,0.90
PTB35431.1,KZ679275.1,hypothetical protein,23433,23474,+,Questin_oxidase,PF14027.9,4.5e-94,2.8e-98,5.5e-94,1,348,97,429,97,429,0.90
PTB35431.1,KZ679275.1,hypothetical protein,23618,23918,+,Questin_oxidase,PF14027.9,4.5e-94,2.8e-98,5.5e-94,1,348,97,429,97,429,0.90
PTB35431.1,KZ679275.1,hypothetical protein,24029,24446,+,Questin_oxidase,PF14027.9,4.5e-94,2.8e-98,5.5e-94,1,348,97,429,97,429,0.90
PTB35431.1,KZ679275.1,hypothetical protein,24517,24970,+,Questin_oxidase,PF14027.9,4.5e-94,2.8e-98,5.5e-94,1,348,97,429,97,429,0.90
PTB35432.1,KZ679275.1,hypothetical protein,28106,28123,-,WD40,PF00400.35,3.6e-40,0.41,2e+03,13,27,14,31,7,39,0.77
PTB35432.1,KZ679275.1,hypothetical protein,28106,28123,-,WD40,PF00400.35,3.6e-40,0.35,1.7e+03,4,31,47,76,44,81,0.77
PTB35432.1,KZ679275.1,hypothetical protein,28106,28123,-,WD40,PF00400.35,3.6e-40,8.7e-05,0.43,8,37,94,122,87,123,0.79
PTB35432.1,KZ679275.1,hypothetical protein,28106,28123,-,WD40,PF00400.35,3.6e-40,2.8e-09,1.4e-05,4,38,144,179,141,179,0.93
PTB35432.1,KZ679275.1,hypothetical protein,28106,28123,-,WD40,PF00400.35,3.6e-40,0.02,1e+02,6,37,190,222,187,223,0.86
PTB35432.1,KZ679275.1,hypothetical protein,28106,28123,-,WD40,PF00400.35,3.6e-40,0.04,2e+02,8,33,263,286,255,291,0.78
PTB35432.1,KZ679275.1,hypothetical protein,28106,28123,-,WD40,PF00400.35,3.6e-40,0.47,2.3e+03,3,37,297,333,295,334,0.66
PTB35432.1,KZ679275.1,hypothetical protein,28106,28123,-,WD40,PF00400.35,3.6e-40,6e-10,2.9e-06,8,38,345,376,337,376,0.88
PTB35432.1,KZ679275.1,hypothetical protein,28106,28123,-,WD40,PF00400.35,3.6e-40,6.8e-08,0.00033,3,38,382,418,380,418,0.94
PTB35432.1,KZ679275.1,hypothetical protein,28106,28123,-,WD40,PF00400.35,3.6e-40,0.00043,2.1,4,37,425,461,422,462,0.78
PTB35432.1,KZ679275.1,hypothetical protein,28106,28123,-,WD40,PF00400.35,3.6e-40,2e-11,9.7e-08,1,38,466,504,466,504,0.92
PTB35432.1,KZ679275.1,hypothetical protein,28106,28123,-,WD40,PF00400.35,3.6e-40,0.2,9.9e+02,12,38,520,546,513,546,0.89
PTB35432.1,KZ679275.1,hypothetical protein,28106,28123,-,WD40,PF00400.35,3.6e-40,0.15,7.6e+02,14,37,584,607,574,608,0.79
PTB35432.1,KZ679275.1,hypothetical protein,28106,28123,-,WD40,PF00400.35,3.6e-40,0.073,3.6e+02,13,30,684,701,672,715,0.74
PTB35432.1,KZ679275.1,hypothetical protein,28106,28123,-,WD40,PF00400.35,3.6e-40,4,2e+04,18,26,807,815,795,816,0.66
PTB35432.1,KZ679275.1,hypothetical protein,28106,28123,-,Utp12,PF04003.15,8.6e-25,2.8e-28,1.4e-24,1,106,750,854,750,855,0.95
PTB35432.1,KZ679275.1,hypothetical protein,28106,28123,-,ANAPC4_WD40,PF12894.10,4.4e-20,0.0092,45,36,89,53,104,33,107,0.86
PTB35432.1,KZ679275.1,hypothetical protein,28106,28123,-,ANAPC4_WD40,PF12894.10,4.4e-20,0.039,1.9e+02,38,57,96,115,86,124,0.88
PTB35432.1,KZ679275.1,hypothetical protein,28106,28123,-,ANAPC4_WD40,PF12894.10,4.4e-20,0.007,34,39,69,152,182,133,196,0.90
PTB35432.1,KZ679275.1,hypothetical protein,28106,28123,-,ANAPC4_WD40,PF12894.10,4.4e-20,0.0032,16,38,84,263,308,251,316,0.87
PTB35432.1,KZ679275.1,hypothetical protein,28106,28123,-,ANAPC4_WD40,PF12894.10,4.4e-20,7e-08,0.00035,32,89,335,398,324,401,0.83
PTB35432.1,KZ679275.1,hypothetical protein,28106,28123,-,ANAPC4_WD40,PF12894.10,4.4e-20,0.0046,22,36,87,388,439,384,442,0.87
PTB35432.1,KZ679275.1,hypothetical protein,28106,28123,-,ANAPC4_WD40,PF12894.10,4.4e-20,0.011,56,39,87,434,482,419,484,0.82
PTB35432.1,KZ679275.1,hypothetical protein,28106,28123,-,ANAPC4_WD40,PF12894.10,4.4e-20,0.0009,4.4,34,67,472,505,459,513,0.81
PTB35432.1,KZ679275.1,hypothetical protein,28106,28123,-,ANAPC4_WD40,PF12894.10,4.4e-20,0.0057,28,28,73,501,553,499,563,0.82
PTB35432.1,KZ679275.1,hypothetical protein,28106,28123,-,ANAPC4_WD40,PF12894.10,4.4e-20,0.019,94,38,79,580,621,568,628,0.88
PTB35432.1,KZ679275.1,hypothetical protein,28106,28123,-,ANAPC4_WD40,PF12894.10,4.4e-20,0.066,3.3e+02,34,60,677,703,672,712,0.86
PTB35432.1,KZ679275.1,hypothetical protein,28106,28123,-,NBCH_WD40,PF20426.1,1.6e-14,0.0072,36,122,154,149,181,143,186,0.91
PTB35432.1,KZ679275.1,hypothetical protein,28106,28123,-,NBCH_WD40,PF20426.1,1.6e-14,0.016,78,123,208,194,282,183,292,0.62
PTB35432.1,KZ679275.1,hypothetical protein,28106,28123,-,NBCH_WD40,PF20426.1,1.6e-14,3.9e-05,0.19,272,344,305,379,286,383,0.84
PTB35432.1,KZ679275.1,hypothetical protein,28106,28123,-,NBCH_WD40,PF20426.1,1.6e-14,0.0005,2.4,119,158,385,424,379,433,0.88
PTB35432.1,KZ679275.1,hypothetical protein,28106,28123,-,NBCH_WD40,PF20426.1,1.6e-14,8e-09,3.9e-05,85,159,436,511,431,527,0.82
PTB35432.1,KZ679275.1,hypothetical protein,28106,28123,-,NBCH_WD40,PF20426.1,1.6e-14,0.03,1.5e+02,271,311,579,619,559,632,0.73
PTB35432.1,KZ679275.1,hypothetical protein,27856,27968,-,WD40,PF00400.35,3.6e-40,0.41,2e+03,13,27,14,31,7,39,0.77
PTB35432.1,KZ679275.1,hypothetical protein,27856,27968,-,WD40,PF00400.35,3.6e-40,0.35,1.7e+03,4,31,47,76,44,81,0.77
PTB35432.1,KZ679275.1,hypothetical protein,27856,27968,-,WD40,PF00400.35,3.6e-40,8.7e-05,0.43,8,37,94,122,87,123,0.79
PTB35432.1,KZ679275.1,hypothetical protein,27856,27968,-,WD40,PF00400.35,3.6e-40,2.8e-09,1.4e-05,4,38,144,179,141,179,0.93
PTB35432.1,KZ679275.1,hypothetical protein,27856,27968,-,WD40,PF00400.35,3.6e-40,0.02,1e+02,6,37,190,222,187,223,0.86
PTB35432.1,KZ679275.1,hypothetical protein,27856,27968,-,WD40,PF00400.35,3.6e-40,0.04,2e+02,8,33,263,286,255,291,0.78
PTB35432.1,KZ679275.1,hypothetical protein,27856,27968,-,WD40,PF00400.35,3.6e-40,0.47,2.3e+03,3,37,297,333,295,334,0.66
PTB35432.1,KZ679275.1,hypothetical protein,27856,27968,-,WD40,PF00400.35,3.6e-40,6e-10,2.9e-06,8,38,345,376,337,376,0.88
PTB35432.1,KZ679275.1,hypothetical protein,27856,27968,-,WD40,PF00400.35,3.6e-40,6.8e-08,0.00033,3,38,382,418,380,418,0.94
PTB35432.1,KZ679275.1,hypothetical protein,27856,27968,-,WD40,PF00400.35,3.6e-40,0.00043,2.1,4,37,425,461,422,462,0.78
PTB35432.1,KZ679275.1,hypothetical protein,27856,27968,-,WD40,PF00400.35,3.6e-40,2e-11,9.7e-08,1,38,466,504,466,504,0.92
PTB35432.1,KZ679275.1,hypothetical protein,27856,27968,-,WD40,PF00400.35,3.6e-40,0.2,9.9e+02,12,38,520,546,513,546,0.89
PTB35432.1,KZ679275.1,hypothetical protein,27856,27968,-,WD40,PF00400.35,3.6e-40,0.15,7.6e+02,14,37,584,607,574,608,0.79
PTB35432.1,KZ679275.1,hypothetical protein,27856,27968,-,WD40,PF00400.35,3.6e-40,0.073,3.6e+02,13,30,684,701,672,715,0.74
PTB35432.1,KZ679275.1,hypothetical protein,27856,27968,-,WD40,PF00400.35,3.6e-40,4,2e+04,18,26,807,815,795,816,0.66
PTB35432.1,KZ679275.1,hypothetical protein,27856,27968,-,Utp12,PF04003.15,8.6e-25,2.8e-28,1.4e-24,1,106,750,854,750,855,0.95
PTB35432.1,KZ679275.1,hypothetical protein,27856,27968,-,ANAPC4_WD40,PF12894.10,4.4e-20,0.0092,45,36,89,53,104,33,107,0.86
PTB35432.1,KZ679275.1,hypothetical protein,27856,27968,-,ANAPC4_WD40,PF12894.10,4.4e-20,0.039,1.9e+02,38,57,96,115,86,124,0.88
PTB35432.1,KZ679275.1,hypothetical protein,27856,27968,-,ANAPC4_WD40,PF12894.10,4.4e-20,0.007,34,39,69,152,182,133,196,0.90
PTB35432.1,KZ679275.1,hypothetical protein,27856,27968,-,ANAPC4_WD40,PF12894.10,4.4e-20,0.0032,16,38,84,263,308,251,316,0.87
PTB35432.1,KZ679275.1,hypothetical protein,27856,27968,-,ANAPC4_WD40,PF12894.10,4.4e-20,7e-08,0.00035,32,89,335,398,324,401,0.83
PTB35432.1,KZ679275.1,hypothetical protein,27856,27968,-,ANAPC4_WD40,PF12894.10,4.4e-20,0.0046,22,36,87,388,439,384,442,0.87
PTB35432.1,KZ679275.1,hypothetical protein,27856,27968,-,ANAPC4_WD40,PF12894.10,4.4e-20,0.011,56,39,87,434,482,419,484,0.82
PTB35432.1,KZ679275.1,hypothetical protein,27856,27968,-,ANAPC4_WD40,PF12894.10,4.4e-20,0.0009,4.4,34,67,472,505,459,513,0.81
PTB35432.1,KZ679275.1,hypothetical protein,27856,27968,-,ANAPC4_WD40,PF12894.10,4.4e-20,0.0057,28,28,73,501,553,499,563,0.82
PTB35432.1,KZ679275.1,hypothetical protein,27856,27968,-,ANAPC4_WD40,PF12894.10,4.4e-20,0.019,94,38,79,580,621,568,628,0.88
PTB35432.1,KZ679275.1,hypothetical protein,27856,27968,-,ANAPC4_WD40,PF12894.10,4.4e-20,0.066,3.3e+02,34,60,677,703,672,712,0.86
PTB35432.1,KZ679275.1,hypothetical protein,27856,27968,-,NBCH_WD40,PF20426.1,1.6e-14,0.0072,36,122,154,149,181,143,186,0.91
PTB35432.1,KZ679275.1,hypothetical protein,27856,27968,-,NBCH_WD40,PF20426.1,1.6e-14,0.016,78,123,208,194,282,183,292,0.62
PTB35432.1,KZ679275.1,hypothetical protein,27856,27968,-,NBCH_WD40,PF20426.1,1.6e-14,3.9e-05,0.19,272,344,305,379,286,383,0.84
PTB35432.1,KZ679275.1,hypothetical protein,27856,27968,-,NBCH_WD40,PF20426.1,1.6e-14,0.0005,2.4,119,158,385,424,379,433,0.88
PTB35432.1,KZ679275.1,hypothetical protein,27856,27968,-,NBCH_WD40,PF20426.1,1.6e-14,8e-09,3.9e-05,85,159,436,511,431,527,0.82
