ProteinID,ChrID,Product,Start_Position,End_Position,Strand,Domain_Name,Domain_ID,E_Value,C_EValue,I_EValue,HMM_Coord_From,HMM_Coord_To,Ali_Coord_From,Ali_Coord_To,Env_Coord_From,Env_Coord_To,Accuracy
PTB34974.1,KZ679285.1,hypothetical protein,12023,13528,-,ArAE_2_N,PF10337.12,1.3e-27,8.7e-10,8.5e-06,9,100,56,145,52,150,0.94
PTB34974.1,KZ679285.1,hypothetical protein,12023,13528,-,ArAE_2_N,PF10337.12,1.3e-27,2.6e-20,2.6e-16,133,332,151,365,144,401,0.85
PTB34974.1,KZ679285.1,hypothetical protein,12023,13528,-,ArAE_2_N,PF10337.12,1.3e-27,0.00012,1.2,204,321,761,887,755,909,0.72
PTB34974.1,KZ679285.1,hypothetical protein,12023,13528,-,FUSC_2,PF13515.9,5.7e-12,2,2e+04,61,85,160,184,84,234,0.61
PTB34974.1,KZ679285.1,hypothetical protein,12023,13528,-,FUSC_2,PF13515.9,5.7e-12,5.8e-16,5.7e-12,4,125,622,768,615,769,0.74
PTB34974.1,KZ679285.1,hypothetical protein,11366,11966,-,ArAE_2_N,PF10337.12,1.3e-27,8.7e-10,8.5e-06,9,100,56,145,52,150,0.94
PTB34974.1,KZ679285.1,hypothetical protein,11366,11966,-,ArAE_2_N,PF10337.12,1.3e-27,2.6e-20,2.6e-16,133,332,151,365,144,401,0.85
PTB34974.1,KZ679285.1,hypothetical protein,11366,11966,-,ArAE_2_N,PF10337.12,1.3e-27,0.00012,1.2,204,321,761,887,755,909,0.72
PTB34974.1,KZ679285.1,hypothetical protein,11366,11966,-,FUSC_2,PF13515.9,5.7e-12,2,2e+04,61,85,160,184,84,234,0.61
PTB34974.1,KZ679285.1,hypothetical protein,11366,11966,-,FUSC_2,PF13515.9,5.7e-12,5.8e-16,5.7e-12,4,125,622,768,615,769,0.74
PTB34974.1,KZ679285.1,hypothetical protein,10467,11301,-,ArAE_2_N,PF10337.12,1.3e-27,8.7e-10,8.5e-06,9,100,56,145,52,150,0.94
PTB34974.1,KZ679285.1,hypothetical protein,10467,11301,-,ArAE_2_N,PF10337.12,1.3e-27,2.6e-20,2.6e-16,133,332,151,365,144,401,0.85
PTB34974.1,KZ679285.1,hypothetical protein,10467,11301,-,ArAE_2_N,PF10337.12,1.3e-27,0.00012,1.2,204,321,761,887,755,909,0.72
PTB34974.1,KZ679285.1,hypothetical protein,10467,11301,-,FUSC_2,PF13515.9,5.7e-12,2,2e+04,61,85,160,184,84,234,0.61
PTB34974.1,KZ679285.1,hypothetical protein,10467,11301,-,FUSC_2,PF13515.9,5.7e-12,5.8e-16,5.7e-12,4,125,622,768,615,769,0.74
PTB34974.1,KZ679285.1,hypothetical protein,10262,10340,-,ArAE_2_N,PF10337.12,1.3e-27,8.7e-10,8.5e-06,9,100,56,145,52,150,0.94
PTB34974.1,KZ679285.1,hypothetical protein,10262,10340,-,ArAE_2_N,PF10337.12,1.3e-27,2.6e-20,2.6e-16,133,332,151,365,144,401,0.85
