ProteinID,ChrID,Product,Start_Position,End_Position,Strand,Domain_Name,Domain_ID,E_Value,C_EValue,I_EValue,HMM_Coord_From,HMM_Coord_To,Ali_Coord_From,Ali_Coord_To,Env_Coord_From,Env_Coord_To,Accuracy
PTB34818.1,KZ679295.1,hypothetical protein,10579,10854,+,ABC_toxin_N,PF20220.1,2.8e-48,1.2e-51,7.8e-48,2,124,1508,1629,1507,1629,9.5e-01
PTB34818.1,KZ679295.1,hypothetical protein,10579,10854,+,Neuraminidase,PF18413.4,3.6e-36,5.6e-40,3.6e-36,1,139,1659,1820,1659,1846,9.0e-01
PTB34818.1,KZ679295.1,hypothetical protein,10579,10854,+,TcA_TcB_BD,PF18276.4,2.2e-118,6.2e-122,4.1e-118,1,287,2591,2883,2591,2883,9.8e-01
PTB34818.1,KZ679295.1,hypothetical protein,10579,10854,+,Neuraminidase,PF18413.4,3.6e-36,6.1e-01,4.0e+03,115,155,2997,3037,2988,3050,7.0e-01
PTB34819.1,KZ679295.1,hypothetical protein,21760,23226,+,SpvB,PF03534.16,6.0e-99,9.2e-103,6.0e-99,1,290,77,364,77,364,9.3e-01
PTB34819.1,KZ679295.1,hypothetical protein,21760,23226,+,TcdB_toxin_midN,PF12256.11,3.7e-28,4.5e-01,2.9e+03,32,49,454,471,450,483,8.0e-01
PTB34819.1,KZ679295.1,hypothetical protein,21760,23226,+,TcdB_toxin_midN,PF12256.11,3.7e-28,3.4e-02,2.2e+02,32,57,571,594,553,602,8.2e-01
PTB34819.1,KZ679295.1,hypothetical protein,21760,23226,+,TcdB_toxin_midN,PF12256.11,3.7e-28,1.6e-04,1.0e+00,23,54,623,655,607,665,8.0e-01
PTB34819.1,KZ679295.1,hypothetical protein,21760,23226,+,TcdB_toxin_midN,PF12256.11,3.7e-28,2.0e-04,1.3e+00,26,55,681,711,656,723,8.1e-01
PTB34819.1,KZ679295.1,hypothetical protein,21760,23226,+,TcdB_toxin_midN,PF12256.11,3.7e-28,1.4e-25,9.0e-22,29,155,735,862,725,868,8.5e-01
PTB34819.1,KZ679295.1,hypothetical protein,21760,23226,+,TcdB_toxin_midC,PF12255.11,1.1e-31,4.3e-35,2.8e-31,4,138,927,1057,924,1062,9.1e-01
PTB34819.1,KZ679295.1,hypothetical protein,21760,23226,+,SpvB,PF03534.16,6.0e-99,1.1e+00,7.4e+03,164,180,1255,1272,1253,1285,7.9e-01
PTB34819.1,KZ679295.1,hypothetical protein,21760,23226,+,SpvB,PF03534.16,6.0e-99,4.3e-02,2.8e+02,131,274,1691,1854,1684,1861,6.3e-01
