ProteinID,ChrID,Product,Start_Position,End_Position,Strand,Domain_Name,Domain_ID,E_Value,C_EValue,I_EValue,HMM_Coord_From,HMM_Coord_To,Ali_Coord_From,Ali_Coord_To,Env_Coord_From,Env_Coord_To,Accuracy
PTB34949.1,KZ679286.1,hypothetical protein,9476,9541,+,FAD_binding_4,PF01565.26,2.2e-16,2.9e-20,5.8e-16,3,138,99,257,97,258,9.4e-01
PTB34950.1,KZ679286.1,hypothetical protein,15383,15561,-,Fungal_trans,PF04082.21,2.0e-22,1.6e-26,3.1e-22,3,247,247,507,245,536,8.1e-01
PTB34951.1,KZ679286.1,hypothetical protein,18339,18380,-,Fungal_trans,PF04082.21,3.5e-14,3.4e-18,6.7e-14,2,266,137,380,136,381,8.2e-01
PTB34952.1,KZ679286.1,hypothetical protein,18949,19663,-,adh_short,PF00106.28,1.2e-31,1.6e-35,1.5e-31,1,189,39,229,39,234,9.5e-01
PTB34953.1,KZ679286.1,hypothetical protein,20218,20292,+,NmrA,PF05368.16,3.1e-15,6.8e-19,6.7e-15,1,193,21,207,21,265,8.5e-01
PTB34956.1,KZ679286.1,hypothetical protein,26327,26386,+,Fungal_trans_2,PF11951.11,8.4e-15,1.1e-16,2.1e-12,15,139,125,247,117,312,8.2e-01
PTB34956.1,KZ679286.1,hypothetical protein,26327,26386,+,Fungal_trans_2,PF11951.11,8.4e-15,3.7e-04,7.2e+00,311,344,480,513,456,527,7.3e-01
PTB34959.1,KZ679286.1,hypothetical protein,33711,34661,+,NmrA,PF05368.16,1.0e-40,1.2e-44,1.2e-40,1,233,5,256,5,256,9.2e-01
PTB34961.1,KZ679286.1,hypothetical protein,39606,40109,+,FAD_binding_3,PF01494.22,3.9e-19,3.3e-17,6.5e-13,2,174,6,171,5,211,7.7e-01
PTB34961.1,KZ679286.1,hypothetical protein,39606,40109,+,FAD_binding_3,PF01494.22,3.9e-19,5.4e-08,1.1e-03,286,321,298,332,268,358,8.4e-01
PTB34967.1,KZ679286.1,hypothetical protein,48573,49077,+,AP_endonuc_2,PF01261.27,8.5e-30,1.1e-32,2.2e-28,1,230,18,223,18,234,8.8e-01
PTB34968.1,KZ679286.1,hypothetical protein,50285,50360,+,Fungal_trans,PF04082.21,2.1e-20,2.4e-24,4.7e-20,1,246,167,408,167,426,7.8e-01
PTB34971.1,KZ679286.1,hypothetical protein,64002,64103,-,MFS_1,PF07690.19,1.4e-41,6.9e-46,1.4e-41,4,353,64,453,61,453,8.3e-01
